source_type,source_name,source_slug,run_name,run_slug,treated_intervention_slug,control_intervention_slug,s,gte,gte_post_s
fit,alternating_rank_3_uv_5_e2,fit_alternating_rank_3_uv_5_e2,default,default,all_intervention,no_intervention,0,-0.53338,-0.53338
fit,alternating_rank_3_uv_5_e2_xi_zero,fit_alternating_rank_3_uv_5_e2_xi_zero,default,default,all_intervention,no_intervention,0,-0.5232700000000001,-0.5232700000000001
fit,base,fit_base,default,default,all_intervention,no_intervention,0,-0.35735000000000006,-0.35735000000000006
fit,treatment_shared_unit_rank_3_uv_1_e1,fit_treatment_shared_unit_rank_3_uv_1_e1,default,default,all_intervention,no_intervention,0,-0.06918,-0.06918
fit,treatment_split_rank_1_uv_1_e1,fit_treatment_split_rank_1_uv_1_e1,default,default,all_intervention,no_intervention,0,-0.00978,-0.00978
truth,truth,truth,default,default,all_intervention,no_intervention,0,-0.52905,-0.52905
