time_index,observed_value,sample_mean,sample_std,abs_error,squared_error,q025,q500,q975,in_95_interval,num_finite_samples
0,-1.0,-0.8334024552090245,0.008996418581610412,0.16659754479097555,0.027754741930381105,-0.8489548772395488,-0.8301260783012607,-0.8207531519575315,False,16
1,-0.9993364299933643,-0.8184306569343065,0.009869906796775584,0.18090577305905775,0.032726898726095306,-0.8340245520902455,-0.8168546781685468,-0.8041639017916391,False,16
2,-0.9900464499004645,-0.8110899137358991,0.009734706423623675,0.17895653616456542,0.03202544183601941,-0.8254810882548109,-0.8112143331121433,-0.794127405441274,False,16
3,-0.9435965494359655,-0.8040809555408095,0.013084491729735234,0.139515593895156,0.01946460093991809,-0.8278035832780358,-0.8045786330457863,-0.7806071665560717,False,16
4,-0.8102189781021898,-0.7259455872594559,0.020191237002422823,0.08427339084273389,0.007102004404132184,-0.7676675514266755,-0.7222959522229595,-0.6951725282017253,False,16
5,-0.6980756469807564,-0.6345802919708029,0.016256989061051365,0.06349535500995351,0.004031660107840029,-0.6624087591240877,-0.637027206370272,-0.6074983410749835,False,16
6,-0.6456536164565362,-0.6019824153948241,0.013389526442099514,0.04367120106171207,0.0019071738021724817,-0.626244193762442,-0.6021897810218978,-0.5788818845388188,False,16
7,-0.621765096217651,-0.5921118115461181,0.011750808319005834,0.02965328467153283,0.000879317291810964,-0.6152952886529528,-0.5895819508958196,-0.5783012607830126,False,16
8,-0.6330457863304578,-0.600447909754479,0.014140572136460363,0.03259787657597879,0.0010626215572627467,-0.6193596549435966,-0.6015262110152622,-0.57407100199071,False,16
9,-0.6164565361645654,-0.5814946914399468,0.014493952489953542,0.03496184472461861,0.001222330586548342,-0.6056735235567352,-0.5812873258128732,-0.5529197080291971,False,16
10,-0.617120106171201,-0.6026045122760452,0.013173316633408958,0.014515593895155887,0.00021070246612908686,-0.6220139349701393,-0.6005308560053086,-0.5763105507631054,True,16
11,-0.6376907763769077,-0.6167468480424685,0.01355245032160951,0.020943928334439255,0.00043864813407812743,-0.6357830126078301,-0.6177836761778368,-0.5923191771731917,False,16
