category,name,estimate,true,squared_error
parameter,field::intercept,0.4860782594465997,0.5,0.0001938148600361901
parameter,beta,0.4153999813775613,0.4,0.00023715942642923383
parameter,interaction::adjacency,0.07065932841950995,0.25,0.03216307648294119
parameter,interaction::distance_kernel::feature_1,0.016902447878961762,0.08,0.003981301083667137
parameter,interaction::cross_similarity::feature_1,-0.23150757104693506,0.04,0.0737163611358065
parameter,interaction::distance_kernel::feature_2,0.04968340976027123,0.08,0.0009190956437636177
parameter,interaction::cross_similarity::feature_2,0.41335942407809384,0.04,0.13939725954792592
parameter,interaction::distance_kernel::feature_3,0.11390544330259765,0.08,0.0011495790855456638
parameter,interaction::cross_similarity::feature_3,-0.7481761564685695,0.04,0.621221653625567
parameter,interaction::distance_kernel::feature_4,0.2598359731322908,0.08,0.032340977232438006
parameter,interaction::cross_similarity::feature_4,0.2527961902827615,0.04,0.04528221859885724
parameter,interaction::distance_kernel::feature_5,0.19622371136974753,0.13,0.0043855799475836284
parameter,interaction::cross_similarity::feature_5,-0.7861645120849282,0.14,0.8577807034455132
parameter,eta,0.1020720109016445,0.1,4.2932291765336305e-06
parameter,zeta,-0.5208352210970726,-0.5,0.00043410643816389863
parameter,psi,0.3858098014016287,0.4,0.00020136173626121993
metric,final_loss,0.5207659940165861,,
metric,field_rmse,0.013921740553400284,,
metric,interaction_fro_error,0.6624367109642336,,
metric,parameter_rmse,0.3366571458397694,,
