statistic,sample_mean,sample_std,q025,q500,q975,num_finite_samples
overall_mean_magnetization,0.39608133060211764,0.00271909834433442,0.3934779723608667,0.39526268717001817,0.4016463748882029,8
post_intervention_mean_magnetization,,,,,,0
