experiment_name,outcome_code,outcome_label,intervention_code,intervention_label,lag_code,network_name,field_basis_mode,tau_zero_mean,tau_smoothness_lambda,realized_start_date,realized_end_date,requested_calendar_weeks,realized_calendar_weeks,weeks_dropped_due_to_missing_or_lag,time_steps,requested_node_count,node_count,dropped_node_count,full_fit_status,outcome_only_fit_status,fallback_run,outcome_positive_share,outcome_transition_rate,outcome_weeks,outcome_counties,outcome_rule,intervention_positive_share,intervention_transition_rate,intervention_weeks,intervention_counties,intervention_rule,beta,eta,field::log_population,field::median_household_income,field::pct_black,field::pct_hispanic,field::pct_in_labor_force,field::poverty_rate,final_loss,interaction::contiguity,psi,tau::t_0,tau::t_1,tau::t_10,tau::t_11,tau::t_12,tau::t_13,tau::t_14,tau::t_15,tau::t_16,tau::t_17,tau::t_18,tau::t_19,tau::t_2,tau::t_20,tau::t_21,tau::t_22,tau::t_23,tau::t_24,tau::t_25,tau::t_26,tau::t_27,tau::t_28,tau::t_29,tau::t_3,tau::t_30,tau::t_31,tau::t_32,tau::t_33,tau::t_34,tau::t_35,tau::t_36,tau::t_37,tau::t_38,tau::t_39,tau::t_4,tau::t_40,tau::t_41,tau::t_42,tau::t_43,tau::t_44,tau::t_45,tau::t_46,tau::t_47,tau::t_48,tau::t_49,tau::t_5,tau::t_50,tau::t_51,tau::t_52,tau::t_53,tau::t_54,tau::t_55,tau::t_56,tau::t_57,tau::t_58,tau::t_59,tau::t_6,tau::t_60,tau::t_61,tau::t_62,tau::t_63,tau::t_64,tau::t_65,tau::t_66,tau::t_67,tau::t_68,tau::t_69,tau::t_7,tau::t_8,tau::t_9,zeta
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_10__lag_0w__contiguity,death_rate_100k_ge_2,death_rate_100k >= 2,complete_cov_ge_10,complete_cov >= 10,0w,contiguity,acs_2021,True,0.0,2021-01-04,2022-05-15,71,71,0,70,3213,3203,10,completed,not_run,False,0.3711265406990805,0.2796530038802908,71,3203,death_rate_100k >= 2,0.8101383825902653,0.014383836581776,71,3203,complete_cov >= 10,-0.1925883117741229,0.23061710045254816,1.014458346272584,-1.2103984675153132,-0.1302000714587939,-0.45742899262235387,-0.010655733423739532,-0.5730577247197886,0.2837355392124652,1.4327649596904384,2.0976520537771965,-0.03198497122350873,-0.052872886428741904,-0.1005241661201723,-0.11908618094781394,-0.08241722884939934,-0.0679297251624471,-0.12228904852137218,-0.1326720294296535,-0.117182495432817,-0.14121098162323462,-0.15401161171769093,-0.06794534159702241,-0.0625645507475258,-0.23804517178190215,-0.19237134293860578,-0.3162415414045896,-0.32003775973446463,-0.3417155435398102,-0.41271537112055334,-0.30362417293264854,-0.294815643696173,-0.24843131381422665,-0.12700827577421397,-0.07025383825577199,-0.04572781358676223,0.025371431447312232,0.0800911761817367,0.10168224724605544,0.13329370589937417,0.24181375954011966,0.24027242831463963,0.2564690549389229,0.20199206899666294,0.19798845258029193,-0.1350693260780516,0.23781729447594435,0.21521402627350825,0.14966939786993586,0.15178628413324735,0.16697399272453906,0.00014900051348012928,0.25075164316134085,0.17544126124668083,0.16579554017774453,0.11836893794956925,-0.23006826027337315,0.14742893528045606,0.23178283495701799,0.22442231815988528,0.24391463284016737,0.3128121917202602,0.35579665081552175,0.3436717210117801,0.3191908089617034,0.24950914835596522,0.2011051789531963,-0.12373273741089422,0.12189671872715356,0.11104407636455306,0.027804422527313234,-0.03260634841753715,-0.11967616457791776,-0.0835715220419798,-0.19994780522843228,-0.19860391331683971,-0.06470359780321187,-0.2872921116930793,-0.11763939648310215,-0.11160929243365797,-0.13312186020688016,-0.20662610238086015
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_10__lag_1w__contiguity,death_rate_100k_ge_2,death_rate_100k >= 2,complete_cov_ge_10,complete_cov >= 10,1w,contiguity,acs_2021,True,0.0,2021-01-11,2022-05-15,71,70,1,69,3213,3203,10,completed,not_run,False,0.3670888898800232,0.2799594582977009,70,3203,death_rate_100k >= 2,0.8074260737701262,0.0145922979815118,70,3203,complete_cov >= 10,-0.19771476870202195,0.22972338526959815,1.0055888805543858,-1.2104460345368853,-0.13851402938486343,-0.463219502248829,-0.008968025453152282,-0.5614012587554266,0.2840037227409964,1.4396916253213872,2.0982547810766836,-0.05767690306873008,-0.06733511390877206,-0.13801571235295998,-0.08831943324561457,-0.06796478763452121,-0.11983591613463454,-0.12853702911999174,-0.11466007931174908,-0.13525351573284963,-0.14821357885516429,-0.06244274340806482,-0.23236495458948578,-0.07658140873524345,-0.18640585051064712,-0.3096232365737356,-0.3134520060652818,-0.33527108515786713,-0.40449633370292243,-0.2969114852432581,-0.2874263866337059,-0.2415771181775027,-0.12147599160890453,-0.040003957420440564,-0.14308802524874414,0.03061138885696452,0.0852262480300101,0.10555919991511276,0.13708347985687766,0.2452819971576069,0.2381657936749059,0.2614655318420712,0.2073800799852148,0.20346160271585811,0.21345124113804695,-0.24313589676669795,0.22140065410396806,0.15625294116034003,0.15845870700814985,0.1736116947019988,0.007573932474299649,0.25586309215569314,0.18187377962919707,0.17403802509785102,0.1250762954644895,0.15415193046832512,-0.16305527755550162,0.23795318056718612,0.2306226278873119,0.24974650946959384,0.3182882680066268,0.36112209707428145,0.34929410504382874,0.32483847263878174,0.2554658179361071,0.20743990424584877,0.12850086639213296,-0.17924350480674034,0.11563870384391377,0.035190651442877474,-0.02519194462475909,-0.11085230457349626,-0.07529350622115119,-0.1910008485193437,-0.18970757338965652,-0.056275287999515984,-0.2776410287078344,,-0.1985730797178387,-0.18501111814839705,-0.1381747965137479,-0.23971819756425133
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_10__lag_2w__contiguity,death_rate_100k_ge_2,death_rate_100k >= 2,complete_cov_ge_10,complete_cov >= 10,2w,contiguity,acs_2021,True,0.0,2021-01-18,2022-05-15,71,69,2,68,3213,3203,10,completed,not_run,False,0.3630156510879745,0.2802106481056363,69,3203,death_rate_100k >= 2,0.8046351473030267,0.014806890598887,69,3203,complete_cov >= 10,-0.19915079635741315,0.22913738428422453,0.9946131254201802,-1.2112696401787804,-0.14501951055198037,-0.4671514224335465,-0.007781292942361638,-0.5603400058229664,0.28406413631736055,1.4517931260825196,2.109903609651775,-0.06760253598551258,-0.07659271444396902,-0.10630425411906295,-0.07384888817738408,-0.11967076581113242,-0.12579807188092837,-0.1102787925744146,-0.13255706126258734,-0.14163231967998965,-0.05733987224371459,-0.22531604241648864,-0.18029588537493757,-0.14417094881045914,-0.3017149074187471,-0.30509276180578354,-0.3265056058068408,-0.39562621076817395,-0.2883224139891779,-0.2793413076701908,-0.23329867757373152,-0.11492913889724948,-0.03515916634614654,0.03554989211714048,-0.2454814212807305,0.0893569297447572,0.10925430464663773,0.13964251892892401,0.2473861319249833,0.23999972369825717,0.2572942372552958,0.21057053278961654,0.20676965511771353,0.21705070418924646,0.19412110925249995,-0.17217775694613435,0.1604716333007906,0.1629217273060276,0.17804805887811959,0.013193941772447114,0.26000149683488655,0.1849397694861776,0.17830112022833294,0.13143093667177147,0.15875856959161613,0.24195040670793272,-0.2139363977554252,0.23451902800268987,0.25353541486898046,0.32132294698288894,0.36389126243059094,0.35222590916491797,0.3279055583295632,0.2589990121082886,0.211222594205691,0.13307939135500205,0.12017267440595622,-0.2532821400196542,0.038412335837373024,-0.019130535427101598,-0.10402962863727264,-0.06755915803697976,-0.18232516063325085,-0.18076481644988007,-0.04945694096288902,-0.2680157729973258,,,-0.2690334130643626,-0.19122295153858024,-0.1744850913289067,-0.29695792202400767
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_10__lag_3w__contiguity,death_rate_100k_ge_2,death_rate_100k >= 2,complete_cov_ge_10,complete_cov >= 10,3w,contiguity,acs_2021,True,0.0,2021-01-25,2022-05-15,71,68,3,67,3213,3203,10,completed,not_run,False,0.3590338102146884,0.2804972949799861,68,3203,death_rate_100k >= 2,0.8017621347633652,0.0150278889660346,68,3203,complete_cov >= 10,-0.20258368694950782,0.2284829395733235,0.9854378725428254,-1.2145054489347142,-0.15469414899314426,-0.47466714898012596,-0.0010242359320026177,-0.5483517771220465,0.28436504465600965,1.4600117145218956,2.113563617227253,-0.07905094818254237,-0.14622251420138796,-0.0927060348659419,-0.12585574804739502,-0.12607501370186533,-0.10841256455181607,-0.12864916053224137,-0.1397391841698217,-0.0522517984255574,-0.21970703449726786,-0.1745859689642874,-0.2952798144120824,-0.24812973673047456,-0.2978884640970741,-0.31865294136746786,-0.38694974875776145,-0.2814621958727132,-0.27183725919432417,-0.22675645163626815,-0.10847483799505442,-0.030068928614807495,0.03960218357920531,0.09397961367654578,-0.1772442770692195,0.11344518494539962,0.14371792163400882,0.249952154024916,0.2428284561576781,0.25967420734967483,0.20747089594264898,0.210809293490223,0.22124605812742357,0.19849007222454323,0.1349442232077082,-0.22462446697841193,0.16816930548400244,0.18337432176993046,0.019521311242352707,0.2650607595228398,0.19034023947206302,0.18240040891221398,0.13697709797978272,0.16617003868999533,0.2466569839905024,0.2394052214106463,-0.28898365733511566,0.2582786977779615,0.3256239962899484,0.3677462516139208,0.3561292240871597,0.3321356553763094,0.2633776951983957,0.21642760246742881,0.13841503151603174,0.12582489072430658,0.04440418347109368,-0.3230386575520603,-0.015118001956184806,-0.09696048641448934,-0.06111786018875999,-0.1736625065224598,-0.17235759775296772,-0.0423561263179926,-0.25896229600336945,,,,-0.2777204325820227,-0.22737555288687777,-0.14432091297877733,-0.31923189631446164
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_10__lag_4w__contiguity,death_rate_100k_ge_2,death_rate_100k >= 2,complete_cov_ge_10,complete_cov >= 10,4w,contiguity,acs_2021,True,0.0,2021-02-01,2022-05-15,71,67,4,66,3213,3203,10,completed,not_run,False,0.3551008615989673,0.2806507157115961,67,3203,death_rate_100k >= 2,0.7988033606553557,0.0152555842533988,67,3203,complete_cov >= 10,-0.20535029149237244,0.22828590993892975,0.9730828865799414,-1.2129445087601354,-0.1588889897955211,-0.47853566815750354,-0.00013231395328460022,-0.5426398922749146,0.2847531770426571,1.464864678243011,2.121098483149607,-0.14744932574706826,-0.2486908644767786,-0.14565364441127657,-0.1327200391631025,-0.10873680264102217,-0.1271942821706816,-0.1358554589095092,-0.05065449834703926,-0.213596611920025,-0.16909936630931377,-0.28858872678678843,-0.29175665825304,-0.17935524791763177,-0.3124056926942043,-0.3799767003972527,-0.2751810439059719,-0.2660053397114589,-0.2204872227279886,-0.10311235055181125,-0.024477232813855124,0.04417761806960949,0.09763405884808657,0.11798547617036942,-0.22848717525000173,0.14781394598228323,0.253784178174962,0.24567578572722912,0.26262704813171844,0.2102749348776413,0.20795533753648823,0.22520528418765765,0.2027934013279868,0.1396681041917888,0.14150463578360464,-0.2984855342733903,0.1884553143963076,0.02522743977712613,0.2701964529467858,0.19561208347213313,0.18776248380409416,0.14120298118827676,0.17150469830787493,0.25349841823172437,0.24410049061551864,0.2631191546327274,-0.3556405118917395,0.3301871341558892,0.372042382285932,0.3604354795940421,0.336486916791018,0.2681400226160445,0.2209892833805352,0.14396359377367043,0.13103497209527432,0.05010170950042077,-0.008883306285466365,-0.33035011870072767,-0.09264594278997627,-0.054228301571245204,-0.16623020935966967,-0.16438743692032373,-0.03513381545509503,-0.25003494262829257,,,,,-0.31520287488686927,-0.19828722648327152,-0.1321663142229319,-0.3439664523366966
outcome_case_rate_100k_ge_100__intervention_complete_cov_ge_30__lag_0w__contiguity,case_rate_100k_ge_100,case_rate_100k >= 100,complete_cov_ge_30,complete_cov >= 30,0w,contiguity,acs_2021,True,0.0,2021-01-04,2022-05-15,71,71,0,70,3213,3203,10,completed,not_run,False,0.5558433334945672,0.1403416439944694,71,3203,case_rate_100k >= 100,0.6273739847765959,0.0141786717809196,71,3203,complete_cov >= 30,0.007603452565873713,0.516805581659871,0.294036980576316,-0.18609128788329998,-0.13476847458658595,-0.10105116621293618,0.09998404965607795,-0.010824461485628913,0.17669917632282472,2.501031303483128,2.0959405882067155,0.11332348140788162,0.04119289067145449,0.026571094759858777,-0.06564747356940129,0.06841717446494935,-0.010332418408182989,-0.10972873324875737,-0.06869928960974064,-0.16500109713226516,-0.23646691271322892,-0.2732789644339786,-0.2373023305804447,-0.028805302230675203,-0.4966520955443981,-0.2667870354298629,-0.5007913319319722,-0.43931156022026957,-0.36367576546105956,-0.11882479045224748,0.010907449345413545,0.17976297221723397,0.23291750195933272,0.26269342522634764,-0.08360419813689038,0.29901426018557736,0.19338578214745986,0.2632740020545363,0.22895934616099528,0.1285863169073567,0.2578370426315458,0.20927001023086583,0.061890032977044325,-0.027875036240724137,-0.13135460319900966,-0.17165660982738248,-0.087019764651256,-0.12259211624301061,-0.07662207289954738,0.008613487024421811,0.04358723990226844,-0.2780678097973995,0.3751509489630365,0.04041145913913788,0.02064296459525379,0.05776226142558116,-0.28283416089559266,0.46907562176580564,0.6855807338493225,0.6002071645464643,0.7149351492510815,0.6962318930194046,0.5448084225331906,0.17810469517428626,-0.14329441669121465,-0.3766919998938115,-0.3138977423495912,0.0024064999014731213,-0.2926105332487688,-0.2294262503180699,-0.20975136226896912,-0.2659540689842893,-0.1602657017886856,-0.19231566108262618,0.03799804357238034,-0.03501861685479107,0.05743426706678159,0.07624467646016944,-0.19863292908254673,-0.06328673530545725,-0.0631208208117941,0.1152072319884438
outcome_case_rate_100k_ge_100__intervention_complete_cov_ge_30__lag_1w__contiguity,case_rate_100k_ge_100,case_rate_100k >= 100,complete_cov_ge_30,complete_cov >= 30,1w,contiguity,acs_2021,True,0.0,2021-01-11,2022-05-15,71,70,1,69,3213,3203,10,completed,not_run,False,0.5500557513045805,0.1416606713814494,70,3203,case_rate_100k >= 100,0.622291601623478,0.0143841597777445,70,3203,complete_cov >= 30,0.01180801133719615,0.5144864827068897,0.28221790075825404,-0.1807029996471235,-0.138542973056943,-0.09993862608818699,0.10093073694855093,-0.00714461687933162,0.17816276206300447,2.49411239780212,2.0853556421351396,0.0492981282406207,-0.0208178943566722,-0.0606248624911454,0.07345739067218143,-0.005279750692613858,-0.10466963840006364,-0.0643514816408124,-0.16108082576740682,-0.23373292434969595,-0.27132865747713025,-0.2365761796936941,-0.4939823552291091,-0.07596540602304874,-0.26512155333703324,-0.4987726596964434,-0.4384483944536264,-0.36098722285226675,-0.11816017180190103,0.00988213587314586,0.17902063823976472,0.2317259182521799,0.2616763145826553,0.29788994589118806,-0.16499421495293515,0.19412307424326722,0.26568311212843104,0.23173739909930677,0.13234291089384265,0.2595002683378274,0.21357149026338604,0.06366198026113916,-0.026433486202866886,-0.12940195498085147,-0.08429071157822937,-0.27600251376396545,-0.12288038197488053,-0.0772882473471675,0.007746483304933968,0.0425664403780287,-0.2788767540996655,0.3719998652984326,0.039717904453741015,0.01991685034180614,0.05573893364216605,0.4705187015289826,0.007541767677379056,0.6925866451709508,0.607916667768206,0.7237296014473269,0.7039457738335357,0.5530476487756968,0.17794071662863975,-0.14284832206007575,-0.37732867094188055,-0.3171598532445897,-0.29574728974285525,-0.19265313977420442,-0.23292861861872463,-0.2138347205362934,-0.27058657842078276,-0.16306690137375365,-0.19579660829233816,0.032659795215065575,-0.03945078495697361,0.05219801284138638,0.07208728924265691,,-0.05823257285895736,-0.057466869197260795,0.03173936865404402,0.07089011250489316
outcome_case_rate_100k_ge_100__intervention_complete_cov_ge_30__lag_2w__contiguity,case_rate_100k_ge_100,case_rate_100k >= 100,complete_cov_ge_30,complete_cov >= 30,2w,contiguity,acs_2021,True,0.0,2021-01-18,2022-05-15,71,69,2,68,3213,3203,10,completed,not_run,False,0.5444080956711779,0.1426420084112321,69,3203,case_rate_100k >= 100,0.6170619030166465,0.014595691539182,69,3203,complete_cov >= 30,0.012310761654562314,0.5140351018833613,0.27668090315651034,-0.18238986254861178,-0.14500075935943063,-0.09840383228126276,0.0945570412615499,-0.013188496977422281,0.17925278218332497,2.485748400082388,2.077738159487956,-0.019670139193556754,-0.07504900380727822,0.07327370350546365,-0.004216747264624217,-0.10296067092259954,-0.06284932062781687,-0.1597668161427772,-0.23230838821952876,-0.27095103550615923,-0.23761771172302726,-0.4952229838112065,-0.2670230377412281,-0.16380054860283058,-0.5007458967389589,-0.44105831002300033,-0.3633839263180101,-0.12072455567642477,0.008765638467912572,0.17840564386316285,0.23155781851799867,0.26174912400579403,0.2990830455459535,0.19469967270518138,-0.27541205525041373,0.2664947214510294,0.23317943213799844,0.13457692597700013,0.26376339216402134,0.21444546938519643,0.0677726924205307,-0.02331480358253158,-0.12756545834203137,-0.082550290792944,-0.11925638011657186,0.00791969673226785,-0.07672204224461691,0.008332252170632748,0.04359749009851541,-0.2786259838954235,0.373467721109889,0.04144550459634998,0.02099582548867484,0.057630325660984735,0.47043500628912954,0.6959183023479112,-0.19240496153314232,0.6129143102775964,0.7291631489551488,0.7118518446580306,0.5580994624210566,0.18149030080176187,-0.14092371192641942,-0.37670079478287655,-0.31667306228666486,-0.29691230032253907,-0.23460376149327544,-0.05807056843629748,-0.214922947205101,-0.2719032451304386,-0.16581223290308136,-0.19682954532801222,0.03125106046554825,-0.04046385997698379,0.05167910425481383,0.07151080827370607,,,-0.05856206533246142,0.03098346211295782,-0.060873743661364416,0.04843482632084602
outcome_case_rate_100k_ge_100__intervention_complete_cov_ge_30__lag_3w__contiguity,case_rate_100k_ge_100,case_rate_100k >= 100,complete_cov_ge_30,complete_cov >= 30,3w,contiguity,acs_2021,True,0.0,2021-01-25,2022-05-15,71,68,3,67,3213,3203,10,completed,not_run,False,0.5390075480707425,0.1433171327253833,68,3203,case_rate_100k >= 100,0.6116783897449083,0.0148088778710257,68,3203,complete_cov >= 30,0.01198374167554145,0.5127052237207396,0.2703733518146271,-0.18433458627280294,-0.15620649024841923,-0.0996452242152706,0.09994195765063157,-0.006897286778049464,0.1799489817663262,2.482565263653049,2.0722092065917685,-0.07531689172814587,-0.16407059030575652,-0.00496583720643241,-0.10261560698653761,-0.06205517341339912,-0.1585832343278378,-0.23153008950633916,-0.2709538172995124,-0.23845700462430952,-0.49827355000213086,-0.2693384442863236,-0.5032425412818265,-0.2744670875571519,-0.4444636012217,-0.3666289323881902,-0.12238196025177916,0.007465304238435601,0.17734744459651144,0.23042262306855824,0.26076779191194155,0.2982107800081426,0.19491577872084395,0.26596138217192605,0.006835948391335556,0.23274480361735855,0.13500976274385168,0.26297008518768034,0.21676497975759582,0.06935892034904144,-0.021214081274691637,-0.1260745707002294,-0.08135102976439956,-0.11824980217028168,-0.07377681999902487,-0.192553069052294,0.00870364981431286,0.044065537753344305,-0.27819494669248684,0.3737565712535678,0.042313547444449075,0.021636026926056928,0.058290309989407804,0.4697986153036324,0.6947134951236245,0.6129208481997851,-0.059226289517857654,0.729921465999179,0.711782218532414,0.5596023636417082,0.1822500059190418,-0.13942588282871987,-0.37522717579741965,-0.3150984988922746,-0.297455434171036,-0.23559871485665865,-0.21613221896919946,-0.059465254932424216,-0.27310260990748936,-0.1674003849050647,-0.19879443596586557,0.029473286480360635,-0.04180539686075061,0.05039696138681815,0.07019760739445825,,,,0.029166871330707188,-0.06210853677679932,0.07183452916624959,0.022472999201864245
outcome_case_rate_100k_ge_100__intervention_complete_cov_ge_30__lag_4w__contiguity,case_rate_100k_ge_100,case_rate_100k >= 100,complete_cov_ge_30,complete_cov >= 30,4w,contiguity,acs_2021,True,0.0,2021-02-01,2022-05-15,71,67,4,66,3213,3203,10,completed,not_run,False,0.5341074831897336,0.1435207523249983,67,3203,case_rate_100k >= 100,0.6061388343949935,0.0150332548084655,67,3203,complete_cov >= 30,0.014729188579523038,0.5122711670078728,0.26339253638771515,-0.18801998396939942,-0.1608199578307456,-0.09936760570634705,0.09980557507767007,-0.011403006062993446,0.18017783141354515,2.484439079890293,2.0685139088796887,-0.16070270074280368,-0.27216774002862393,-0.0995488408150914,-0.05835778441245288,-0.15412340546572745,-0.22692600247704356,-0.2673007628044377,-0.23696403488188347,-0.4983044602112253,-0.2690236724305448,-0.5021047375152046,-0.4433053733931685,0.009250430183937322,-0.36661632241404957,-0.12191879984618846,0.00792953543554694,0.17616147795498238,0.228499854921301,0.2587453107895398,0.29620882887751515,0.19266784900364428,0.26402890144574126,0.23089964144234992,-0.18983758476414272,0.133079729271219,0.2600906021028072,0.2141193284300224,0.06712154130560888,-0.021850459138674616,-0.12637547363596768,-0.08272611214274399,-0.11947779706746167,-0.0753609600312032,0.00905032166351553,-0.05665706125121433,0.04136488613482543,-0.27977327699893206,0.3715268696644058,0.03930918057462435,0.019010409701522936,0.05527142750921794,0.4660444072139917,0.6882423942138771,0.607806321434974,0.7213639800611861,-0.05715485928080433,0.7034401523931463,0.553073846421055,0.1791966349780555,-0.14316385543127846,-0.378056399816666,-0.31862727145805364,-0.29978977515280675,-0.23876705826726072,-0.219180592350105,-0.2755664932311391,0.03128658583513339,-0.17020410578569642,-0.20191850088388605,0.02681623918571225,-0.04485221955781182,0.04698867445972741,0.06681863910228904,,,,,-0.0597233699805429,0.07358847210700034,-0.0025746101536380612,-0.003042210315248443
outcome_case_rate_100k_ge_200__intervention_complete_cov_ge_30__lag_0w__contiguity,case_rate_100k_ge_200,case_rate_100k >= 200,complete_cov_ge_30,complete_cov >= 30,0w,contiguity,acs_2021,True,0.0,2021-01-04,2022-05-15,71,71,0,70,3213,3203,10,completed,not_run,False,0.3710254031211936,0.125641140002676,71,3203,case_rate_100k >= 200,0.6273739847765959,0.0141786717809196,71,3203,complete_cov >= 30,-0.03227187094827423,0.549323533692777,0.18146300101438162,-0.2788259918774077,-0.17920416952827442,-0.10222462492932542,0.09044130693193479,-0.04333491724234807,0.1572957439873897,2.641838923655841,2.1344653242531306,-0.16474867969667975,-0.14691722918794034,-0.025807851576775266,-0.11244336650540283,-0.022201395249623432,-0.07885191315155933,-0.22320940420930385,-0.2138223539158244,-0.2932758708647346,-0.3124892149726118,-0.45208678944884856,-0.3223281815340902,-0.1885465703103747,-0.6136717096149509,-0.3886241592769178,-0.538499798940818,-0.4574384706464583,-0.460071939496064,-0.22833601916643897,-0.12799318562323916,0.10304165313701118,0.2625446526671388,0.2554362550891161,-0.22144481409072203,0.2834287917934803,0.25361719690136597,0.2411435710482137,0.21587216648391983,0.05598394783677889,0.19771898279531325,-0.04229989636956223,-0.09856827694130828,-0.10942364377877976,-0.15210509513047513,-0.23772870220895484,-0.16805535163631416,0.011383713855264828,-0.013812714245107832,0.0763906863929806,0.11166805259396549,-0.2915022208623699,0.38120067685767745,0.024041211803916728,-0.014703117783949142,-0.0011566675262540643,-0.3583742083551575,0.5406448045089104,0.9104280402970202,1.1045722838099632,2.106798033427722,2.1363742508217745,0.42381088847917664,-0.18861983993102985,-0.3266890737456142,-0.3736919743119116,-0.167579728886934,0.013483794834921249,-0.16894863196954416,-0.1605589384354484,-0.26468417144091855,-0.30779149011236334,-0.25125697280768317,-0.11858663753834213,-0.006564702734849066,-0.08048455479562275,0.06402771341629193,0.042729176725890265,-0.19979615004197993,-0.02651635028623767,-0.09403251622172469,-0.1581408634175328
outcome_case_rate_100k_ge_200__intervention_complete_cov_ge_30__lag_1w__contiguity,case_rate_100k_ge_200,case_rate_100k >= 200,complete_cov_ge_30,complete_cov >= 30,1w,contiguity,acs_2021,True,0.0,2021-01-11,2022-05-15,71,70,1,69,3213,3203,10,completed,not_run,False,0.3635743276392668,0.125629504947807,70,3203,case_rate_100k >= 200,0.622291601623478,0.0143841597777445,70,3203,complete_cov >= 30,-0.03258608796138792,0.5488957510581346,0.17265104120348804,-0.28424483010993745,-0.1922093715238005,-0.09760209286873031,0.09309702315593262,-0.05246367420388645,0.15728534862381097,2.6417062408053766,2.132476052162476,-0.14779125223625503,-0.18938985515863468,-0.11467025838182883,-0.02694831811780418,-0.08452389342302442,-0.22960212036299235,-0.22023132901869602,-0.2997411910099688,-0.3198465821520923,-0.4549816197544072,-0.3254722088479227,-0.6162843693815194,-0.22158195555982987,-0.3909992236349959,-0.5403052444565856,-0.4585137107261135,-0.4625961729938747,-0.23016155022599413,-0.12873539618968266,0.1016297636059949,0.2614093070631053,0.253786728031972,0.28250723791950083,-0.23717620496473366,0.2519186624768141,0.23950887562341472,0.21463164178030641,0.0553903131881916,0.19661978392441398,-0.04421454053399785,-0.09825810183438338,-0.10958266160039846,-0.15250582059377557,-0.17274058498289172,-0.358361370512378,0.010730578087474279,-0.014443805863150822,0.07572882505877326,0.11145957303793776,-0.29157550685952643,0.3805767331427713,0.023905684399865533,-0.014104846656038696,-0.0010981838896273524,0.5403033674094475,0.013008405717643197,0.9056379403605249,1.097896498667956,2.076810393330935,2.1034425224253517,0.4238540928465103,-0.18769182842566537,-0.3261876316231946,-0.3729042614047712,-0.16739302576361306,-0.16895956139537457,-0.19979933366236452,-0.16213682798086584,-0.26668225421670716,-0.3044888133097593,-0.2536723483640941,-0.11894365330985056,-0.007713022293217687,-0.08208785812077721,0.06279125703611095,0.04294676524866326,,-0.02816848308734592,-0.09548819892946499,-0.027739968573488268,-0.16606753961672885
outcome_case_rate_100k_ge_200__intervention_complete_cov_ge_30__lag_2w__contiguity,case_rate_100k_ge_200,case_rate_100k >= 200,complete_cov_ge_30,complete_cov >= 30,2w,contiguity,acs_2021,True,0.0,2021-01-18,2022-05-15,71,69,2,68,3213,3203,10,completed,not_run,False,0.3571968308696104,0.1252639988246313,69,3203,case_rate_100k >= 200,0.6170619030166465,0.014595691539182,69,3203,complete_cov >= 30,-0.031780589399331614,0.5489869663068605,0.17084418057485712,-0.28288417167606,-0.20739622941802585,-0.10059759088415168,0.08624538058855777,-0.05036613373878174,0.15700137711916243,2.641463647241082,2.1327213747131997,-0.1896364245728844,-0.22127625223120553,-0.027691926772792756,-0.08773812545158918,-0.23418012931015125,-0.22655721195590375,-0.30749562819351134,-0.32447825340883973,-0.46061102185443636,-0.3297603406415245,-0.6236140326987644,-0.3949067764062919,-0.23766508658953847,-0.5450409158652351,-0.4618682857893001,-0.46537725385816836,-0.23168980219753949,-0.13042939015786895,0.10134236170720116,0.261176601816932,0.2528000887042379,0.2803300624115307,0.2506742178252075,-0.35792961156463693,0.23768893842878733,0.21268917627300274,0.05370433620313842,0.1948090536336839,-0.0462940507874985,-0.10136524532740976,-0.11006862140569691,-0.15366864286333273,-0.1746315620431416,0.004708785365801631,0.013942979120324972,-0.016279890076371428,0.07412984838772095,0.10984551053754975,-0.2933298463097754,0.37989102583715717,0.02213365452932918,-0.016111313159912537,-0.001940851155997786,0.5387375968432155,0.9045846779885066,-0.19925986495971557,1.092000647105411,2.044971298268069,2.109948199264746,0.4242040847894851,-0.18834960203417578,-0.32745294249899504,-0.37459664223885036,-0.1695184208385114,-0.1706197655897572,-0.16303813115571944,-0.027933555930173062,-0.26896139995853113,-0.30477387406680423,-0.25282284670521654,-0.11967792520474849,-0.008949864475752587,-0.08320380867211895,0.06230699700151965,0.041925094602638914,,,-0.09535549730629676,-0.027383301892386427,-0.11501130046812431,-0.18044092822721722
