statistic,sample_mean,sample_std,q025,q500,q975,num_finite_samples
overall_mean_magnetization,0.36604252618216443,0.0025031434342683264,0.36221257320908223,0.3661781252704769,0.36964167219641675,8
post_intervention_mean_magnetization,,,,,,0
