statistic,sample_mean,sample_std,q025,q500,q975,num_finite_samples
overall_mean_magnetization,0.30977539597818876,0.0012487659596742582,0.307956204379562,0.3097515940105594,0.31137676350941984,8
post_intervention_mean_magnetization,,,,,,0
