unit_index,sample_mean,sample_std,q025,q500,q975,num_finite_samples
0,-0.02916666666666667,0.08343743497708661,-0.18125,-0.03333333333333334,0.11041666666666666,16
1,0.04375,0.11162856937182344,-0.18333333333333335,0.06666666666666667,0.19375,16
2,0.07708333333333334,0.1258133262240354,-0.1375,0.075,0.24375,16
3,0.08229166666666667,0.1146354048349229,-0.15833333333333333,0.10833333333333334,0.21041666666666667,16
4,0.2,0.11211353372561426,0.0020833333333333363,0.21666666666666667,0.40625,16
5,-0.027083333333333334,0.10783136912172944,-0.22708333333333333,-0.008333333333333333,0.11875,16
6,0.04375,0.1167968024200815,-0.19791666666666666,0.058333333333333334,0.225,16
7,-0.017708333333333326,0.1058150820876789,-0.17708333333333331,0.016666666666666666,0.13333333333333333,16
8,0.19687500000000002,0.10072975913303873,0.04791666666666666,0.2,0.40625,16
9,0.2729166666666667,0.08309862781324637,0.12291666666666667,0.275,0.41875,16
10,0.11875,0.14054395812935777,-0.016666666666666666,0.08333333333333334,0.41041666666666665,16
11,-0.13645833333333332,0.12377437330122545,-0.35,-0.1,0.05625000000000001,16
12,0.04791666666666666,0.13742106320033734,-0.23125,0.03333333333333333,0.2708333333333333,16
13,0.221875,0.09587295376637194,0.07916666666666666,0.225,0.3958333333333333,16
14,0.3520833333333333,0.09662265521087691,0.18958333333333333,0.3333333333333333,0.5083333333333333,16
15,0.08020833333333333,0.09614419689831634,-0.07708333333333334,0.075,0.22708333333333333,16
16,-0.09479166666666666,0.10796712944997039,-0.28125,-0.08333333333333334,0.07083333333333333,16
17,-0.023958333333333342,0.1430045587365817,-0.23333333333333334,-0.04166666666666667,0.20833333333333334,16
18,0.16875,0.11053452829068593,-0.07083333333333333,0.18333333333333332,0.31666666666666665,16
19,0.03125,0.09069082858199548,-0.11875,0.03333333333333333,0.17500000000000002,16
20,0.058333333333333334,0.12304019216861166,-0.12708333333333333,0.05,0.3104166666666667,16
21,0.11666666666666667,0.10720566941890505,-0.075,0.16666666666666666,0.26875,16
22,-0.005208333333333333,0.10748364701199899,-0.1875,0.0,0.16875,16
23,0.06979166666666667,0.09934136397907078,-0.10416666666666667,0.08333333333333334,0.21458333333333332,16
24,0.15104166666666669,0.09762256363441577,-0.010416666666666666,0.15833333333333333,0.29791666666666666,16
25,0.06458333333333334,0.10238051979421346,-0.1375,0.058333333333333334,0.23125,16
26,0.08958333333333332,0.15555400544862583,-0.1,0.058333333333333334,0.36666666666666664,16
27,0.054166666666666675,0.10984521938720057,-0.13958333333333334,0.05,0.24791666666666667,16
28,0.07291666666666667,0.11856711062610163,-0.15833333333333333,0.075,0.22708333333333333,16
29,0.05208333333333333,0.11812702085279031,-0.15,0.05,0.22708333333333333,16
30,0.15,0.08975274678557507,0.0125,0.15,0.29791666666666666,16
31,-0.053125,0.10675431782836702,-0.23541666666666666,-0.04166666666666667,0.12083333333333333,16
32,-0.13541666666666666,0.13370715824766702,-0.3958333333333333,-0.09166666666666667,0.043750000000000004,16
33,0.203125,0.1036183485333451,0.04583333333333334,0.19166666666666665,0.39375000000000004,16
34,0.0031249999999999976,0.10243879439559128,-0.14375,0.0,0.17083333333333334,16
35,-0.004166666666666669,0.0952883052169106,-0.1625,-0.016666666666666666,0.15,16
36,-0.040625,0.09089996600353845,-0.17708333333333331,-0.025,0.1375,16
37,0.019791666666666666,0.11183736176301332,-0.17083333333333334,0.025,0.20416666666666666,16
38,-0.04062500000000001,0.12527313908017154,-0.2125,-0.09166666666666667,0.20833333333333334,16
39,-0.002083333333333331,0.08914622039722779,-0.14375,0.016666666666666666,0.12083333333333333,16
40,-0.05208333333333333,0.07043392293490403,-0.16041666666666665,-0.06666666666666667,0.07083333333333333,16
41,0.02708333333333333,0.10799225152245363,-0.15833333333333333,0.05,0.19375,16
42,-0.05208333333333333,0.10204080746882048,-0.26041666666666663,-0.04166666666666667,0.09791666666666667,16
43,-0.065625,0.1228239410135952,-0.2375,-0.08333333333333333,0.17500000000000002,16
