experiment_name,experiment_slug,experiment_path,execution_mode,search_name,search_slug,output_path,best_candidate_name,best_candidate_slug,weighted_mean_validation_loss,mean_fold_validation_loss,weighted_mean_validation_brier_score,mean_fold_validation_brier_score,standard_error_fold_validation_brier_score,weighted_mean_validation_ece,mean_fold_validation_ece,weighted_mean_validation_mean_magnetization_abs_diff,mean_fold_validation_mean_magnetization_abs_diff,standard_error_fold_validation_mean_magnetization_abs_diff,total_validation_slots,weighted_mean_post_s_validation_loss,mean_fold_post_s_validation_loss,weighted_mean_post_s_validation_brier_score,mean_fold_post_s_validation_brier_score,weighted_mean_post_s_validation_ece,mean_fold_post_s_validation_ece,weighted_mean_post_s_validation_mean_magnetization_abs_diff,mean_fold_post_s_validation_mean_magnetization_abs_diff,total_post_s_validation_slots,status
r1_hybrid_us_county_intervention_generated_graph_confounding,r1_hybrid_us_county_intervention_generated_graph_confounding,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/HybridExperiments_r1/r1_hybrid_us_county_intervention_generated_graph_confounding,cv,alternating_uv_grid,alternating_uv_grid,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/HybridExperiments_r1/r1_hybrid_us_county_intervention_generated_graph_confounding/cv_runs/alternating_uv_grid,alternating_uv_grid__candidate_0007,alternating_uv_grid_candidate_0007,0.5524414358594703,0.5524414432964885,0.1844524439270433,0.18445244687156065,0.00026799062059287555,0.015920834654816345,0.015920880392382035,0.008799151360927291,0.008799174981413452,0.00190579690118962,328526,0.5581638574111052,0.5581620328343867,0.1870479561516244,0.18704721713149203,0.025959068133363135,0.02595674961300127,0.07394454295256019,0.07394180823935244,183854,completed
r1_hybrid_us_county_intervention_uscounty_graph_contiguous_confounding,r1_hybrid_us_county_intervention_uscounty_graph_contiguous_confounding,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/HybridExperiments_r1/r1_hybrid_us_county_intervention_uscounty_graph_contiguous_confounding,cv,alternating_uv_grid,alternating_uv_grid,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/HybridExperiments_r1/r1_hybrid_us_county_intervention_uscounty_graph_contiguous_confounding/cv_runs/alternating_uv_grid,alternating_uv_grid__candidate_0001,alternating_uv_grid_candidate_0001,0.5581941849504302,0.5581942538053052,0.18721656358211897,0.18721659081060185,0.0012488271796862655,0.011004858224705477,0.011004779646853053,0.012323606046401198,0.01232328329196571,0.002665781992110259,328526,0.5651282555700473,0.5650935635803144,0.19026337866377058,0.1902484717418304,0.015324024763445,0.015323378883402985,0.01182935916542474,0.011829837876411694,183854,completed
r1_hybrid_us_county_intervention_uscounty_graph_kernel_confounding,r1_hybrid_us_county_intervention_uscounty_graph_kernel_confounding,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/HybridExperiments_r1/r1_hybrid_us_county_intervention_uscounty_graph_kernel_confounding,cv,alternating_uv_grid,alternating_uv_grid,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/HybridExperiments_r1/r1_hybrid_us_county_intervention_uscounty_graph_kernel_confounding/cv_runs/alternating_uv_grid,alternating_uv_grid__candidate_0001,alternating_uv_grid_candidate_0001,0.5167754488591229,0.5167744781961074,0.16934050526211003,0.16934004442188993,0.002164656539841238,0.009114830322664845,0.00911496643663624,0.011691616493062952,0.011692706165042121,0.0025896162540330523,328526,0.5263216070555189,0.5264230944607615,0.17345169420310266,0.1734960266188217,0.012197833397334818,0.012205345597475492,0.00941847879295529,0.009435031871554474,183854,completed
