WeekEndDate,variable_code,county_count,eligible_count,have_count,do_not_have_count,missing_count,have_share,do_not_have_share,missing_share
2020-12-13,complete_cov_ge_40,3213,3213,0,3213,0,0.0,1.0,0.0
2020-12-20,complete_cov_ge_40,3213,3213,0,3213,0,0.0,1.0,0.0
2020-12-27,complete_cov_ge_40,3213,3213,0,3213,0,0.0,1.0,0.0
2021-01-03,complete_cov_ge_40,3213,3213,0,3213,0,0.0,1.0,0.0
2021-01-10,complete_cov_ge_40,3213,3213,0,3213,0,0.0,1.0,0.0
2021-01-17,complete_cov_ge_40,3213,3213,0,3213,0,0.0,1.0,0.0
2021-01-24,complete_cov_ge_40,3213,3213,0,3213,0,0.0,1.0,0.0
2021-01-31,complete_cov_ge_40,3213,3213,0,3213,0,0.0,1.0,0.0
2021-02-07,complete_cov_ge_40,3213,3213,0,3213,0,0.0,1.0,0.0
2021-02-14,complete_cov_ge_40,3213,3213,0,3213,0,0.0,1.0,0.0
2021-02-21,complete_cov_ge_40,3213,3213,0,3213,0,0.0,1.0,0.0
2021-02-28,complete_cov_ge_40,3213,3213,1,3212,0,0.0003112356053532524,0.9996887643946467,0.0
2021-03-07,complete_cov_ge_40,3213,3213,4,3209,0,0.0012449424214130097,0.998755057578587,0.0
2021-03-14,complete_cov_ge_40,3213,3213,5,3208,0,0.001556178026766262,0.9984438219732338,0.0
2021-03-21,complete_cov_ge_40,3213,3213,5,3208,0,0.001556178026766262,0.9984438219732338,0.0
2021-03-28,complete_cov_ge_40,3213,3213,12,3201,0,0.003734827264239029,0.996265172735761,0.0
2021-04-04,complete_cov_ge_40,3213,3213,17,3196,0,0.005291005291005291,0.9947089947089947,0.0
2021-04-11,complete_cov_ge_40,3213,3213,24,3189,0,0.007469654528478058,0.992530345471522,0.0
2021-04-18,complete_cov_ge_40,3213,3213,46,3167,0,0.014316837846249611,0.9856831621537504,0.0
2021-04-25,complete_cov_ge_40,3213,3213,77,3136,0,0.023965141612200435,0.9760348583877996,0.0
2021-05-02,complete_cov_ge_40,3213,3213,150,3063,0,0.04668534080298786,0.9533146591970122,0.0
2021-05-09,complete_cov_ge_40,3213,3213,243,2970,0,0.07563025210084033,0.9243697478991597,0.0
2021-05-16,complete_cov_ge_40,3213,3213,373,2840,0,0.11609088079676315,0.8839091192032369,0.0
2021-05-23,complete_cov_ge_40,3213,3213,497,2716,0,0.15468409586056645,0.8453159041394336,0.0
2021-05-30,complete_cov_ge_40,3213,3213,612,2601,0,0.19047619047619047,0.8095238095238095,0.0
2021-06-06,complete_cov_ge_40,3213,3213,690,2523,0,0.21475256769374415,0.7852474323062558,0.0
2021-06-13,complete_cov_ge_40,3213,3213,773,2440,0,0.2405851229380641,0.7594148770619359,0.0
2021-06-20,complete_cov_ge_40,3213,3213,856,2357,0,0.26641767818238404,0.733582321817616,0.0
2021-06-27,complete_cov_ge_40,3213,3213,920,2293,0,0.2863367569249922,0.7136632430750078,0.0
2021-07-04,complete_cov_ge_40,3213,3213,977,2236,0,0.3040771864301276,0.6959228135698724,0.0
2021-07-11,complete_cov_ge_40,3213,3213,1010,2203,0,0.31434796140678495,0.6856520385932151,0.0
2021-07-18,complete_cov_ge_40,3213,3213,1037,2176,0,0.32275132275132273,0.6772486772486772,0.0
2021-07-25,complete_cov_ge_40,3213,3213,1064,2149,0,0.3311546840958606,0.6688453159041394,0.0
2021-08-01,complete_cov_ge_40,3213,3213,1095,2118,0,0.3408029878618114,0.6591970121381886,0.0
2021-08-08,complete_cov_ge_40,3213,3213,1166,2047,0,0.3629007158418923,0.6370992841581077,0.0
2021-08-15,complete_cov_ge_40,3213,3213,1205,2008,0,0.3750389044506692,0.6249610955493309,0.0
2021-08-22,complete_cov_ge_40,3213,3213,1250,1963,0,0.38904450669156554,0.6109554933084345,0.0
2021-08-29,complete_cov_ge_40,3213,3213,1305,1908,0,0.4061624649859944,0.5938375350140056,0.0
2021-09-05,complete_cov_ge_40,3213,3213,1367,1846,0,0.42545907251789605,0.574540927482104,0.0
2021-09-12,complete_cov_ge_40,3213,3213,1436,1777,0,0.44693432928727045,0.5530656707127295,0.0
2021-09-19,complete_cov_ge_40,3213,3213,1554,1659,0,0.48366013071895425,0.5163398692810458,0.0
2021-09-26,complete_cov_ge_40,3213,3213,1695,1518,0,0.5275443510737629,0.47245564892623715,0.0
2021-10-03,complete_cov_ge_40,3213,3213,1749,1464,0,0.5443510737628384,0.4556489262371615,0.0
2021-10-10,complete_cov_ge_40,3213,3213,1811,1402,0,0.5636476812947401,0.43635231870525987,0.0
2021-10-17,complete_cov_ge_40,3213,3213,1842,1371,0,0.5732959850606909,0.42670401493930904,0.0
2021-10-24,complete_cov_ge_40,3213,3213,2023,1190,0,0.6296296296296297,0.37037037037037035,0.0
2021-10-31,complete_cov_ge_40,3213,3213,2079,1134,0,0.6470588235294118,0.35294117647058826,0.0
2021-11-07,complete_cov_ge_40,3213,3213,2107,1106,0,0.6557734204793029,0.3442265795206972,0.0
2021-11-14,complete_cov_ge_40,3213,3213,2134,1079,0,0.6641767818238407,0.33582321817615934,0.0
2021-11-21,complete_cov_ge_40,3213,3213,2163,1050,0,0.673202614379085,0.32679738562091504,0.0
2021-11-28,complete_cov_ge_40,3213,3213,2170,1043,0,0.6753812636165577,0.32461873638344224,0.0
2021-12-05,complete_cov_ge_40,3213,3213,2232,981,0,0.6946778711484594,0.30532212885154064,0.0
2021-12-12,complete_cov_ge_40,3213,3213,2302,911,0,0.7164643635231871,0.28353563647681296,0.0
2021-12-19,complete_cov_ge_40,3213,3213,2336,877,0,0.7270463741051977,0.2729536258948024,0.0
2021-12-26,complete_cov_ge_40,3213,3213,2363,850,0,0.7354497354497355,0.26455026455026454,0.0
2022-01-02,complete_cov_ge_40,3213,3213,2379,834,0,0.7404295051353875,0.25957049486461253,0.0
2022-01-09,complete_cov_ge_40,3213,3213,2408,805,0,0.7494553376906318,0.25054466230936817,0.0
2022-01-16,complete_cov_ge_40,3213,3213,2428,785,0,0.7556800497976969,0.24431995020230315,0.0
2022-01-23,complete_cov_ge_40,3213,3213,2546,667,0,0.7924058512293807,0.20759414877061935,0.0
2022-01-30,complete_cov_ge_40,3213,3213,2573,640,0,0.8008092125739185,0.19919078742608154,0.0
2022-02-06,complete_cov_ge_40,3213,3213,2585,628,0,0.8045440398381575,0.19545596016184252,0.0
2022-02-13,complete_cov_ge_40,3213,3213,2600,613,0,0.8092125739184562,0.19078742608154373,0.0
2022-02-20,complete_cov_ge_40,3213,3213,2617,596,0,0.8145035792094616,0.18549642079053844,0.0
2022-02-27,complete_cov_ge_40,3213,3213,2629,584,0,0.8182384064737006,0.18176159352629942,0.0
2022-03-06,complete_cov_ge_40,3213,3213,2638,575,0,0.8210395269218799,0.17896047307812013,0.0
2022-03-13,complete_cov_ge_40,3213,3213,2647,566,0,0.8238406473700591,0.17615935262994087,0.0
2022-03-20,complete_cov_ge_40,3213,3208,2668,540,5,0.8316708229426434,0.16832917705735662,0.001556178026766262
2022-03-27,complete_cov_ge_40,3213,3210,2667,543,3,0.8308411214953271,0.1691588785046729,0.0009337068160597573
2022-04-03,complete_cov_ge_40,3213,3210,2672,538,3,0.832398753894081,0.167601246105919,0.0009337068160597573
2022-04-10,complete_cov_ge_40,3213,3210,2677,533,3,0.8339563862928349,0.1660436137071651,0.0009337068160597573
2022-04-17,complete_cov_ge_40,3213,3210,2680,530,3,0.8348909657320872,0.16510903426791276,0.0009337068160597573
2022-04-24,complete_cov_ge_40,3213,3210,2686,524,3,0.8367601246105919,0.1632398753894081,0.0009337068160597573
2022-05-01,complete_cov_ge_40,3213,3210,2688,522,3,0.8373831775700935,0.16261682242990655,0.0009337068160597573
2022-05-08,complete_cov_ge_40,3213,3210,2694,516,3,0.8392523364485981,0.16074766355140188,0.0009337068160597573
2022-05-15,complete_cov_ge_40,3213,3210,2698,512,3,0.8404984423676013,0.15950155763239876,0.0009337068160597573
2020-01-26,death_rate_100k_ge_2,3213,3213,0,3213,0,0.0,1.0,0.0
2020-02-02,death_rate_100k_ge_2,3213,3213,0,3213,0,0.0,1.0,0.0
2020-02-09,death_rate_100k_ge_2,3213,3213,0,3213,0,0.0,1.0,0.0
2020-02-16,death_rate_100k_ge_2,3213,3213,0,3213,0,0.0,1.0,0.0
2020-02-23,death_rate_100k_ge_2,3213,3213,0,3213,0,0.0,1.0,0.0
2020-03-01,death_rate_100k_ge_2,3213,3213,0,3213,0,0.0,1.0,0.0
2020-03-08,death_rate_100k_ge_2,3213,3213,0,3213,0,0.0,1.0,0.0
2020-03-15,death_rate_100k_ge_2,3213,3213,1,3212,0,0.0003112356053532524,0.9996887643946467,0.0
2020-03-22,death_rate_100k_ge_2,3213,3213,15,3198,0,0.004668534080298786,0.9953314659197012,0.0
2020-03-29,death_rate_100k_ge_2,3213,3213,85,3128,0,0.026455026455026454,0.9735449735449735,0.0
2020-04-05,death_rate_100k_ge_2,3213,3213,286,2927,0,0.08901338313103019,0.9109866168689698,0.0
2020-04-12,death_rate_100k_ge_2,3213,3213,455,2758,0,0.14161220043572983,0.8583877995642701,0.0
2020-04-19,death_rate_100k_ge_2,3213,3213,534,2679,0,0.16619981325863678,0.8338001867413632,0.0
2020-04-26,death_rate_100k_ge_2,3213,3213,570,2643,0,0.17740429505135388,0.8225957049486461,0.0
2020-05-03,death_rate_100k_ge_2,3213,3213,553,2660,0,0.1721132897603486,0.8278867102396514,0.0
2020-05-10,death_rate_100k_ge_2,3213,3213,579,2634,0,0.18020541549953314,0.8197945845004668,0.0
2020-05-17,death_rate_100k_ge_2,3213,3213,577,2636,0,0.17958294428882665,0.8204170557111734,0.0
2020-05-24,death_rate_100k_ge_2,3213,3213,546,2667,0,0.16993464052287582,0.8300653594771242,0.0
2020-05-31,death_rate_100k_ge_2,3213,3213,540,2673,0,0.16806722689075632,0.8319327731092437,0.0
2020-06-07,death_rate_100k_ge_2,3213,3213,474,2739,0,0.14752567693744165,0.8524743230625583,0.0
2020-06-14,death_rate_100k_ge_2,3213,3213,446,2767,0,0.13881107998755057,0.8611889200124494,0.0
2020-06-21,death_rate_100k_ge_2,3213,3213,399,2814,0,0.12418300653594772,0.8758169934640523,0.0
2020-06-28,death_rate_100k_ge_2,3213,3213,416,2797,0,0.129474011826953,0.870525988173047,0.0
2020-07-05,death_rate_100k_ge_2,3213,3213,366,2847,0,0.11391223155929038,0.8860877684407096,0.0
2020-07-12,death_rate_100k_ge_2,3213,3213,495,2718,0,0.15406162464985995,0.84593837535014,0.0
2020-07-19,death_rate_100k_ge_2,3213,3213,523,2690,0,0.16277622159975103,0.837223778400249,0.0
2020-07-26,death_rate_100k_ge_2,3213,3213,666,2547,0,0.20728291316526612,0.7927170868347339,0.0
2020-08-02,death_rate_100k_ge_2,3213,3213,866,2347,0,0.2695300342359166,0.7304699657640834,0.0
2020-08-09,death_rate_100k_ge_2,3213,3213,819,2394,0,0.2549019607843137,0.7450980392156863,0.0
2020-08-16,death_rate_100k_ge_2,3213,3213,830,2383,0,0.2583255524431995,0.7416744475568005,0.0
2020-08-23,death_rate_100k_ge_2,3213,3213,875,2338,0,0.27233115468409586,0.7276688453159041,0.0
2020-08-30,death_rate_100k_ge_2,3213,3213,888,2325,0,0.27637721755368816,0.7236227824463118,0.0
2020-09-06,death_rate_100k_ge_2,3213,3213,816,2397,0,0.25396825396825395,0.746031746031746,0.0
2020-09-13,death_rate_100k_ge_2,3213,3213,788,2425,0,0.2452536570183629,0.7547463429816371,0.0
2020-09-20,death_rate_100k_ge_2,3213,3213,806,2407,0,0.25085589791472146,0.7491441020852786,0.0
2020-09-27,death_rate_100k_ge_2,3213,3213,854,2359,0,0.2657952069716776,0.7342047930283224,0.0
2020-10-04,death_rate_100k_ge_2,3213,3213,869,2344,0,0.27046374105197635,0.7295362589480237,0.0
2020-10-11,death_rate_100k_ge_2,3213,3213,851,2362,0,0.2648615001556178,0.7351384998443822,0.0
2020-10-18,death_rate_100k_ge_2,3213,3213,918,2295,0,0.2857142857142857,0.7142857142857143,0.0
2020-10-25,death_rate_100k_ge_2,3213,3213,1059,2154,0,0.3295985060690943,0.6704014939309056,0.0
2020-11-01,death_rate_100k_ge_2,3213,3213,1093,2120,0,0.3401805166511049,0.6598194833488951,0.0
2020-11-08,death_rate_100k_ge_2,3213,3213,1271,1942,0,0.3955804544039838,0.6044195455960162,0.0
2020-11-15,death_rate_100k_ge_2,3213,3213,1401,1812,0,0.43604108309990663,0.5639589169000934,0.0
2020-11-22,death_rate_100k_ge_2,3213,3213,1609,1604,0,0.5007780890133832,0.4992219109866169,0.0
2020-11-29,death_rate_100k_ge_2,3213,3213,1582,1631,0,0.4923747276688453,0.5076252723311547,0.0
2020-12-06,death_rate_100k_ge_2,3213,3213,1964,1249,0,0.6112667289137877,0.38873327108621225,0.0
2020-12-13,death_rate_100k_ge_2,3213,3213,2009,1204,0,0.6252723311546841,0.3747276688453159,0.0
2020-12-20,death_rate_100k_ge_2,3213,3213,2013,1200,0,0.6265172735760971,0.3734827264239029,0.0
2020-12-27,death_rate_100k_ge_2,3213,3213,1843,1370,0,0.5736072206660442,0.4263927793339558,0.0
2021-01-03,death_rate_100k_ge_2,3213,3213,1928,1285,0,0.6000622471210707,0.39993775287892935,0.0
2021-01-10,death_rate_100k_ge_2,3213,3213,2094,1119,0,0.6517273576097106,0.34827264239028943,0.0
2021-01-17,death_rate_100k_ge_2,3213,3213,2077,1136,0,0.6464363523187052,0.3535636476812947,0.0
2021-01-24,death_rate_100k_ge_2,3213,3213,2030,1183,0,0.6318082788671024,0.3681917211328976,0.0
2021-01-31,death_rate_100k_ge_2,3213,3213,1997,1216,0,0.621537503890445,0.37846249610955496,0.0
2021-02-07,death_rate_100k_ge_2,3213,3213,1950,1263,0,0.6069094304388422,0.3930905695611578,0.0
2021-02-14,death_rate_100k_ge_2,3213,3213,1802,1411,0,0.5608465608465608,0.43915343915343913,0.0
2021-02-21,death_rate_100k_ge_2,3213,3213,1513,1700,0,0.4708994708994709,0.5291005291005291,0.0
2021-02-28,death_rate_100k_ge_2,3213,3213,1558,1655,0,0.48490507314036724,0.5150949268596328,0.0
2021-03-07,death_rate_100k_ge_2,3213,3213,1460,1753,0,0.45440398381574854,0.5455960161842515,0.0
2021-03-14,death_rate_100k_ge_2,3213,3213,1257,1956,0,0.3912231559290383,0.6087768440709617,0.0
2021-03-21,death_rate_100k_ge_2,3213,3213,1023,2190,0,0.3183940242763772,0.6816059757236228,0.0
2021-03-28,death_rate_100k_ge_2,3213,3213,914,2299,0,0.2844693432928727,0.7155306567071273,0.0
2021-04-04,death_rate_100k_ge_2,3213,3213,804,2409,0,0.25023342670401494,0.7497665732959851,0.0
2021-04-11,death_rate_100k_ge_2,3213,3213,810,2403,0,0.25210084033613445,0.7478991596638656,0.0
2021-04-18,death_rate_100k_ge_2,3213,3213,801,2412,0,0.24929971988795518,0.7507002801120448,0.0
2021-04-25,death_rate_100k_ge_2,3213,3213,704,2509,0,0.2191098661686897,0.7808901338313103,0.0
2021-05-02,death_rate_100k_ge_2,3213,3213,671,2542,0,0.20883909119203237,0.7911609088079676,0.0
2021-05-09,death_rate_100k_ge_2,3213,3213,669,2544,0,0.20821661998132587,0.7917833800186741,0.0
2021-05-16,death_rate_100k_ge_2,3213,3213,626,2587,0,0.194833488951136,0.8051665110488639,0.0
2021-05-23,death_rate_100k_ge_2,3213,3213,598,2615,0,0.18611889200124493,0.813881107998755,0.0
2021-05-30,death_rate_100k_ge_2,3213,3213,728,2485,0,0.22657952069716775,0.7734204793028322,0.0
2021-06-06,death_rate_100k_ge_2,3213,3213,494,2719,0,0.1537503890445067,0.8462496109554933,0.0
2021-06-13,death_rate_100k_ge_2,3213,3213,502,2711,0,0.15624027388733272,0.8437597261126673,0.0
2021-06-20,death_rate_100k_ge_2,3213,3213,364,2849,0,0.11328976034858387,0.8867102396514162,0.0
2021-06-27,death_rate_100k_ge_2,3213,3213,333,2880,0,0.10364145658263306,0.896358543417367,0.0
2021-07-04,death_rate_100k_ge_2,3213,3213,307,2906,0,0.0955493308434485,0.9044506691565515,0.0
2021-07-11,death_rate_100k_ge_2,3213,3213,251,2962,0,0.07812013694366636,0.9218798630563336,0.0
2021-07-18,death_rate_100k_ge_2,3213,3213,321,2892,0,0.09990662931839403,0.900093370681606,0.0
2021-07-25,death_rate_100k_ge_2,3213,3213,348,2865,0,0.10830999066293184,0.8916900093370682,0.0
2021-08-01,death_rate_100k_ge_2,3213,3213,403,2810,0,0.12542794895736073,0.8745720510426392,0.0
2021-08-08,death_rate_100k_ge_2,3213,3213,567,2646,0,0.17647058823529413,0.8235294117647058,0.0
2021-08-15,death_rate_100k_ge_2,3213,3213,759,2454,0,0.23622782446311857,0.7637721755368814,0.0
2021-08-22,death_rate_100k_ge_2,3213,3213,975,2238,0,0.3034547152194211,0.6965452847805789,0.0
2021-08-29,death_rate_100k_ge_2,3213,3213,1176,2037,0,0.3660130718954248,0.6339869281045751,0.0
2021-09-05,death_rate_100k_ge_2,3213,3213,1316,1897,0,0.4095860566448802,0.5904139433551199,0.0
2021-09-12,death_rate_100k_ge_2,3213,3213,1425,1788,0,0.44351073762838467,0.5564892623716153,0.0
2021-09-19,death_rate_100k_ge_2,3213,3213,1712,1501,0,0.5328353563647681,0.46716464363523186,0.0
2021-09-26,death_rate_100k_ge_2,3213,3213,1783,1430,0,0.554933084344849,0.44506691565515094,0.0
2021-10-03,death_rate_100k_ge_2,3213,3213,1840,1373,0,0.5726735138499844,0.42732648615001556,0.0
2021-10-10,death_rate_100k_ge_2,3213,3213,1748,1465,0,0.5440398381574852,0.4559601618425148,0.0
2021-10-17,death_rate_100k_ge_2,3213,3213,1707,1506,0,0.5312791783380019,0.46872082166199813,0.0
2021-10-24,death_rate_100k_ge_2,3213,3213,1703,1510,0,0.5300342359165888,0.4699657640834111,0.0
2021-10-31,death_rate_100k_ge_2,3213,3213,1659,1554,0,0.5163398692810458,0.48366013071895425,0.0
2021-11-07,death_rate_100k_ge_2,3213,3213,1493,1720,0,0.46467475879240583,0.5353252412075942,0.0
2021-11-14,death_rate_100k_ge_2,3213,3213,1424,1789,0,0.44319950202303143,0.5568004979769685,0.0
2021-11-21,death_rate_100k_ge_2,3213,3213,1440,1773,0,0.4481792717086835,0.5518207282913166,0.0
2021-11-28,death_rate_100k_ge_2,3213,3213,1057,2156,0,0.3289760348583878,0.6710239651416122,0.0
2021-12-05,death_rate_100k_ge_2,3213,3213,1505,1708,0,0.4684095860566449,0.5315904139433552,0.0
2021-12-12,death_rate_100k_ge_2,3213,3213,1487,1726,0,0.4628073451602863,0.5371926548397137,0.0
2021-12-19,death_rate_100k_ge_2,3213,3213,1453,1760,0,0.45222533457827574,0.5477746654217243,0.0
2021-12-26,death_rate_100k_ge_2,3213,3213,1341,1872,0,0.4173669467787115,0.5826330532212886,0.0
2022-01-02,death_rate_100k_ge_2,3213,3213,1358,1855,0,0.4226579520697168,0.5773420479302832,0.0
2022-01-09,death_rate_100k_ge_2,3213,3213,1560,1653,0,0.48552754435107376,0.5144724556489262,0.0
2022-01-16,death_rate_100k_ge_2,3213,3213,1619,1594,0,0.5038904450669156,0.49610955493308434,0.0
2022-01-23,death_rate_100k_ge_2,3213,3213,1681,1532,0,0.5231870525988173,0.4768129474011827,0.0
2022-01-30,death_rate_100k_ge_2,3213,3213,1865,1348,0,0.5804544039838158,0.41954559601618424,0.0
2022-02-06,death_rate_100k_ge_2,3213,3213,2019,1194,0,0.6283846872082166,0.3716153127917834,0.0
2022-02-13,death_rate_100k_ge_2,3213,3213,2041,1172,0,0.6352318705259882,0.3647681294740118,0.0
2022-02-20,death_rate_100k_ge_2,3213,3213,2004,1209,0,0.6237161531279178,0.37628384687208216,0.0
2022-02-27,death_rate_100k_ge_2,3213,3213,1853,1360,0,0.5767195767195767,0.42328042328042326,0.0
2022-03-06,death_rate_100k_ge_2,3213,3213,1684,1529,0,0.524120759414877,0.47587924058512293,0.0
2022-03-13,death_rate_100k_ge_2,3213,3213,1431,1782,0,0.44537815126050423,0.5546218487394958,0.0
2022-03-20,death_rate_100k_ge_2,3213,3213,1318,1895,0,0.4102085278555867,0.5897914721444133,0.0
2022-03-27,death_rate_100k_ge_2,3213,3213,1084,2129,0,0.3373793962029256,0.6626206037970744,0.0
2022-04-03,death_rate_100k_ge_2,3213,3213,876,2337,0,0.2726423902894491,0.7273576097105509,0.0
2022-04-10,death_rate_100k_ge_2,3213,3213,640,2573,0,0.19919078742608154,0.8008092125739185,0.0
2022-04-17,death_rate_100k_ge_2,3213,3213,640,2573,0,0.19919078742608154,0.8008092125739185,0.0
2022-04-24,death_rate_100k_ge_2,3213,3213,461,2752,0,0.14347961406784937,0.8565203859321506,0.0
2022-05-01,death_rate_100k_ge_2,3213,3213,414,2799,0,0.12885154061624648,0.8711484593837535,0.0
2022-05-08,death_rate_100k_ge_2,3213,3213,612,2601,0,0.19047619047619047,0.8095238095238095,0.0
2022-05-15,death_rate_100k_ge_2,3213,3213,359,2854,0,0.11173358232181761,0.8882664176781824,0.0
