WeekEndDate,variable_code,county_count,eligible_count,have_count,do_not_have_count,missing_count,have_share,do_not_have_share,missing_share
2021-06-20,complete_cov_ge_30,3213,3213,1798,1415,0,0.5596016184251479,0.44039838157485217,0.0
2021-06-27,complete_cov_ge_30,3213,3213,1857,1356,0,0.5779645191409897,0.42203548085901027,0.0
2021-07-04,complete_cov_ge_30,3213,3213,1897,1316,0,0.5904139433551199,0.4095860566448802,0.0
2021-07-11,complete_cov_ge_30,3213,3213,1934,1279,0,0.6019296607531902,0.39807033924680985,0.0
2021-07-18,complete_cov_ge_30,3213,3213,1972,1241,0,0.6137566137566137,0.3862433862433862,0.0
2021-07-25,complete_cov_ge_30,3213,3213,2005,1208,0,0.6240273887332711,0.37597261126672893,0.0
2021-08-01,complete_cov_ge_30,3213,3213,2042,1171,0,0.6355431061313415,0.3644568938686586,0.0
2021-08-08,complete_cov_ge_30,3213,3213,2114,1099,0,0.6579520697167756,0.3420479302832244,0.0
2021-08-15,complete_cov_ge_30,3213,3213,2150,1063,0,0.6691565515094927,0.33084344849050734,0.0
2021-08-22,complete_cov_ge_30,3213,3213,2211,1002,0,0.6881419234360411,0.3118580765639589,0.0
2021-08-29,complete_cov_ge_30,3213,3213,2273,940,0,0.7074385309679427,0.29256146903205726,0.0
2021-09-05,complete_cov_ge_30,3213,3213,2327,886,0,0.7242452536570184,0.27575474634298164,0.0
2021-09-12,complete_cov_ge_30,3213,3213,2373,840,0,0.738562091503268,0.26143790849673204,0.0
2021-09-19,complete_cov_ge_30,3213,3213,2450,763,0,0.7625272331154684,0.2374727668845316,0.0
2021-09-26,complete_cov_ge_30,3213,3213,2582,631,0,0.8036103330220977,0.19638966697790228,0.0
2021-10-03,complete_cov_ge_30,3213,3213,2596,617,0,0.8079676314970433,0.19203236850295674,0.0
2021-10-10,complete_cov_ge_30,3213,3213,2614,599,0,0.8135698723934018,0.1864301276065982,0.0
2021-10-17,complete_cov_ge_30,3213,3213,2631,582,0,0.8188608776844071,0.1811391223155929,0.0
2021-10-24,complete_cov_ge_30,3213,3213,2898,315,0,0.9019607843137255,0.09803921568627451,0.0
2021-10-31,complete_cov_ge_30,3213,3213,2911,302,0,0.9060068471833178,0.09399315281668223,0.0
2021-11-07,complete_cov_ge_30,3213,3213,2918,295,0,0.9081854964207905,0.09181450357920946,0.0
2021-11-14,complete_cov_ge_30,3213,3213,2929,284,0,0.9116090880796763,0.08839091192032368,0.0
2021-11-21,complete_cov_ge_30,3213,3213,2936,277,0,0.9137877373171491,0.08621226268285091,0.0
2021-11-28,complete_cov_ge_30,3213,3213,2938,275,0,0.9144102085278556,0.08558979147214442,0.0
2021-12-05,complete_cov_ge_30,3213,3213,2953,260,0,0.9190787426081544,0.08092125739184562,0.0
2021-12-12,complete_cov_ge_30,3213,3213,2983,230,0,0.9284158107687519,0.07158418923124805,0.0
2021-12-19,complete_cov_ge_30,3213,3213,2979,234,0,0.927170868347339,0.07282913165266107,0.0
2021-12-26,complete_cov_ge_30,3213,3213,2986,227,0,0.9293495175848117,0.0706504824151883,0.0
2022-01-02,complete_cov_ge_30,3213,3213,2991,222,0,0.930905695611578,0.06909430438842204,0.0
2022-01-09,complete_cov_ge_30,3213,3213,2994,219,0,0.9318394024276377,0.06816059757236227,0.0
2022-01-16,complete_cov_ge_30,3213,3213,3000,213,0,0.9337068160597572,0.06629318394024276,0.0
2022-01-23,complete_cov_ge_30,3213,3213,3120,93,0,0.9710550887021475,0.028944911297852476,0.0
2022-01-30,complete_cov_ge_30,3213,3213,3125,88,0,0.9726112667289137,0.02738873327108621,0.0
2022-02-06,complete_cov_ge_30,3213,3213,3126,87,0,0.972922502334267,0.02707749766573296,0.0
2022-02-13,complete_cov_ge_30,3213,3213,3127,86,0,0.9732337379396203,0.026766262060379707,0.0
2022-02-20,complete_cov_ge_30,3213,3213,3130,83,0,0.9741674447556801,0.02583255524431995,0.0
2022-02-27,complete_cov_ge_30,3213,3213,3130,83,0,0.9741674447556801,0.02583255524431995,0.0
2022-03-06,complete_cov_ge_30,3213,3213,3131,82,0,0.9744786803610334,0.025521319638966696,0.0
2022-03-13,complete_cov_ge_30,3213,3213,3131,82,0,0.9744786803610334,0.025521319638966696,0.0
2022-03-20,complete_cov_ge_30,3213,3208,3149,59,5,0.9816084788029925,0.01839152119700748,0.001556178026766262
2022-03-27,complete_cov_ge_30,3213,3210,3150,60,3,0.9813084112149533,0.018691588785046728,0.0009337068160597573
2022-04-03,complete_cov_ge_30,3213,3210,3151,59,3,0.981619937694704,0.01838006230529595,0.0009337068160597573
2022-04-10,complete_cov_ge_30,3213,3210,3153,57,3,0.9822429906542056,0.017757009345794394,0.0009337068160597573
2022-04-17,complete_cov_ge_30,3213,3210,3153,57,3,0.9822429906542056,0.017757009345794394,0.0009337068160597573
2022-04-24,complete_cov_ge_30,3213,3210,3153,57,3,0.9822429906542056,0.017757009345794394,0.0009337068160597573
2022-05-01,complete_cov_ge_30,3213,3210,3154,56,3,0.9825545171339564,0.017445482866043614,0.0009337068160597573
2022-05-08,complete_cov_ge_30,3213,3210,3154,56,3,0.9825545171339564,0.017445482866043614,0.0009337068160597573
2022-05-15,complete_cov_ge_30,3213,3210,3154,56,3,0.9825545171339564,0.017445482866043614,0.0009337068160597573
2020-01-26,complete_cov_ge_40,3213,3213,0,3213,0,0.0,1.0,0.0
2020-02-02,complete_cov_ge_40,3213,3213,0,3213,0,0.0,1.0,0.0
2020-02-09,complete_cov_ge_40,3213,3213,0,3213,0,0.0,1.0,0.0
2020-02-16,complete_cov_ge_40,3213,3213,0,3213,0,0.0,1.0,0.0
2020-02-23,complete_cov_ge_40,3213,3213,0,3213,0,0.0,1.0,0.0
2020-03-01,complete_cov_ge_40,3213,3213,0,3213,0,0.0,1.0,0.0
2020-03-08,complete_cov_ge_40,3213,3213,0,3213,0,0.0,1.0,0.0
2020-03-15,complete_cov_ge_40,3213,3213,0,3213,0,0.0,1.0,0.0
2020-03-22,complete_cov_ge_40,3213,3213,0,3213,0,0.0,1.0,0.0
2020-03-29,complete_cov_ge_40,3213,3213,0,3213,0,0.0,1.0,0.0
2020-04-05,complete_cov_ge_40,3213,3213,0,3213,0,0.0,1.0,0.0
2020-04-12,complete_cov_ge_40,3213,3213,0,3213,0,0.0,1.0,0.0
2020-04-19,complete_cov_ge_40,3213,3213,0,3213,0,0.0,1.0,0.0
2020-04-26,complete_cov_ge_40,3213,3213,0,3213,0,0.0,1.0,0.0
2020-05-03,complete_cov_ge_40,3213,3213,0,3213,0,0.0,1.0,0.0
2020-05-10,complete_cov_ge_40,3213,3213,0,3213,0,0.0,1.0,0.0
2020-05-17,complete_cov_ge_40,3213,3213,0,3213,0,0.0,1.0,0.0
2020-05-24,complete_cov_ge_40,3213,3213,0,3213,0,0.0,1.0,0.0
2020-05-31,complete_cov_ge_40,3213,3213,0,3213,0,0.0,1.0,0.0
2020-06-07,complete_cov_ge_40,3213,3213,0,3213,0,0.0,1.0,0.0
2020-06-14,complete_cov_ge_40,3213,3213,0,3213,0,0.0,1.0,0.0
2020-06-21,complete_cov_ge_40,3213,3213,0,3213,0,0.0,1.0,0.0
2020-06-28,complete_cov_ge_40,3213,3213,0,3213,0,0.0,1.0,0.0
2020-07-05,complete_cov_ge_40,3213,3213,0,3213,0,0.0,1.0,0.0
2020-07-12,complete_cov_ge_40,3213,3213,0,3213,0,0.0,1.0,0.0
2020-07-19,complete_cov_ge_40,3213,3213,0,3213,0,0.0,1.0,0.0
2020-07-26,complete_cov_ge_40,3213,3213,0,3213,0,0.0,1.0,0.0
2020-08-02,complete_cov_ge_40,3213,3213,0,3213,0,0.0,1.0,0.0
2020-08-09,complete_cov_ge_40,3213,3213,0,3213,0,0.0,1.0,0.0
2020-08-16,complete_cov_ge_40,3213,3213,0,3213,0,0.0,1.0,0.0
2020-08-23,complete_cov_ge_40,3213,3213,0,3213,0,0.0,1.0,0.0
2020-08-30,complete_cov_ge_40,3213,3213,0,3213,0,0.0,1.0,0.0
2020-09-06,complete_cov_ge_40,3213,3213,0,3213,0,0.0,1.0,0.0
2020-09-13,complete_cov_ge_40,3213,3213,0,3213,0,0.0,1.0,0.0
2020-09-20,complete_cov_ge_40,3213,3213,0,3213,0,0.0,1.0,0.0
2020-09-27,complete_cov_ge_40,3213,3213,0,3213,0,0.0,1.0,0.0
2020-10-04,complete_cov_ge_40,3213,3213,0,3213,0,0.0,1.0,0.0
2020-10-11,complete_cov_ge_40,3213,3213,0,3213,0,0.0,1.0,0.0
2020-10-18,complete_cov_ge_40,3213,3213,0,3213,0,0.0,1.0,0.0
2020-10-25,complete_cov_ge_40,3213,3213,0,3213,0,0.0,1.0,0.0
2020-11-01,complete_cov_ge_40,3213,3213,0,3213,0,0.0,1.0,0.0
2020-11-08,complete_cov_ge_40,3213,3213,0,3213,0,0.0,1.0,0.0
2020-11-15,complete_cov_ge_40,3213,3213,0,3213,0,0.0,1.0,0.0
2020-11-22,complete_cov_ge_40,3213,3213,0,3213,0,0.0,1.0,0.0
2020-11-29,complete_cov_ge_40,3213,3213,0,3213,0,0.0,1.0,0.0
2020-12-06,complete_cov_ge_40,3213,3213,0,3213,0,0.0,1.0,0.0
