time_index,observed_value,sample_mean,sample_std,abs_error,squared_error,q025,q500,q975,in_95_interval,num_finite_samples
0,-1.0,-0.8883543463835435,0.006977352635969837,0.11164565361645651,0.012464751971445788,-0.8984737889847378,-0.8878566688785667,-0.8784007962840079,False,16
1,-0.9993364299933643,-0.8839996682149966,0.00698806779862145,0.1153367617783676,0.013302568617519918,-0.8933311214333113,-0.8832116788321167,-0.8718480424684805,False,16
2,-0.9900464499004645,-0.8747511612475116,0.008138882927694832,0.11529528865295291,0.013293003585567733,-0.8891008626410086,-0.8732581287325814,-0.8593231585932315,False,16
3,-0.9435965494359655,-0.8419459190444591,0.005940799027206285,0.10165063039150635,0.010332850658990634,-0.8508626410086264,-0.8404114134041141,-0.8340245520902455,False,16
4,-0.8102189781021898,-0.7363968148639681,0.010141175657317815,0.07382216323822166,0.005449711785170646,-0.7493364299933644,-0.7375580623755806,-0.7142501658925017,False,16
5,-0.6980756469807564,-0.6429163901791639,0.010890624784610045,0.055159256801592504,0.003042543610904029,-0.6601692103516922,-0.6456536164565361,-0.6240046449900465,False,16
6,-0.6456536164565362,-0.5983327803583278,0.015306617596153885,0.04732083609820836,0.0022392615290334995,-0.624834107498341,-0.595222295952223,-0.5778865295288653,False,16
7,-0.621765096217651,-0.5863885202388852,0.014050455886268198,0.035376575978765756,0.0012515021279813864,-0.6086595885865959,-0.5856005308560053,-0.5603848706038487,False,16
8,-0.6330457863304578,-0.5905358327803583,0.009860404554717098,0.042509953550099566,0.0018070961508316228,-0.6079130723291307,-0.5902455209024552,-0.5727438619774385,False,16
9,-0.6164565361645654,-0.5758958195089583,0.012338376790060232,0.04056071665560712,0.0016451717356164449,-0.598623092236231,-0.5753151957531519,-0.5565693430656935,False,16
10,-0.617120106171201,-0.5861396814863968,0.012666017436456586,0.03098042468480422,0.0009597867136508266,-0.6137193098871931,-0.583941605839416,-0.5698407431984074,False,16
11,-0.6376907763769077,-0.6022312541473126,0.008930407238472313,0.03545952222959514,0.001257377716751152,-0.6187790311877903,-0.6005308560053086,-0.5871765096217652,False,16
12,-0.641672196416722,-0.6040975447909754,0.010491635160741114,0.03757465162574658,0.0014118544447962202,-0.6235899137358991,-0.6021897810218978,-0.5899137358991373,False,16
13,-0.6854678168546782,-0.6396814863968148,0.015164425855376829,0.0457863304578634,0.0020963880567966696,-0.6678832116788321,-0.635036496350365,-0.6178666224286662,False,16
14,-0.7040477770404777,-0.6540726609157266,0.010174279904939536,0.04997511612475114,0.0024975122316823616,-0.6735235567352356,-0.6516257465162574,-0.64042800265428,False,16
15,-0.7352355673523556,-0.6884124087591241,0.008961170676150066,0.046823158593231495,0.0021924081806469083,-0.7007299270072993,-0.6897810218978102,-0.6741871267418713,False,16
16,-0.7259455872594559,-0.6752654280026542,0.011189753594461328,0.05068015925680169,0.0025684785422947823,-0.6977438619774387,-0.672528201725282,-0.661579296615793,False,16
17,-0.7584605175846052,-0.6981585932315859,0.009091983695974684,0.06030192435301929,0.0036363220806772604,-0.7135036496350365,-0.7007299270072993,-0.6839747843397478,False,16
18,-0.6721964167219642,-0.6207697412076973,0.010870706652558645,0.05142667551426683,0.0026447029544496912,-0.641506303915063,-0.6197743861977438,-0.6056735235567352,False,16
