experiment_name,descriptor,variant_name,variant_slug,optimizer_mode,field_mode,latent_rank,lambda_nuclear,lambda_frobenius,lambda_uv_ridge,fixed_scalar_params,ranking_mode,rank_in_experiment,is_best,total_recovery_rmse,final_loss,field_rmse,interaction_fro_error,optimizer_status,beta_estimate,xi_estimate,eta_estimate,estimated_field_max_abs_entry,estimated_field_rank,estimated_field_frobenius_norm,estimated_field_nuclear_norm,estimated_singular_value_count,estimated_u_frobenius_norm,estimated_v_frobenius_norm,estimated_sv_1,estimated_sv_2,estimated_sv_3,estimated_sv_4,estimated_sv_5
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2020_09_06,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2020_09_06,alternating_rank_8_uv_5_e4_beta_mask,alternating_rank_8_uv_5_e4_beta_mask,alternating_latent_rank,,8,0.0,0.0,0.0005,{},final_loss_only,1,True,,0.3865730869709587,,,CONVERGED: alternating objective tolerance reached,-0.021155999419713502,1.09548006964948,-0.04831602093999241,62.44507026166236,8,1585.0215864985753,4194.70565205127,8,2.8284271247461903,2.8284271247461903,846.2182077074078,803.8644488178975,549.3432934900177,538.4101324834924,455.5832443612206
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2020_09_06,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2020_09_06,alternating_rank_8_uv_1_e3_beta_mask,alternating_rank_8_uv_1_e3_beta_mask,alternating_latent_rank,,8,0.0,0.0,0.001,{},final_loss_only,2,False,,0.3889984514219368,,,CONVERGED: alternating objective tolerance reached,-0.024841025078582792,1.0815137436243867,-0.05929796608496341,43.65751777957794,8,1187.886795606676,3155.6062984696455,8,2.8284271247461903,2.8284271247461903,643.7522748947215,567.2255530270611,422.7873874526969,401.1263643265126,348.46944359680214
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2020_09_06,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2020_09_06,alternating_rank_8_uv_5_e3_beta_mask,alternating_rank_8_uv_5_e3_beta_mask,alternating_latent_rank,,8,0.0,0.0,0.005,{},final_loss_only,3,False,,0.3954800374786676,,,CONVERGED: alternating objective tolerance reached,-0.045796332281591225,1.081185561661508,-0.07748940523218562,16.51068057244556,8,674.8928404297063,1743.1828187160222,8,2.8284271247461903,2.8284271247461903,424.33978798309397,329.79583838518715,205.04096211834636,182.54162299587864,171.17550058409896
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2020_09_06,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2020_09_06,alternating_rank_8_uv_1_e2_beta_mask,alternating_rank_8_uv_1_e2_beta_mask,alternating_latent_rank,,8,0.0,0.0,0.01,{},final_loss_only,4,False,,0.39849949401453927,,,CONVERGED: alternating objective tolerance reached,-0.04644395495093496,1.142441357953884,-0.06570099764529173,10.765751583680496,8,570.916606989504,1457.2086316348448,8,2.8284271247461903,2.8284271247461903,361.44897399997217,292.76616807210405,159.53939794342426,154.33232854871025,133.94787976082708
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2020_09_06,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2020_09_06,alternating_rank_8_uv_5_e2_beta_mask,alternating_rank_8_uv_5_e2_beta_mask,alternating_latent_rank,,8,0.0,0.0,0.05,{},final_loss_only,5,False,,0.41210592797438855,,,CONVERGED: alternating objective tolerance reached,-0.03408045760792431,1.4390237417617855,0.01728781655834221,3.525388598440986,8,371.0320889051772,926.8671822983388,8,2.8284271247461903,2.8284271247461903,244.94636606576586,191.98188329811452,97.07835900291688,93.96311394242213,84.81307392784876
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2020_09_06,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2020_09_06,alternating_rank_8_uv_1_e1_beta_mask,alternating_rank_8_uv_1_e1_beta_mask,alternating_latent_rank,,8,0.0,0.0,0.1,{},final_loss_only,6,False,,0.4239752481406979,,,CONVERGED: alternating objective tolerance reached,-0.024193048644065986,1.5839718577063087,0.08806244117583834,2.468066354962313,8,287.8748338570025,708.2572128678673,8,2.8284271247461903,2.8284271247461903,199.84021586063477,142.58120022093883,70.84348660944431,68.41438824992588,62.84184267637396
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2020_09_06,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2020_09_06,alternating_rank_5_uv_5_e4_beta_mask,alternating_rank_5_uv_5_e4_beta_mask,alternating_latent_rank,,5,0.0,0.0,0.0005,{},final_loss_only,7,False,,0.4249771396968867,,,CONVERGED: alternating objective tolerance reached,0.02348735669282013,1.2097632187967553,0.022516406896626165,71.60853296079313,5,1178.7650655603761,2498.54819937352,5,2.23606797749979,2.23606797749979,745.9300983297892,585.0367311516419,513.7013121378783,407.99182817289284,245.8882295813134
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2020_09_06,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2020_09_06,alternating_rank_5_uv_1_e3_beta_mask,alternating_rank_5_uv_1_e3_beta_mask,alternating_latent_rank,,5,0.0,0.0,0.001,{},final_loss_only,8,False,,0.42676976128103333,,,CONVERGED: alternating objective tolerance reached,0.026953602066428,1.2075998410526856,0.016175615799872978,54.36047240270742,5,884.5874506401711,1851.191911914722,5,2.23606797749979,2.23606797749979,598.7148238650975,435.1851893793885,361.4581354771124,235.16860287835792,220.66516031476115
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2020_09_06,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2020_09_06,alternating_rank_5_uv_5_e3_beta_mask,alternating_rank_5_uv_5_e3_beta_mask,alternating_latent_rank,,5,0.0,0.0,0.005,{},final_loss_only,9,False,,0.4303981084864865,,,CONVERGED: alternating objective tolerance reached,0.01920760793782196,1.1877320311390216,0.003429299824047453,8.746754910678549,5,511.22288388679766,1059.6011738404547,5,2.23606797749979,2.23606797749979,354.34054308924283,267.5801951388703,159.7069943751249,144.0618872776023,133.91155395961076
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2020_09_06,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2020_09_06,alternating_rank_5_uv_1_e2_beta_mask,alternating_rank_5_uv_1_e2_beta_mask,alternating_latent_rank,,5,0.0,0.0,0.01,{},final_loss_only,10,False,,0.4317156601645589,,,CONVERGED: alternating objective tolerance reached,0.010259867011224598,1.2368084677634528,0.01323827008171035,5.8061022213081275,5,453.39645103656636,937.5307807550557,5,2.23606797749979,2.23606797749979,312.3233208823946,243.47673502463826,136.55280862548767,126.99291668098016,118.18499954155139
