experiment_name,experiment_path,intervention_name,intervention_slug,source_kind,N,T,s,output_path,activation_scope,unit_index,start_step
synthetic_latent_rank_10,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticHybridExperiments/synthetic_latent_rank_10,observed_experiment,observed_experiment,observed_experiment,1000,100,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticHybridExperiments/synthetic_latent_rank_10/intervention_library/observed_experiment,,,
synthetic_latent_rank_10,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticHybridExperiments/synthetic_latent_rank_10,all_ones,all_ones,full_on,1000,100,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticHybridExperiments/synthetic_latent_rank_10/intervention_library/all_ones,all_time,,
synthetic_latent_rank_10,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticHybridExperiments/synthetic_latent_rank_10,all_zeros,all_zeros,full_on,1000,100,120,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticHybridExperiments/synthetic_latent_rank_10/intervention_library/all_zeros,no_time,,
synthetic_node_bias_drift,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticHybridExperiments/synthetic_node_bias_drift,observed_experiment,observed_experiment,observed_experiment,1000,100,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticHybridExperiments/synthetic_node_bias_drift/intervention_library/observed_experiment,,,
synthetic_node_bias_drift,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticHybridExperiments/synthetic_node_bias_drift,all_ones,all_ones,full_on,1000,100,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticHybridExperiments/synthetic_node_bias_drift/intervention_library/all_ones,all_time,,
synthetic_node_bias_drift,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticHybridExperiments/synthetic_node_bias_drift,all_zeros,all_zeros,full_on,1000,100,120,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticHybridExperiments/synthetic_node_bias_drift/intervention_library/all_zeros,no_time,,
hybrid_us_county_intervention_uscounty_graph_rank_20,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticHybridExperiments/hybrid_us_county_intervention_uscounty_graph_rank_20,observed_experiment,observed_experiment,observed_experiment,3009,120,55,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticHybridExperiments/hybrid_us_county_intervention_uscounty_graph_rank_20/intervention_library/observed_experiment,,,
hybrid_us_county_intervention_uscounty_graph_rank_20,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticHybridExperiments/hybrid_us_county_intervention_uscounty_graph_rank_20,all_ones,all_ones,full_on,3009,120,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticHybridExperiments/hybrid_us_county_intervention_uscounty_graph_rank_20/intervention_library/all_ones,all_time,,
hybrid_us_county_intervention_uscounty_graph_rank_20,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticHybridExperiments/hybrid_us_county_intervention_uscounty_graph_rank_20,all_zeros,all_zeros,full_on,3009,120,120,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticHybridExperiments/hybrid_us_county_intervention_uscounty_graph_rank_20/intervention_library/all_zeros,no_time,,
