experiment_name,descriptor,variant_name,variant_slug,optimizer_mode,field_mode,latent_rank,lambda_nuclear,lambda_frobenius,lambda_uv_ridge,fixed_scalar_params,ranking_mode,rank_in_experiment,is_best,total_recovery_rmse,final_loss,field_rmse,interaction_fro_error,optimizer_status,beta_estimate,xi_estimate,eta_estimate,estimated_field_max_abs_entry,estimated_field_rank,estimated_field_frobenius_norm,estimated_field_nuclear_norm,estimated_singular_value_count,estimated_u_frobenius_norm,estimated_v_frobenius_norm,estimated_sv_1,estimated_sv_2,estimated_sv_3,estimated_sv_4,estimated_sv_5
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,alternating_rank_8_uv_5_e4_beta_mask,alternating_rank_8_uv_5_e4_beta_mask,alternating_latent_rank,,8,0.0,0.0,0.0005,{},final_loss_only,1,True,,0.36270054207703484,,,CONVERGED: alternating objective tolerance reached,-0.026894361173337825,0.9433422306864708,-0.02728964360704514,71.65600993927573,8,1629.6123576751404,4094.017221431577,8,2.8284271247461903,2.8284271247461903,1098.6787912133439,654.5717344472145,571.3546799279814,528.6040130169116,423.5939649517658
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,alternating_rank_8_uv_1_e3_beta_mask,alternating_rank_8_uv_1_e3_beta_mask,alternating_latent_rank,,8,0.0,0.0,0.001,{},final_loss_only,2,False,,0.3643258112895495,,,CONVERGED: alternating objective tolerance reached,-0.030461268975645935,0.9518461266801915,-0.025885254693024454,47.37614873022788,8,1275.0840546169338,3214.254883424441,8,2.8284271247461903,2.8284271247461903,866.388354859667,518.2208533214855,432.01493910546134,395.07699725589293,324.41498568049747
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,alternating_rank_8_uv_5_e3_beta_mask,alternating_rank_8_uv_5_e3_beta_mask,alternating_latent_rank,,8,0.0,0.0,0.005,{},final_loss_only,3,False,,0.3694987442810836,,,CONVERGED: alternating objective tolerance reached,-0.04275370495476033,0.9931047137449863,-0.031101884955715906,9.37905266923205,8,763.319166091378,1871.1580227969885,8,2.8284271247461903,2.8284271247461903,551.8137698420461,316.401544306039,249.88578700840293,182.70714530354977,165.5361465633961
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,alternating_rank_8_uv_1_e2_beta_mask,alternating_rank_8_uv_1_e2_beta_mask,alternating_latent_rank,,8,0.0,0.0,0.01,{},final_loss_only,4,False,,0.37210725634987873,,,CONVERGED: alternating objective tolerance reached,-0.0433023247287612,1.0657402613709972,-0.01532741541402081,6.564911551107647,8,638.5374899024915,1575.2128553498396,8,2.8284271247461903,2.8284271247461903,452.9901257496315,280.92239163329174,199.6153467524963,155.35512981178667,138.5496285080507
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,alternating_rank_8_uv_5_e2_beta_mask,alternating_rank_8_uv_5_e2_beta_mask,alternating_latent_rank,,8,0.0,0.0,0.05,{},final_loss_only,5,False,,0.3849891040430395,,,CONVERGED: alternating objective tolerance reached,-0.029200902945725807,1.3587077640522802,0.06168236997512835,3.129956382341978,8,388.70298916219923,964.6493128491535,8,2.8284271247461903,2.8284271247461903,267.458422796522,186.9565308432282,110.88211923251554,94.40212474934884,86.33491676083231
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,alternating_rank_5_uv_5_e4_beta_mask,alternating_rank_5_uv_5_e4_beta_mask,alternating_latent_rank,,5,0.0,0.0,0.0005,{},final_loss_only,6,False,,0.3938456337607154,,,CONVERGED: alternating objective tolerance reached,-0.015117241063455569,1.0560206383653596,0.04480251633790823,75.13692436470124,5,1106.174927740658,2201.3424636026807,5,2.23606797749979,2.23606797749979,788.3713461979713,611.0121190769665,356.1869313836547,258.46892033368016,187.3031466104028
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,alternating_rank_5_uv_1_e3_beta_mask,alternating_rank_5_uv_1_e3_beta_mask,alternating_latent_rank,,5,0.0,0.0,0.001,{},final_loss_only,7,False,,0.39445503466331444,,,CONVERGED: alternating objective tolerance reached,-0.018714553041471668,1.0577262533000735,0.045537157857597994,50.43908467536834,5,904.6962538760716,1829.3658509226395,5,2.23606797749979,2.23606797749979,658.0060124466628,452.88762192960945,304.32791365777337,238.87600675740313,175.2682961311862
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,alternating_rank_8_uv_1_e1_beta_mask,alternating_rank_8_uv_1_e1_beta_mask,alternating_latent_rank,,8,0.0,0.0,0.1,{},final_loss_only,8,False,,0.3955034429726143,,,CONVERGED: alternating objective tolerance reached,-0.02272338940997062,1.4877611483415698,0.14947143210706193,2.362287395086731,8,289.35991371835325,716.255090672823,8,2.8284271247461903,2.8284271247461903,204.5324362573162,131.73451249360016,80.1156790710092,68.1678744619875,64.01324021545459
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,alternating_rank_5_uv_5_e3_beta_mask,alternating_rank_5_uv_5_e3_beta_mask,alternating_latent_rank,,5,0.0,0.0,0.005,{},final_loss_only,9,False,,0.3968806814264341,,,CONVERGED: alternating objective tolerance reached,-0.026617276849345603,1.0920234957446422,0.0479561896803541,9.118128886825296,5,597.6452705719352,1207.9512475104793,5,2.23606797749979,2.23606797749979,451.41840695613826,262.2522710968117,210.2246823224976,148.61380103328588,135.44208610174178
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,alternating_rank_5_uv_1_e2_beta_mask,alternating_rank_5_uv_1_e2_beta_mask,alternating_latent_rank,,5,0.0,0.0,0.01,{},final_loss_only,10,False,,0.3984095410597834,,,CONVERGED: alternating objective tolerance reached,-0.03015709643886972,1.1418481797799147,0.05779788137099774,6.165871533805468,5,512.9378786624055,1043.2293346345116,5,2.23606797749979,2.23606797749979,379.9731025075135,238.75602605589393,173.91908881355326,131.53440130546363,119.04671595208357
