experiment_name,descriptor,variant_name,variant_slug,optimizer_mode,field_mode,latent_rank,lambda_nuclear,lambda_frobenius,lambda_uv_ridge,fixed_scalar_params,ranking_mode,rank_in_experiment,is_best,total_recovery_rmse,final_loss,field_rmse,interaction_fro_error,optimizer_status,beta_abs_error,xi_abs_error,eta_abs_error,estimated_field_max_abs_entry,estimated_field_rank,true_field_max_abs_entry,true_field_rank
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2020_06_07,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2020_06_07,nuclear_lambda_6e_2_beta_mask,nuclear_lambda_6e_2_beta_mask,nuclear_norm,,0,0.06,0.0,0.0,{},final_loss_only,1,True,,0.30100123180385774,,,CONVERGED: proximal objective tolerance reached,,,,1.5426161338770876,101,,
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2020_06_07,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2020_06_07,alternating_rank_20_lambda_15_beta_mask,alternating_rank_20_lambda_15_beta_mask,alternating_latent_rank,,20,0.0,0.0,15.0,{},final_loss_only,2,False,,0.3892232501123142,,,CONVERGED: alternating objective tolerance reached,,,,1.9764143352764239,20,,
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2020_06_07,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2020_06_07,alternating_rank_10_lambda_10_beta_mask,alternating_rank_10_lambda_10_beta_mask,alternating_latent_rank,,10,0.0,0.0,10.0,{},final_loss_only,3,False,,0.4107091223976838,,,CONVERGED: alternating objective tolerance reached,,,,2.2377038838397794,10,,
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2020_06_07,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2020_06_07,nuclear_lambda_8e_2_beta_mask,nuclear_lambda_8e_2_beta_mask,nuclear_norm,,0,0.08,0.0,0.0,{},final_loss_only,4,False,,0.41991159154778784,,,CONVERGED: proximal objective tolerance reached,,,,1.1742342925613547,68,,
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2020_06_07,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2020_06_07,alternating_rank_5_lambda_10_beta_mask,alternating_rank_5_lambda_10_beta_mask,alternating_latent_rank,,5,0.0,0.0,10.0,{},final_loss_only,5,False,,0.4401406741415046,,,CONVERGED: alternating objective tolerance reached,,,,1.879574169500736,5,,
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2020_06_07,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2020_06_07,alternating_rank_10_lambda_18_beta_mask,alternating_rank_10_lambda_18_beta_mask,alternating_latent_rank,,10,0.0,0.0,18.0,{},final_loss_only,6,False,,0.44173473375881517,,,CONVERGED: alternating objective tolerance reached,,,,1.289538216874311,10,,
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2020_06_07,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2020_06_07,alternating_rank_5_lambda_14_beta_mask,alternating_rank_5_lambda_14_beta_mask,alternating_latent_rank,,5,0.0,0.0,14.0,{},final_loss_only,7,False,,0.45047279850335875,,,CONVERGED: alternating objective tolerance reached,,,,1.4435377549513941,5,,
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2020_06_07,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2020_06_07,alternating_rank_2_lambda_5_beta_mask,alternating_rank_2_lambda_5_beta_mask,alternating_latent_rank,,2,0.0,0.0,5.0,{},final_loss_only,8,False,,0.463257685062898,,,CONVERGED: alternating objective tolerance reached,,,,2.4831412446619425,2,,
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2020_06_07,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2020_06_07,alternating_rank_2_lambda_10_beta_mask,alternating_rank_2_lambda_10_beta_mask,alternating_latent_rank,,2,0.0,0.0,10.0,{},final_loss_only,9,False,,0.4667109678685449,,,CONVERGED: alternating objective tolerance reached,,,,1.600651865633145,2,,
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2020_06_07,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2020_06_07,alternating_rank_20_lambda_25_beta_mask,alternating_rank_20_lambda_25_beta_mask,alternating_latent_rank,,20,0.0,0.0,25.0,{},final_loss_only,10,False,,0.4667998388092833,,,CONVERGED: alternating objective tolerance reached,,,,0.8770990428003752,20,,
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2020_06_07,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2020_06_07,nuclear_lambda_1e_1_beta_mask,nuclear_lambda_1e_1_beta_mask,nuclear_norm,,0,0.1,0.0,0.0,{},final_loss_only,11,False,,0.48281676734252105,,,CONVERGED: proximal objective tolerance reached,,,,0.8445765949112908,29,,
