time_index,observed_value,sample_mean,sample_std,abs_error,squared_error,q025,q500,q975,in_95_interval,num_finite_samples
25,-0.41274054412740546,-0.43571665560716655,0.00908592792396256,0.022976111479761085,0.0005279016987304091,-0.4473291307232913,-0.4349701393497014,-0.42076974120769745,False,8
26,-0.45985401459854014,-0.44799270072992703,0.01879332152218712,0.01186131386861311,0.0001406907666897537,-0.46731917717319177,-0.45454545454545453,-0.4104014598540146,True,8
27,-0.4804246848042468,-0.47461844724618446,0.019745389418418715,0.005806237558062366,3.3712394580654024e-05,-0.5065693430656935,-0.473457199734572,-0.4426841406768414,True,8
28,-0.46582614465826144,-0.4567020570670206,0.012180396400650708,0.009124087591240837,8.324897437263503e-05,-0.4739880557398805,-0.45388188453881884,-0.4365627073656271,True,8
29,-0.43861977438619776,-0.4366290643662907,0.026257172532775822,0.0019907100199070826,3.962926383358457e-06,-0.4862143331121433,-0.431320504313205,-0.4026376907763769,True,8
30,-0.42733908427339085,-0.4709688122096881,0.0250024822098267,0.04362972793629727,0.0019035531597953184,-0.4947909754479098,-0.48440610484406105,-0.4296947577969476,False,8
31,-0.4359654943596549,-0.435799601857996,0.02918529577583759,0.00016589250165893743,2.7520322106660557e-08,-0.48438951559389515,-0.44027869940278697,-0.39195421366954214,True,8
32,-0.39482415394824155,-0.38462176509621765,0.016950082085729457,0.010202388852023903,0.00010408873828790161,-0.40505972130059725,-0.3891838088918381,-0.3562541473125415,True,8
33,-0.3039150630391506,-0.27853351028533513,0.018108137339351366,0.025381552753815484,0.0006442232201947183,-0.30865958858659587,-0.278699402786994,-0.2531519575315196,True,8
34,-0.2833443928334439,-0.2602023888520239,0.01792694735533653,0.023142003981420023,0.0005355523482760602,-0.2905109489051095,-0.2594558725945587,-0.23497013934970137,True,8
35,-0.1619110816191108,-0.177007299270073,0.030115315290145363,0.015096217650962196,0.00022789578736522257,-0.22504976775049768,-0.1645653616456536,-0.14590245520902453,True,8
36,-0.0776376907763769,-0.11206038487060385,0.026377299016767452,0.03442269409422695,0.0011849218687047269,-0.15987060384870602,-0.11479761114797611,-0.07644326476443265,True,8
37,0.0617120106171201,0.06478102189781021,0.02136328958134172,0.0030690112806901065,9.418830241003127e-06,0.04143994691439947,0.056735235567352355,0.10547445255474452,True,8
38,0.0371599203715992,0.046449900464499,0.024028657011944135,0.009289980092899795,8.630373012647449e-05,0.013968148639681488,0.051758460517584606,0.08642999336429995,True,8
39,0.28865295288652953,0.28757465162574647,0.01309158836809841,0.0010783012607830655,1.1627336090063487e-06,0.2688785666887857,0.2856668878566688,0.3122262773722628,True,8
40,0.31917717319177175,0.37425348374253486,0.016995684770890113,0.05507631055076312,0.003033399983884101,0.3494525547445255,0.373921698739217,0.39905441274054415,False,8
41,0.3291307232913072,0.3521897810218978,0.014627730664024884,0.023059057730590582,0.0005317201434227093,0.3307564698075647,0.35301924353019243,0.3761114797611148,False,8
42,0.21566025215660253,0.2573822163238222,0.028175243236005704,0.041721964167219655,0.0017407222939707608,0.2191937624419376,0.2541473125414731,0.30786330457863303,False,8
43,0.26940942269409424,0.2882382216323822,0.018870773380537626,0.018828798938287983,0.0003545236694584747,0.2588918380889184,0.291970802919708,0.3117617783676178,True,8
44,0.3795620437956204,0.3757465162574652,0.015539975112139356,0.003815527538155228,1.4558250394420894e-05,0.35136031851360316,0.37790311877903116,0.4018082282680823,True,8
45,0.3722627737226277,0.3618944923689449,0.029856848353406098,0.01036828135368284,0.00010750125822912726,0.30449568679495687,0.36429993364299934,0.3959356337093563,True,8
46,0.33775713337757135,0.33734240212342403,0.01563949304815971,0.0004147312541473158,1.7200201316660545e-07,0.3238553417385534,0.33311214333112144,0.37028865295288654,True,8
47,0.3151957531519575,0.30839416058394165,0.01958585637251238,0.0068015925680158795,4.626166146128885e-05,0.2780690112806901,0.31917717319177175,0.3301592568015926,True,8
48,0.28798938287989384,0.29636695421366954,0.02491026581111415,0.008377571333775702,7.018370145250039e-05,0.26431652289316526,0.2972793629727936,0.3410086264100863,True,8
49,0.19442601194426012,0.19193762441937623,0.021889639745756327,0.002488387524883895,6.192072473997797e-06,0.16921035169210352,0.18812209688122095,0.22738885202388853,True,8
50,-0.0026542800265428003,0.009207033842070337,0.01982797119059757,0.011861313868613138,0.00014069076668975436,-0.021134704711347048,0.013271400132714002,0.03626410086264101,True,8
51,0.030524220305242204,-0.01916058394160584,0.02450370395761636,0.04968480424684804,0.0024685797730476093,-0.06501327140013272,-0.0159256801592568,0.011562707365627074,False,8
52,-0.035169210351692105,-0.09066025215660252,0.022399634652557027,0.055491041804910414,0.003079255720594315,-0.1190278699402787,-0.09854014598540145,-0.05207365627073656,False,8
53,-0.16921035169210352,-0.19450895819508957,0.014144463992490688,0.025298606502986043,0.0006400194909929277,-0.21488055739880557,-0.19210351692103517,-0.176078301260783,False,8
54,-0.3238221632382216,-0.35998672859986725,0.012302917198234344,0.03616456536164564,0.0013078757877967395,-0.3771234240212342,-0.36429993364299934,-0.33812209688122097,False,8
55,-0.39681486396814863,-0.39432647644326474,0.02340142922131802,0.002488387524883895,6.192072473997797e-06,-0.42383875248838754,-0.39482415394824155,-0.35340079628400795,True,8
56,-0.46648971466489714,-0.5063868613138687,0.023426552955362764,0.03989714664897154,0.0015917823107295408,-0.5295786330457863,-0.5159256801592568,-0.4628732581287326,True,8
57,-0.46250829462508297,-0.47279362972793626,0.01777451258922212,0.010285335102853288,0.00010578811817798606,-0.4928832116788321,-0.47677504976775054,-0.44525547445255476,True,8
58,-0.47644326476443266,-0.47893165228931656,0.013262065396597971,0.002488387524883895,6.192072473997797e-06,-0.4970968812209688,-0.47876575978765756,-0.46317186463171867,True,8
59,-0.5341738553417386,-0.5392335766423357,0.018508540987963718,0.005059721300597175,2.560077963971677e-05,-0.5730756469807565,-0.5325149303251493,-0.519608493696085,True,8
60,-0.5580623755806238,-0.5792966157929662,0.008613639672028639,0.021234240212342437,0.0004508929573954606,-0.5910086264100863,-0.5769741207697412,-0.5650298606502986,False,8
61,-0.5580623755806238,-0.5364963503649635,0.016691786633185483,0.02156602521566031,0.0004650934436024964,-0.5712342402123424,-0.5325149303251493,-0.5210517584605175,True,8
62,-0.5859323158593231,-0.593978102189781,0.016847484148309135,0.008045786330457827,6.473467767538203e-05,-0.6252654280026543,-0.5889183808891838,-0.5775381552753815,True,8
63,-0.6065029860650298,-0.6048440610484407,0.01771868602895644,0.0016589250165891523,2.752032210665319e-06,-0.6366954213669542,-0.5962176509621765,-0.5878400796284008,True,8
64,-0.5209024552090246,-0.5517584605175846,0.024994225569541083,0.03085600530856003,0.0009520930636018848,-0.5950066357000663,-0.5537491705374917,-0.5147478433974784,True,8
65,-0.6735235567352356,-0.6635700066357001,0.014819317474537002,0.009953550099535469,9.907315958396253e-05,-0.6866622428666224,-0.663901791639018,-0.642136695421367,True,8
66,-0.6675514266755143,-0.635202388852024,0.019196995424551118,0.0323490378234903,0.001046460248105606,-0.6695421366954214,-0.6343729263437292,-0.6076144658261446,True,8
67,-0.7597876575978766,-0.7055408095554081,0.01376707878776551,0.05424684804246849,0.0029427205225426674,-0.7286496350364964,-0.7023888520238886,-0.6897976111479761,False,8
68,-0.7790311877903119,-0.7119276708692768,0.011755857158842229,0.06710351692103511,0.004502881983171646,-0.7238387524883876,-0.7163238221632382,-0.6942103516921035,False,8
69,-0.7982747179827472,-0.7525713337757134,0.012482515118651455,0.04570338420703379,0.002088799327975746,-0.7726443264764432,-0.7511612475116125,-0.7334605175846052,False,8
70,-0.8367617783676178,-0.7671698739216988,0.011031227686667887,0.069591904445919,0.0048430331644099215,-0.7809057730590577,-0.76542800265428,-0.7540477770404778,False,8
71,-0.7889847378898474,-0.7285169210351692,0.022975812032860934,0.06046781685467817,0.0036563568751709014,-0.7714830789648308,-0.7292634372926343,-0.7013105507631056,False,8
72,-0.7717319177173192,-0.7031353682813537,0.013823683902205515,0.06859654943596549,0.004705486594520858,-0.7212674187126742,-0.7033842070338421,-0.6806901128069011,False,8
73,-0.7339084273390842,-0.6794127405441274,0.012047211242025223,0.054495686794956866,0.002969779879254036,-0.7006303915063039,-0.6788321167883211,-0.6638022561380226,False,8
74,-0.6257465162574651,-0.6035998672859987,0.015835349536885087,0.022146648971466454,0.0004904740606653562,-0.6249004644990047,-0.6074983410749835,-0.5814034505640345,False,8
75,-0.4996682149966821,-0.4880557398805574,0.017217691765533002,0.011612475116124732,0.0001348495783226161,-0.5145487723954877,-0.48871930988719314,-0.4644492368944924,True,8
76,-0.3603185136031851,-0.3350199071001991,0.009034289971426435,0.025298606502986043,0.0006400194909929277,-0.35069674850696747,-0.3344392833443928,-0.3210351692103517,False,8
77,-0.22627737226277372,-0.21308891838088917,0.02864985596949151,0.013188453881884554,0.00017393531579459578,-0.24643331121433312,-0.2156602521566025,-0.1575315195753152,True,8
78,-0.1353682813536828,-0.10384870603848706,0.019189109145217324,0.03151957531519575,0.0009934836280502974,-0.1375912408759124,-0.10086264100862641,-0.07586264100862641,True,8
79,-0.0617120106171201,-0.039648307896483076,0.029504157479169776,0.022063702720637027,0.0004868069777446457,-0.09127405441274054,-0.0364963503649635,0.003069011280690116,True,8
80,0.1300597213005972,0.13976443264764432,0.017446142336318752,0.009704711347047118,9.418142232950509e-05,0.11252488387524884,0.1466489714664897,0.15922362309223623,True,8
81,0.16854678168546783,0.16489714664897148,0.0316763467591939,0.003649635036496346,1.3319835899621684e-05,0.13614797611147975,0.15759787657597876,0.23007631055076314,True,8
82,0.2083609820836098,0.21731917717319177,0.02694208633133615,0.008958195089581955,8.024925926301025e-05,0.16673855341738553,0.22030524220305242,0.24872262773722628,True,8
83,0.15328467153284672,0.1495520902455209,0.022209623440283342,0.0037325812873258146,1.3932163066494835e-05,0.11959190444591905,0.1579296615792966,0.17538155275381553,True,8
84,0.1234240212342402,0.15759787657597876,0.03002058474361859,0.03417385534173856,0.001167852388918073,0.11712010617120107,0.15660252156602522,0.20812873258128733,True,8
85,0.1201061712010617,0.14075978765759786,0.023435949063866018,0.020653616456536156,0.0004265718727337011,0.11119774386197744,0.13735899137358992,0.17723954877239548,True,8
86,0.08891838088918382,0.08153616456536164,0.02530377311890348,0.007382216323822174,5.449711785170658e-05,0.048357664233576646,0.086264100862641,0.11308891838088919,True,8
87,-0.0165892501658925,0.012690776376907765,0.025067751293302444,0.029280026542800264,0.000857319954347088,-0.028185136031851358,0.01426675514266755,0.0497843397478434,True,8
88,-0.06901128069011281,-0.06950895819508958,0.03871342430742084,0.0004976775049767707,2.4768289895990356e-07,-0.12883211678832118,-0.05773059057730591,-0.019077637690776375,True,8
89,-0.05308560053085601,-0.03309555408095554,0.016286005783599247,0.01999004644990047,0.00039960195706917833,-0.05426343729263437,-0.032846715328467155,-0.004495686794956864,True,8
90,-0.30524220305242206,-0.30358327803583274,0.023605751036888858,0.0016589250165893188,2.7520322106658715e-06,-0.3518082282680823,-0.2969475779694758,-0.27989382879893826,True,8
91,-0.006635700066357001,-0.0038984737889847377,0.024559795191596557,0.0027372262773722633,7.492407693537219e-06,-0.040892501658925016,-0.0029860650298606504,0.03774054412740544,True,8
92,-0.019243530192435302,-0.05034837425348374,0.013809741203896705,0.03110484406104844,0.0009675113240621404,-0.07105175846051759,-0.051094890510948905,-0.02773722627737226,False,8
93,-0.047113470471134705,-0.07821831453218314,0.024758448548387255,0.031104844061048437,0.0009675113240621402,-0.11512939615129396,-0.07697412076974121,-0.035932315859323154,True,8
94,-0.1154611811546118,-0.10700066357000662,0.018614735443860362,0.008460517584605184,7.158035779941354e-05,-0.13462176509621765,-0.11380225613802256,-0.07738885202388851,True,8
95,-0.10086264100862641,-0.099535500995355,0.03564797881503196,0.0013271400132714023,1.761300614826018e-06,-0.15056403450564035,-0.10119442601194426,-0.04722959522229595,True,8
96,0.03185136031851361,0.03707697412076974,0.038204920675383135,0.0052256138022561335,2.7307039610329805e-05,-0.016357000663570005,0.045454545454545456,0.08676177836761778,True,8
97,0.07033842070338421,0.060882548108825485,0.022261141933300782,0.009455872594558726,8.941352652452677e-05,0.028931652289316524,0.05773059057730591,0.09973457199734573,True,8
98,0.1041804910418049,0.12135036496350365,0.022589265867245373,0.017169873921698747,0.00029480457048703074,0.08107166556071665,0.1234240212342402,0.149386197743862,True,8
99,0.22694094226940942,0.19500663570006635,0.0232212469793786,0.03193430656934307,0.0010197999360647878,0.1670205706702057,0.19343065693430656,0.2365461181154612,True,8
100,0.33178500331785005,0.270985401459854,0.022308532558109884,0.060799601857996044,0.003696591586090836,0.23855341738553418,0.2707365627073656,0.3091406768414068,False,8
101,0.34571997345719974,0.2966157929661579,0.022214734209901405,0.049104180491041816,0.0024112205416968115,0.2667385534173855,0.29263437292634376,0.3285998672859987,False,8
102,0.31785003317850036,0.26152952886529535,0.020502158905260297,0.05632050431320501,0.003171999206093744,0.22871599203715992,0.26343729263437293,0.28619774386197744,False,8
103,0.21765096217650962,0.17427007299270075,0.015032963947915793,0.04338088918380886,0.0018819015463779048,0.15194094226940943,0.17285998672859987,0.19669873921698738,False,8
104,0.11147976111479761,0.06892833443928334,0.027539029694866005,0.04255142667551427,0.0018106239121216676,0.04129064366290643,0.057398805573988056,0.11579296615792967,True,8
105,-0.055739880557398806,-0.08020902455209024,0.027996909368022432,0.024469143994691432,0.0005987390078329438,-0.12181486396814864,-0.08493696084936961,-0.042103516921035165,True,8
106,-0.12806901128069012,-0.1831453218314532,0.021249786943073543,0.05507631055076309,0.003033399983884098,-0.21889515593895156,-0.1798274717982747,-0.1548772395487724,False,8
107,-0.28666224286662245,-0.3585766423357664,0.015458964942507553,0.07191439946914396,0.005171680851007614,-0.37621101526211015,-0.36463171864631716,-0.3317352355673524,False,8
108,-0.42203052422030524,-0.4929495686794957,0.019836297169594123,0.07091904445919045,0.005029510867004631,-0.5319840743198407,-0.4877239548772395,-0.4740212342402123,False,8
109,-0.5759787657597877,-0.5870106171201062,0.02151987686605774,0.011031851360318479,0.00012170174443616067,-0.6084605175846052,-0.5948905109489051,-0.54907100199071,True,8
110,-0.5759787657597877,-0.5823656270736564,0.015113298561357229,0.006386861313868675,4.0791997442592296e-05,-0.6071167883211679,-0.5832780358327804,-0.5576476443264764,True,8
111,-0.696748506967485,-0.664814200398142,0.016282625804672952,0.03193430656934304,0.001019799936064786,-0.6905607166556071,-0.6642335766423357,-0.6425182481751824,False,8
112,-0.7259455872594559,-0.7086098208360982,0.017957623850756922,0.017335766423357657,0.00030052879748521474,-0.7360982083609822,-0.7073656270736564,-0.6823324485733244,True,8
113,-0.595222295952223,-0.6249170537491705,0.015935181582841147,0.029694757796947524,0.0008817786406193757,-0.6429661579296616,-0.6280690112806901,-0.5982083609820835,False,8
114,-0.7637690776376908,-0.7320836098208361,0.016209149118699875,0.03168546781685466,0.0010039688707729325,-0.7477272727272727,-0.7332448573324486,-0.6992700729927007,False,8
