statistic,sample_mean,sample_std,q025,q500,q975,num_finite_samples
overall_mean_magnetization,-0.30487507573353334,0.002011824212617738,-0.30838103343815815,-0.3044141830876201,-0.3022720060009809,8
post_intervention_mean_magnetization,,,,,,0
