time_index,observed_value,sample_mean,sample_std,abs_error,squared_error,q025,q500,q975,in_95_interval,num_finite_samples
0,-1.0,-0.9559555408095555,0.0059715540163093215,0.04404445919044453,0.0019399143853787335,-0.9627239548772395,-0.9581950895819509,-0.9457365627073656,False,8
1,-0.9993364299933643,-0.9521400132714002,0.003760128386411145,0.04719641672196406,0.002227501751393289,-0.9572992700729928,-0.9522229595222296,-0.9464830789648307,False,8
2,-0.9900464499004645,-0.9434306569343065,0.006917936118776721,0.04661579296615803,0.0021730321538637088,-0.9506635700066357,-0.9455872594558725,-0.9318845388188454,False,8
3,-0.9435965494359655,-0.9138188453881884,0.006094715314389963,0.02977770404777713,0.0008867116583570026,-0.9213503649635036,-0.9150630391506304,-0.9044790975447909,False,8
4,-0.8102189781021898,-0.7825149303251493,0.01339421441568311,0.027704047777040497,0.0007675142632325425,-0.8017916390179164,-0.7820172528201725,-0.7662242866622428,False,8
5,-0.6980756469807564,-0.6893662906436628,0.008290891661450002,0.008709356337093577,7.585288780647205e-05,-0.7044956867949569,-0.6877903118779032,-0.6781187790311878,True,8
6,-0.6456536164565362,-0.6397644326476444,0.01136545255975838,0.005889183808891807,3.468248593491341e-05,-0.6572660915726609,-0.6426675514266755,-0.6217485069674851,True,8
7,-0.621765096217651,-0.6290643662906437,0.01067399332590937,0.007299270072992692,5.3279343598486736e-05,-0.6485235567352355,-0.6230922362309224,-0.619459190444592,True,8
8,-0.6330457863304578,-0.6245852687458526,0.010246464211467994,0.008460517584605198,7.158035779941378e-05,-0.6359820836098209,-0.6290643662906437,-0.6061048440610485,True,8
9,-0.6164565361645654,-0.6127239548772395,0.012633724238643214,0.003732581287325898,1.3932163066495457e-05,-0.6338918380889185,-0.6141340411413405,-0.5941605839416059,True,8
10,-0.617120106171201,-0.6240046449900465,0.007169454764116144,0.0068845388188454315,4.7396874748189646e-05,-0.6341074983410749,-0.6250829462508294,-0.6131718646317187,True,8
11,-0.6376907763769077,-0.6330457863304579,0.0067263221409134995,0.004644990046449804,2.157593253161775e-05,-0.6383543463835435,-0.6360318513603185,-0.6201559389515594,True,8
12,-0.641672196416722,-0.6386031851360319,0.007801799306531632,0.003069011280690148,9.418830241003383e-06,-0.6508128732581288,-0.6366954213669542,-0.626708692767087,True,8
13,-0.6854678168546782,-0.6799104180491041,0.009540982415259587,0.005557398805574043,3.08846814841958e-05,-0.6903118779031188,-0.6838088918380889,-0.6630889183808891,True,8
14,-0.7040477770404777,-0.7018082282680822,0.007990010463504804,0.0022395487723955165,5.015578703938265e-06,-0.7114299933642999,-0.7040477770404778,-0.6887027206370272,True,8
