experiment_name,descriptor,variant_name,variant_slug,optimizer_mode,field_mode,latent_rank,lambda_nuclear,lambda_frobenius,lambda_uv_ridge,fixed_scalar_params,ranking_mode,rank_in_experiment,is_best,total_recovery_rmse,final_loss,field_rmse,interaction_fro_error,optimizer_status,beta_estimate,xi_estimate,eta_estimate,estimated_field_max_abs_entry,estimated_field_rank
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,nuclear_lambda_6e_2_beta_mask,nuclear_lambda_6e_2_beta_mask,nuclear_norm,,0,0.06,0.0,0.0,{},final_loss_only,1,True,,0.307743468245871,,,CONVERGED: proximal objective tolerance reached,0.0072829502082681396,1.9685410037181499,0.34162851479568584,1.5830805401551342,104
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,nuclear_lambda_6e_2_beta_mask_pre_and_post,nuclear_lambda_6e_2_beta_mask_pre_and_post,nuclear_norm,,0,0.06,0.0,0.0,{},final_loss_only,2,False,,0.307743468245871,,,CONVERGED: proximal objective tolerance reached,0.0072829502082681396,1.9685410037181499,0.34162851479568584,1.5830805401551342,104
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,nuclear_lambda_6e_2,nuclear_lambda_6e_2,nuclear_norm,,0,0.06,0.0,0.0,{},final_loss_only,3,False,,0.31075655522537377,,,CONVERGED: proximal objective tolerance reached,0.04960567979041231,1.9433469349898265,0.3409193940868868,1.4885166956484412,112
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,alternating_rank_20_lambda_15_beta_mask,alternating_rank_20_lambda_15_beta_mask,alternating_latent_rank,,20,0.0,0.0,15.0,{},final_loss_only,4,False,,0.3699634143656548,,,CONVERGED: alternating objective tolerance reached,0.004690874886312745,1.9113021148758451,0.29089247052053246,2.0141831115834,20
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,alternating_rank_20_lambda_15_beta_mask_pre_and_post,alternating_rank_20_lambda_15_beta_mask_pre_and_post,alternating_latent_rank,,20,0.0,0.0,15.0,{},final_loss_only,5,False,,0.3699634143656548,,,CONVERGED: alternating objective tolerance reached,0.004690874886312745,1.9113021148758451,0.29089247052053246,2.0141831115834,20
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,alternating_rank_20_lambda_15,alternating_rank_20_lambda_15,alternating_latent_rank,,20,0.0,0.0,15.0,{},final_loss_only,6,False,,0.3699706737743936,,,CONVERGED: alternating objective tolerance reached,0.04734227553266069,1.8961107511054727,0.28678760063553554,1.9681882300249889,20
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,alternating_rank_10_lambda_10,alternating_rank_10_lambda_10,alternating_latent_rank,,10,0.0,0.0,10.0,{},final_loss_only,7,False,,0.3896697440195313,,,CONVERGED: alternating objective tolerance reached,0.06063837431820587,1.759417899525276,0.16846943547710602,2.190680650861989,10
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,alternating_rank_10_lambda_10_beta_mask,alternating_rank_10_lambda_10_beta_mask,alternating_latent_rank,,10,0.0,0.0,10.0,{},final_loss_only,8,False,,0.38987323985249667,,,CONVERGED: alternating objective tolerance reached,0.0013420971986624443,1.7732654672177142,0.17462994551614416,2.2184941884531066,10
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,alternating_rank_10_lambda_10_beta_mask_pre_and_post,alternating_rank_10_lambda_10_beta_mask_pre_and_post,alternating_latent_rank,,10,0.0,0.0,10.0,{},final_loss_only,9,False,,0.38987323985249667,,,CONVERGED: alternating objective tolerance reached,0.0013420971986624443,1.7732654672177142,0.17462994551614416,2.2184941884531066,10
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,alternating_rank_5_lambda_10_beta_mask,alternating_rank_5_lambda_10_beta_mask,alternating_latent_rank,,5,0.0,0.0,10.0,{},final_loss_only,10,False,,0.4161111264821762,,,CONVERGED: alternating objective tolerance reached,-0.002079472646339487,1.6962677618824091,0.14159138920273923,1.8530662236038442,5
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,alternating_rank_5_lambda_10_beta_mask_pre_and_post,alternating_rank_5_lambda_10_beta_mask_pre_and_post,alternating_latent_rank,,5,0.0,0.0,10.0,{},final_loss_only,11,False,,0.4161111264821762,,,CONVERGED: alternating objective tolerance reached,-0.002079472646339487,1.6962677618824091,0.14159138920273923,1.8530662236038442,5
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,alternating_rank_5_lambda_10,alternating_rank_5_lambda_10,alternating_latent_rank,,5,0.0,0.0,10.0,{},final_loss_only,12,False,,0.4162040664925738,,,CONVERGED: alternating objective tolerance reached,0.0559716624714955,1.6892667672985848,0.14096971049004453,1.9585234682243553,5
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,alternating_rank_10_lambda_18,alternating_rank_10_lambda_18,alternating_latent_rank,,10,0.0,0.0,18.0,{},final_loss_only,13,False,,0.4182964819679881,,,CONVERGED: alternating objective tolerance reached,0.05205443359224247,1.8879019084477642,0.23697537604474342,1.2291785195500968,10
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,nuclear_lambda_8e_2,nuclear_lambda_8e_2,nuclear_norm,,0,0.08,0.0,0.0,{},final_loss_only,14,False,,0.41847839612936416,,,CONVERGED: proximal objective tolerance reached,0.04969849640499861,1.9328265647776246,0.27497769137955214,0.9956801490410686,59
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,alternating_rank_10_lambda_18_beta_mask,alternating_rank_10_lambda_18_beta_mask,alternating_latent_rank,,10,0.0,0.0,18.0,{},final_loss_only,15,False,,0.41849544663994165,,,CONVERGED: alternating objective tolerance reached,0.0088608540725437,1.9059954534661445,0.24092601890749943,1.2867629129063043,10
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,alternating_rank_10_lambda_18_beta_mask_pre_and_post,alternating_rank_10_lambda_18_beta_mask_pre_and_post,alternating_latent_rank,,10,0.0,0.0,18.0,{},final_loss_only,16,False,,0.41849544663994165,,,CONVERGED: alternating objective tolerance reached,0.0088608540725437,1.9059954534661445,0.24092601890749943,1.2867629129063043,10
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_03_01,nuclear_lambda_8e_2_beta_mask,nuclear_lambda_8e_2_beta_mask,nuclear_norm,,0,0.08,0.0,0.0,{},final_loss_only,17,False,,0.4185485981911788,,,CONVERGED: proximal objective tolerance reached,0.012095151776371226,1.9563350472680112,0.27521935894588084,1.0740737186365499,54
