2026-04-05 13:00:38 | INFO | Loading data...
2026-04-05 13:00:38 | INFO | Loaded 11 field templates and 1 interaction templates.
2026-04-05 13:00:38 | INFO | Running conditional-model MPLE on x with shape=(20, 1000)
2026-04-05 13:00:38 | INFO | Eval 0  |  Loss: 0.696669
2026-04-05 13:00:38 | INFO |   field::intercept: +0.0126,  field::linear::feature_1: -0.0132,  field::quadratic::feature_1: +0.0640,  field::linear::feature_2: +0.0105,  field::quadratic::feature_2: -0.0536,  field::linear::feature_3: +0.0362,  field::quadratic::feature_3: +0.1304,  field::linear::feature_4: +0.0947,  field::quadratic::feature_4: -0.0704,  field::linear::feature_5: -0.1265,  field::quadratic::feature_5: -0.0623,  tau block: mean=-0.0244, std=0.0836, min=-0.2325, max=+0.1366,  beta: -0.0209,  interaction::adjacency: -0.0159,  eta: +0.0541,  zeta: +0.0215,  psi: +0.0355
2026-04-05 13:00:38 | INFO | Done fitting.
2026-04-05 13:00:38 | INFO | Optimizer status: CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2026-04-05 13:00:38 | INFO | Final Loss: 0.640534
2026-04-05 13:00:38 | INFO | Estimated vs True Parameters:
2026-04-05 13:00:38 | INFO |   field::intercept: 0.3520 (True: 0.2500)
2026-04-05 13:00:38 | INFO |   field::intercept SQE: 0.010413
2026-04-05 13:00:38 | INFO |   field::linear::feature_1: 0.1658 (True: 0.1800)
2026-04-05 13:00:38 | INFO |   field::linear::feature_1 SQE: 0.000200
2026-04-05 13:00:38 | INFO |   field::quadratic::feature_1: -0.0751 (True: -0.1000)
2026-04-05 13:00:38 | INFO |   field::quadratic::feature_1 SQE: 0.000619
2026-04-05 13:00:38 | INFO |   field::linear::feature_2: 0.1676 (True: 0.1200)
2026-04-05 13:00:38 | INFO |   field::linear::feature_2 SQE: 0.002268
2026-04-05 13:00:38 | INFO |   field::quadratic::feature_2: -0.0138 (True: -0.0800)
2026-04-05 13:00:38 | INFO |   field::quadratic::feature_2 SQE: 0.004379
2026-04-05 13:00:38 | INFO |   field::linear::feature_3: 0.1051 (True: 0.1000)
2026-04-05 13:00:38 | INFO |   field::linear::feature_3 SQE: 0.000026
2026-04-05 13:00:38 | INFO |   field::quadratic::feature_3: 0.0377 (True: -0.0600)
2026-04-05 13:00:38 | INFO |   field::quadratic::feature_3 SQE: 0.009546
