source_type,source_name,source_slug,run_name,run_slug,treated_intervention_slug,control_intervention_slug,s,gte,gte_post_s
fit,alternating_rank_8_uv_1_e2_beta_mask_xi_zero,fit_alternating_rank_8_uv_1_e2_beta_mask_xi_zero,default,default,all_intervention_from_s,no_intervention,50,-0.1688937133954589,-0.298034811903425
fit,alternating_rank_8_uv_5_e3_beta_mask,fit_alternating_rank_8_uv_5_e3_beta_mask,default,default,all_intervention_from_s,no_intervention,50,-0.49365857880615105,-0.8739178704507171
fit,base,fit_base,default,default,all_intervention_from_s,no_intervention,50,-0.25323490378234903,-0.4453626665305498
truth,truth,truth,default,default,all_intervention_from_s,no_intervention,50,-0.5160165603992961,-0.9145474962993212
