experiment_name,descriptor,variant_name,variant_slug,optimizer_mode,field_mode,latent_rank,lambda_nuclear,lambda_frobenius,lambda_uv_ridge,fixed_scalar_params,ranking_mode,rank_in_experiment,is_best,total_recovery_rmse,final_loss,field_rmse,interaction_fro_error,optimizer_status,beta_estimate,xi_estimate,eta_estimate,estimated_field_max_abs_entry,estimated_field_rank
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_20__lag_2w__contiguity__start_2020_09_06,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_20__lag_2w__contiguity__start_2020_09_06,nuclear_lambda_6e_2_beta_mask_pre_and_post,nuclear_lambda_6e_2_beta_mask_pre_and_post,nuclear_norm,,0,0.06,0.0,0.0,{},final_loss_only,1,True,,0.27982301233714935,,,CONVERGED: proximal objective tolerance reached,-0.018090124410063937,1.8843931764826787,0.32024222168709177,1.6461936038383775,88
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_20__lag_2w__contiguity__start_2020_09_06,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_20__lag_2w__contiguity__start_2020_09_06,nuclear_lambda_6e_2,nuclear_lambda_6e_2,nuclear_norm,,0,0.06,0.0,0.0,{},final_loss_only,2,False,,0.2799049614764156,,,CONVERGED: proximal objective tolerance reached,-0.02851031383706582,1.8759796413797825,0.3196860549202258,1.617963300968335,88
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_20__lag_2w__contiguity__start_2020_09_06,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_20__lag_2w__contiguity__start_2020_09_06,nuclear_lambda_6e_2_beta_mask,nuclear_lambda_6e_2_beta_mask,nuclear_norm,,0,0.06,0.0,0.0,{},final_loss_only,3,False,,0.27995410721671266,,,CONVERGED: proximal objective tolerance reached,-0.03715657095454461,1.8747096484152335,0.3189184459806615,1.6400694683547141,88
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_20__lag_2w__contiguity__start_2020_09_06,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_20__lag_2w__contiguity__start_2020_09_06,alternating_rank_20_lambda_15_beta_mask_pre_and_post,alternating_rank_20_lambda_15_beta_mask_pre_and_post,alternating_latent_rank,,20,0.0,0.0,15.0,{},final_loss_only,4,False,,0.3927018529684659,,,CONVERGED: alternating objective tolerance reached,-0.013070744295124682,1.7903248535286775,0.2704253517241386,2.0280190505120603,20
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_20__lag_2w__contiguity__start_2020_09_06,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_20__lag_2w__contiguity__start_2020_09_06,alternating_rank_20_lambda_15_beta_mask,alternating_rank_20_lambda_15_beta_mask,alternating_latent_rank,,20,0.0,0.0,15.0,{},final_loss_only,5,False,,0.3927730685772033,,,CONVERGED: alternating objective tolerance reached,-0.0330044867870521,1.7838638246117338,0.2681762324662045,2.026564762184093,20
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_20__lag_2w__contiguity__start_2020_09_06,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_20__lag_2w__contiguity__start_2020_09_06,alternating_rank_20_lambda_15,alternating_rank_20_lambda_15,alternating_latent_rank,,20,0.0,0.0,15.0,{},final_loss_only,6,False,,0.39278592047669075,,,CONVERGED: alternating objective tolerance reached,-0.026754352295414105,1.7841781138556048,0.26819092306933867,2.0600395342401097,20
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_20__lag_2w__contiguity__start_2020_09_06,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_20__lag_2w__contiguity__start_2020_09_06,nuclear_lambda_8e_2_beta_mask_pre_and_post,nuclear_lambda_8e_2_beta_mask_pre_and_post,nuclear_norm,,0,0.08,0.0,0.0,{},final_loss_only,7,False,,0.3999916390054345,,,CONVERGED: proximal objective tolerance reached,-0.016495604473042755,1.8014619007971822,0.2615071961442099,1.2984559992661011,72
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_20__lag_2w__contiguity__start_2020_09_06,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_20__lag_2w__contiguity__start_2020_09_06,nuclear_lambda_8e_2,nuclear_lambda_8e_2,nuclear_norm,,0,0.08,0.0,0.0,{},final_loss_only,8,False,,0.4006574220814189,,,CONVERGED: proximal objective tolerance reached,-0.02873034949250806,1.7909985243678508,0.2682561345067469,1.280460288151933,83
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_20__lag_2w__contiguity__start_2020_09_06,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_20__lag_2w__contiguity__start_2020_09_06,nuclear_lambda_8e_2_beta_mask,nuclear_lambda_8e_2_beta_mask,nuclear_norm,,0,0.08,0.0,0.0,{},final_loss_only,9,False,,0.41182419263508196,,,CONVERGED: proximal objective tolerance reached,-0.035421940327134374,1.7703455925085285,0.24139121246042086,1.1484659967800874,59
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_20__lag_2w__contiguity__start_2020_09_06,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_20__lag_2w__contiguity__start_2020_09_06,alternating_rank_10_lambda_10_beta_mask,alternating_rank_10_lambda_10_beta_mask,alternating_latent_rank,,10,0.0,0.0,10.0,{},final_loss_only,10,False,,0.41605643999254194,,,CONVERGED: alternating objective tolerance reached,-0.05339774560059574,1.6506092201244102,0.12056893087505474,2.276136897251131,10
