statistic,sample_mean,sample_std,q025,q500,q975,num_finite_samples
overall_mean_magnetization,0.35986555494648165,0.002250761739456887,0.356529384610946,0.36013675312310667,0.3637973514901474,8
post_intervention_mean_magnetization,,,,,,0
