statistic,observed_value,sample_mean,sample_std,abs_error,q025,q500,q975,in_95_interval,num_finite_samples
overall_mean_magnetization,-0.3063904676726003,-0.301986382389429,0.0012717565207663757,0.004404085283171322,-0.30422809497706355,-0.3019387784541704,-0.3003900637604224,False,8
post_intervention_mean_magnetization,-0.26451942218365576,-0.2615116635189628,0.0017159005170105399,0.003007758664692939,-0.26352432239293555,-0.26195191669644224,-0.2592866622428666,False,8
