time_index,observed_value,sample_mean,sample_std,abs_error,squared_error,q025,q500,q975,in_95_interval,num_finite_samples
0,-1.0,-0.952305905773059,0.005966943667028114,0.04769409422694104,0.002274726624128331,-0.9588586595885866,-0.9538818845388188,-0.9423025879230259,False,8
1,-0.9993364299933643,-0.9515593895155938,0.0038692447875549527,0.04777704047777043,0.002282645596814514,-0.9570670205706703,-0.9518911745189118,-0.9445255474452554,False,8
2,-0.9900464499004645,-0.946914399469144,0.003350864279483125,0.04313205043132051,0.001860373774409976,-0.9513271400132715,-0.9472461844724618,-0.9408593231585932,False,8
3,-0.9435965494359655,-0.9138188453881884,0.007196274461428011,0.02977770404777713,0.0008867116583570026,-0.9250663570006636,-0.913735899137359,-0.90185799601858,False,8
4,-0.8102189781021898,-0.7926343729263438,0.008201199133582143,0.017584605175846035,0.00030921833919039115,-0.8070338420703385,-0.7932979429329794,-0.7810550763105507,False,8
5,-0.6980756469807564,-0.6891174518911745,0.009552873290569324,0.008958195089581955,8.024925926301025e-05,-0.7058560053085601,-0.6887856668878567,-0.6777372262773722,True,8
6,-0.6456536164565362,-0.6407597876575979,0.013411411007369044,0.004893828798938293,2.394956031331782e-05,-0.6611645653616456,-0.6426675514266755,-0.6191771731917718,True,8
7,-0.621765096217651,-0.6241705374917054,0.015635973315243582,0.0024054412740543984,5.786147722924448e-06,-0.6474286662242866,-0.6240875912408759,-0.601692103516921,True,8
8,-0.6330457863304578,-0.6252488387524884,0.013141157529657303,0.007796947577969449,6.079239153360365e-05,-0.646914399469144,-0.6247511612475116,-0.6061380225613803,True,8
9,-0.6164565361645654,-0.6138852023888521,0.007938177217958588,0.0025713337757132804,6.611757386123914e-06,-0.6262276045122761,-0.615129396151294,-0.6026376907763769,True,8
10,-0.617120106171201,-0.6216821499668215,0.00629900185722086,0.0045620437956204185,2.0812243593158756e-05,-0.6301592568015926,-0.6220968812209688,-0.6102355673523557,True,8
11,-0.6376907763769077,-0.6340411413404115,0.01018315146199256,0.0036496350364962904,1.3319835899621279e-05,-0.6467485069674851,-0.6353682813536827,-0.6173855341738553,True,8
12,-0.641672196416722,-0.6456536164565362,0.012738124632018887,0.003981420039814165,1.5851705533433828e-05,-0.6626741871267419,-0.6473125414731254,-0.6279694757796948,True,8
13,-0.6854678168546782,-0.6820670205706701,0.012851851742205283,0.003400796284008023,1.1565415365322778e-05,-0.7031187790311877,-0.6798274717982747,-0.6677836761778367,True,8
14,-0.7040477770404777,-0.7003981420039813,0.008207907682052427,0.0036496350364964014,1.3319835899622089e-05,-0.7134704711347047,-0.7010617120106171,-0.6864299933642999,True,8
15,-0.7352355673523556,-0.7285998672859988,0.00892742139819092,0.006635700066356831,4.4032515370648055e-05,-0.7451227604512276,-0.7262773722627738,-0.7195421366954213,True,8
16,-0.7259455872594559,-0.7230424684804246,0.010407358345481945,0.0029031187790312663,8.42809864516399e-06,-0.7379727936297279,-0.7226277372262774,-0.7076310550763105,True,8
17,-0.7584605175846052,-0.7449402786994028,0.014320424583729245,0.013520238885202374,0.00018279685951293832,-0.7697246184472462,-0.7405441274054412,-0.7276211015262111,True,8
18,-0.6721964167219642,-0.663901791639018,0.010596363253265599,0.008294625082946205,6.880080526664035e-05,-0.68271400132714,-0.6635700066357001,-0.6500165892501659,True,8
19,-0.6529528865295289,-0.6322163238221632,0.012702426874866366,0.02073656270736568,0.00043000503291650905,-0.6489714664897147,-0.6323822163238222,-0.6157100199071002,False,8
20,-0.5600530856005309,-0.5490212342402123,0.01564301198912352,0.01103185136031859,0.00012170174443616312,-0.5783178500331785,-0.5467816854678169,-0.5325315195753152,True,8
21,-0.42800265428002654,-0.40685136031851366,0.017778963401630838,0.021151293961512885,0.0004473772362463314,-0.4424187126741871,-0.4041141340411413,-0.38775713337757134,True,8
22,-0.45786330457863306,-0.44285003317850036,0.012167680668610804,0.0150132714001327,0.00022539831813404246,-0.4615129396151294,-0.44160583941605835,-0.4221632382216324,True,8
23,-0.44990046449900467,-0.43306237558062377,0.01219930415524884,0.0168380889183809,0.0002835212384233017,-0.4545288652952887,-0.4306569343065693,-0.41400132714001325,True,8
24,-0.42203052422030524,-0.4299933642999336,0.011305059746118657,0.007962840079628386,6.340682213373621e-05,-0.4460849369608494,-0.4323158593231586,-0.4117120106171201,True,8
25,-0.41274054412740546,-0.42626078301260784,0.011521768690699536,0.013520238885202374,0.00018279685951293832,-0.43994691439946915,-0.4256801592568016,-0.40663570006635696,True,8
26,-0.45985401459854014,-0.45081287325812874,0.01868317118479364,0.009041141340411396,8.174223673729598e-05,-0.46980756469807566,-0.453550099535501,-0.4167219641672197,True,8
27,-0.4804246848042468,-0.48448905109489054,0.01390506753097018,0.004064366290643717,1.651907334452097e-05,-0.5112475116124751,-0.4781021897810219,-0.4710517584605176,True,8
28,-0.46582614465826144,-0.46549435965494357,0.00957014273513998,0.00033178500331787486,1.1008128842664223e-07,-0.47672528201725284,-0.4678168546781686,-0.44726277372262774,True,8
29,-0.43861977438619776,-0.45296947577969476,0.009853162756788153,0.014349701393497005,0.0002059139300825299,-0.46489714664897147,-0.4581950895819509,-0.4378732581287326,True,8
30,-0.42733908427339085,-0.43720968812209693,0.015234812652836055,0.009870603848706083,9.742882033809134e-05,-0.45248838752488385,-0.4422694094226941,-0.40567352355673525,True,8
31,-0.4359654943596549,-0.4274220305242203,0.012300400435021234,0.00854346383543464,7.299077430737956e-05,-0.44878898473788986,-0.4256801592568016,-0.4137524883875249,True,8
32,-0.39482415394824155,-0.40436297279362976,0.011473898242433465,0.009538818845388208,9.098906496513323e-05,-0.4150464499004645,-0.40809555408095555,-0.3814034505640345,True,8
33,-0.3039150630391506,-0.3092236230922362,0.009295902937041732,0.005308560053085609,2.8180809837216287e-05,-0.3176177836761779,-0.31220968812209693,-0.2929827471798275,True,8
34,-0.2833443928334439,-0.27339084273390846,0.01460984661997611,0.009953550099535469,9.907315958396253e-05,-0.288735899137359,-0.278699402786994,-0.244907100199071,True,8
35,-0.1619110816191108,-0.1661413404114134,0.011550395728828678,0.004230258792302599,1.7895089449853446e-05,-0.1842899800928998,-0.165892501658925,-0.15,True,8
36,-0.0776376907763769,-0.09671532846715328,0.017514823165618868,0.019077637690776375,0.00036395625986053134,-0.12203052422030523,-0.09721300597213006,-0.06798274717982747,True,8
37,0.0617120106171201,0.06196084936960849,0.010263572133704435,0.00024883875248838533,6.192072473997589e-08,0.05054744525547445,0.0603848706038487,0.07631055076310551,True,8
38,0.0371599203715992,0.027538155275381553,0.018407341083848967,0.00962176509621765,9.257836356679223e-05,0.006867949568679496,0.02222959522229595,0.06119774386197744,True,8
39,0.28865295288652953,0.2894824153948241,0.011639696977630886,0.0008294625082945761,6.880080526663298e-07,0.2663735899137359,0.29462508294625084,0.3001327140013271,True,8
40,0.31917717319177175,0.33842070338420704,0.007359347383151571,0.0192435301924353,0.0003703134542671689,0.3277538155275382,0.3374253483742535,0.3512773722627737,False,8
41,0.3291307232913072,0.33949900464499005,0.016744257569151558,0.01036828135368284,0.00010750125822912726,0.3176509621765096,0.3400796284007963,0.3676841406768414,True,8
42,0.21566025215660253,0.23166887856668877,0.00985595540553885,0.01600862641008624,0.0002562761195377107,0.21478102189781023,0.23125414731254146,0.24678168546781687,True,8
43,0.26940942269409424,0.27446914399469147,0.021324608376471165,0.005059721300597231,2.5600779639717334e-05,0.2309721300597213,0.27936297279362976,0.2947080291970803,True,8
44,0.3795620437956204,0.38180159256801594,0.017085921011958497,0.0022395487723955165,5.015578703938265e-06,0.35315195753151957,0.38387524883875246,0.4041307232913073,True,8
45,0.3722627737226277,0.37159920371599203,0.013444458917952753,0.0006635700066356942,4.4032515370649527e-07,0.35700066357000665,0.37060384870603846,0.39578633045786327,True,8
46,0.33775713337757135,0.33302919708029194,0.011652398430954733,0.0047279362972794114,2.235338163113215e-05,0.31776708692767086,0.33377571333775713,0.3500165892501659,True,8
47,0.3151957531519575,0.31876244193762443,0.00962712650663179,0.003566688785666905,1.2721268893802062e-05,0.3003483742534837,0.3221632382216324,0.32823490378234904,True,8
48,0.28798938287989384,0.28433974784339744,0.014662494886519134,0.0036496350364964014,1.3319835899622089e-05,0.2688951559389516,0.27704047777040475,0.31005308560053085,True,8
49,0.19442601194426012,0.2004810882548109,0.015630692229788454,0.006055076310550772,3.6663949126593154e-05,0.17304246848042468,0.20072992700729927,0.2197246184472462,True,8
50,-0.0026542800265428003,0.0033178500331785,0.008491362901174339,0.0059721300597213,3.566633745022674e-05,-0.011877903118779032,0.006967485069674851,0.011828135368281353,True,8
51,0.030524220305242204,0.019077637690776375,0.012112424907944135,0.01144658261446583,0.0001310242535497914,0.0029197080291970805,0.019243530192435302,0.038072329130723295,True,8
52,-0.035169210351692105,-0.05167551426675514,0.014395177851718134,0.016506303915063032,0.0002724580689364252,-0.06972461844724619,-0.055076310550763105,-0.02859986728599867,True,8
53,-0.16921035169210352,-0.16224286662242865,0.008387010391350059,0.0069674850696748725,4.854584819614226e-05,-0.17370603848706037,-0.16357000663570007,-0.1491373589913736,True,8
54,-0.3238221632382216,-0.32490046449900467,0.016555830637626466,0.0010783012607830655,1.1627336090063487e-06,-0.34721300597213006,-0.3241539482415395,-0.30371599203715993,True,8
55,-0.39681486396814863,-0.3953218314532183,0.015447611886204868,0.0014930325149303258,2.2291460906391737e-06,-0.4130557398805574,-0.3951559389515594,-0.3723291307232913,True,8
56,-0.46648971466489714,-0.4708858659588587,0.01041793023148679,0.004396151293961537,1.932614619939969e-05,-0.48656270736562707,-0.47080291970802923,-0.45363304578633046,True,8
57,-0.46250829462508297,-0.4555408095554081,0.020989171405354626,0.0069674850696748725,4.854584819614226e-05,-0.49173855341738554,-0.45189117451891175,-0.4272063702720637,True,8
58,-0.47644326476443266,-0.4732083609820836,0.010850117874555544,0.0032349037823490856,1.046460248105642e-05,-0.49062707365627073,-0.47246184472461844,-0.4563702720637027,True,8
59,-0.5341738553417386,-0.536579296615793,0.014316580561357903,0.0024054412740543984,5.786147722924448e-06,-0.5567352355673524,-0.533178500331785,-0.5143994691439947,True,8
60,-0.5580623755806238,-0.5574817518248175,0.01342576737911369,0.0005806237558062533,3.371239458065596e-07,-0.5777040477770404,-0.5587259455872595,-0.5361479761114798,True,8
