unit_index,sample_mean,sample_std,q025,q500,q975,num_finite_samples
0,-0.275,0.10087120500916007,-0.393,-0.3,-0.127,8
1,-0.36,0.17435595774162693,-0.593,-0.4,-0.09399999999999999,8
2,-0.275,0.1066536450385077,-0.4,-0.28,-0.09399999999999999,8
3,-0.455,0.1522333734763833,-0.666,-0.5,-0.214,8
4,-0.275,0.11034038245356956,-0.426,-0.28,-0.06799999999999998,8
5,-0.305,0.17769355643916862,-0.553,-0.24,-0.06099999999999998,8
6,-0.33499999999999996,0.09367496997597598,-0.44,-0.36,-0.174,8
7,-0.32,0.14696938456699069,-0.572,-0.3,-0.16,8
8,-0.22,0.15748015748023622,-0.485,-0.2,-0.006999999999999993,8
9,-0.265,0.07984359711335656,-0.386,-0.26,-0.13399999999999998,8
10,-0.30999999999999994,0.07681145747868608,-0.36,-0.33999999999999997,-0.14799999999999996,8
11,-0.45,0.1705872210923198,-0.699,-0.48,-0.207,8
12,-0.185,0.03427827300200522,-0.23299999999999998,-0.2,-0.127,8
13,-0.22000000000000003,0.11135528725660043,-0.393,-0.2,-0.08,8
14,-0.27,0.1584297951775486,-0.591,-0.24,-0.09399999999999999,8
15,-0.24000000000000002,0.08944271909999159,-0.41200000000000003,-0.22,-0.16,8
16,-0.195,0.14756354563373705,-0.393,-0.22,0.059000000000000025,8
17,-0.31,0.23130067012440755,-0.56,-0.38,0.026000000000000016,8
18,-0.30500000000000005,0.22085062825357776,-0.638,-0.33999999999999997,0.07800000000000004,8
19,-0.26,0.14422205101855956,-0.473,-0.22,-0.053999999999999986,8
20,-0.29,0.12922847983320085,-0.44,-0.32,-0.06099999999999998,8
21,-0.395,0.26263091973337793,-0.6849999999999999,-0.44,0.14200000000000007,8
22,-0.17,0.14106735979665885,-0.41200000000000003,-0.12,-0.006999999999999993,8
23,-0.1,0.09591663046625439,-0.23299999999999998,-0.08,0.03300000000000001,8
24,-0.18,0.10770329614269007,-0.313,-0.2,0.019000000000000024,8
25,-0.3,0.1661324772583615,-0.48,-0.34,-0.00199999999999996,8
26,-0.29500000000000004,0.06910137480542626,-0.419,-0.30000000000000004,-0.207,8
27,-0.395,0.11213830746002902,-0.546,-0.42000000000000004,-0.214,8
28,-0.275,0.1362901317043901,-0.433,-0.28,-0.027999999999999973,8
29,-0.24000000000000002,0.12489995996796797,-0.426,-0.26,-0.04699999999999999,8
30,-0.20500000000000002,0.14620191517213446,-0.426,-0.14,-0.04699999999999999,8
31,-0.4,0.17435595774162696,-0.626,-0.4,-0.10799999999999997,8
32,-0.21,0.12449899597988733,-0.41200000000000003,-0.22,-0.04,8
33,-0.28500000000000003,0.10087120500916007,-0.433,-0.30000000000000004,-0.13399999999999998,8
34,-0.21000000000000002,0.1307669683062202,-0.419,-0.2,0.012000000000000028,8
35,-0.19,0.12609520212918493,-0.393,-0.14,-0.020999999999999977,8
36,-0.34,0.11832159566199232,-0.499,-0.36,-0.11499999999999996,8
37,-0.21000000000000002,0.16217274740226856,-0.485,-0.22,0.0,8
38,-0.265,0.11478240283248996,-0.45899999999999996,-0.22,-0.127,8
39,-0.12,0.0721110255092798,-0.2,-0.12,0.019000000000000024,8
40,-0.14,0.12328828005937953,-0.365,-0.12,0.026000000000000016,8
41,-0.325,0.1462019151721345,-0.532,-0.36,-0.06799999999999998,8
42,-0.305,0.18754999333511052,-0.572,-0.32,0.03100000000000005,8
43,-0.24,0.14966629547095764,-0.45899999999999996,-0.26,0.012000000000000028,8
44,-0.435,0.2024228247999716,-0.64,-0.5,-0.10799999999999997,8
45,-0.30000000000000004,0.1685229954635272,-0.546,-0.3,-0.053999999999999986,8
46,-0.27,0.12288205727444507,-0.473,-0.24,-0.10099999999999998,8
47,-0.335,0.14688430821568382,-0.506,-0.38,-0.04899999999999995,8
48,-0.2,0.12489995996796796,-0.36,-0.2,-0.006999999999999993,8
49,-0.29500000000000004,0.08930285549745877,-0.4,-0.32,-0.13399999999999998,8
50,-0.385,0.18648056198971516,-0.593,-0.42,-0.041999999999999954,8
51,-0.35,0.12124355652982143,-0.44,-0.38,-0.09599999999999995,8
52,-0.32,0.15099668870541502,-0.546,-0.32,-0.127,8
53,-0.385,0.11821590417536888,-0.513,-0.42,-0.181,8
54,-0.20500000000000002,0.08108637370113428,-0.28,-0.24000000000000002,-0.087,8
55,-0.30000000000000004,0.14282856857085702,-0.513,-0.30000000000000004,-0.06799999999999998,8
56,-0.16499999999999998,0.08351646544245032,-0.24,-0.2,-0.013999999999999986,8
57,-0.225,0.08470537173048709,-0.379,-0.22,-0.12,8
58,-0.385,0.10185774393731682,-0.539,-0.4,-0.214,8
59,-0.32499999999999996,0.10851267207105353,-0.473,-0.33999999999999997,-0.167,8
60,-0.24500000000000002,0.11213830746002904,-0.393,-0.26,-0.08,8
61,-0.26,0.12328828005937952,-0.426,-0.26,-0.06099999999999998,8
62,-0.20500000000000002,0.10851267207105353,-0.346,-0.22,0.005000000000000032,8
63,-0.23,0.13527749258468683,-0.45899999999999996,-0.2,-0.027999999999999973,8
64,-0.27,0.15588457268119899,-0.532,-0.24000000000000002,-0.053999999999999986,8
