view_code,view_label,component_rank,singular_value,energy_share,cumulative_energy_share,next_singular_ratio,matrix_kind,outcome_code,intervention_code,requested_start_date,resolved_start_week_end_date,start_index,node_count,transition_weeks
raw,Raw,1,304.2801534050105,0.267119851580095,0.267119851580095,1.6305761440385573,outcome_x,death_rate_100k_ge_2,complete_cov_ge_20,2020-03-01,2020-03-01,5,3014,115
raw,Raw,2,186.60898144344208,0.10046713007518224,0.36758698165527726,1.708020202687836,outcome_x,death_rate_100k_ge_2,complete_cov_ge_20,2020-03-01,2020-03-01,5,3014,115
raw,Raw,3,109.25455164393475,0.034438005409299234,0.4020249870645765,1.075542962486103,outcome_x,death_rate_100k_ge_2,complete_cov_ge_20,2020-03-01,2020-03-01,5,3014,115
raw,Raw,4,101.58083447582078,0.02977024878914082,0.4317952358537173,1.1463276204515238,outcome_x,death_rate_100k_ge_2,complete_cov_ge_20,2020-03-01,2020-03-01,5,3014,115
raw,Raw,5,88.61413845704023,0.022655046116625305,0.45445028197034265,1.2192110523744712,outcome_x,death_rate_100k_ge_2,complete_cov_ge_20,2020-03-01,2020-03-01,5,3014,115
raw,Raw,6,72.68154130038437,0.015240779105621534,0.4696910610759642,1.1431482729462275,outcome_x,death_rate_100k_ge_2,complete_cov_ge_20,2020-03-01,2020-03-01,5,3014,115
raw,Raw,7,63.58015230435749,0.011662778820707122,0.4813538398966713,1.0148186828706203,outcome_x,death_rate_100k_ge_2,complete_cov_ge_20,2020-03-01,2020-03-01,5,3014,115
raw,Raw,8,62.651736095859164,0.011324658941822748,0.49267849883849407,1.045893420753714,outcome_x,death_rate_100k_ge_2,complete_cov_ge_20,2020-03-01,2020-03-01,5,3014,115
raw,Raw,9,59.90260083165045,0.010352619908242837,0.5030311187467369,1.0725088692497113,outcome_x,death_rate_100k_ge_2,complete_cov_ge_20,2020-03-01,2020-03-01,5,3014,115
raw,Raw,10,55.852778983129674,0.009000123828332514,0.5120312425750694,1.0225119667049,outcome_x,death_rate_100k_ge_2,complete_cov_ge_20,2020-03-01,2020-03-01,5,3014,115
raw,Raw,11,54.623105451878736,0.008608186864796356,0.5206394294398657,1.0095160445934304,outcome_x,death_rate_100k_ge_2,complete_cov_ge_20,2020-03-01,2020-03-01,5,3014,115
raw,Raw,12,54.108209319127255,0.008446664307788263,0.529086093747654,1.0074185573049652,outcome_x,death_rate_100k_ge_2,complete_cov_ge_20,2020-03-01,2020-03-01,5,3014,115
raw,Raw,13,53.70976038388347,0.008322721100066873,0.5374088148477209,1.0129426882104926,outcome_x,death_rate_100k_ge_2,complete_cov_ge_20,2020-03-01,2020-03-01,5,3014,115
raw,Raw,14,53.02349383534167,0.008111395800774693,0.5455202106484955,1.023624875957726,outcome_x,death_rate_100k_ge_2,complete_cov_ge_20,2020-03-01,2020-03-01,5,3014,115
raw,Raw,15,51.79973160161013,0.007741300579899159,0.5532615112283947,1.005913553928948,outcome_x,death_rate_100k_ge_2,complete_cov_ge_20,2020-03-01,2020-03-01,5,3014,115
raw,Raw,16,51.49521188902179,0.007650549169081248,0.560912060397476,1.0082076544279168,outcome_x,death_rate_100k_ge_2,complete_cov_ge_20,2020-03-01,2020-03-01,5,3014,115
raw,Raw,17,51.07599774992931,0.007526492444392211,0.5684385528418682,1.012401923751345,outcome_x,death_rate_100k_ge_2,complete_cov_ge_20,2020-03-01,2020-03-01,5,3014,115
raw,Raw,18,50.450316768139636,0.007343222821054303,0.5757817756629224,1.0055150795133767,outcome_x,death_rate_100k_ge_2,complete_cov_ge_20,2020-03-01,2020-03-01,5,3014,115
raw,Raw,19,50.173605345188136,0.007262891068736309,0.5830446667316588,1.0061385675716625,outcome_x,death_rate_100k_ge_2,complete_cov_ge_20,2020-03-01,2020-03-01,5,3014,115
raw,Raw,20,49.86749038582551,0.00717453794576152,0.5902192046774203,1.0086063742533993,outcome_x,death_rate_100k_ge_2,complete_cov_ge_20,2020-03-01,2020-03-01,5,3014,115
raw,Raw,21,49.44197425158941,0.007052620576136956,0.5972718252535573,1.013249130721224,outcome_x,death_rate_100k_ge_2,complete_cov_ge_20,2020-03-01,2020-03-01,5,3014,115
raw,Raw,22,48.795476603465666,0.006869387891172688,0.6041412131447299,1.009674318888823,outcome_x,death_rate_100k_ge_2,complete_cov_ge_20,2020-03-01,2020-03-01,5,3014,115
raw,Raw,23,48.32793673227873,0.006738378779605713,0.6108795919243356,1.001921523049818,outcome_x,death_rate_100k_ge_2,complete_cov_ge_20,2020-03-01,2020-03-01,5,3014,115
raw,Raw,24,48.23525158454526,0.006712557327902762,0.6175921492522384,1.00762043078562,outcome_x,death_rate_100k_ge_2,complete_cov_ge_20,2020-03-01,2020-03-01,5,3014,115
raw,Raw,25,47.87045807213067,0.0066114098151686925,0.6242035590674071,1.0012609077006767,outcome_x,death_rate_100k_ge_2,complete_cov_ge_20,2020-03-01,2020-03-01,5,3014,115
raw,Raw,26,47.81017385574527,0.006594768541347881,0.630798327608755,1.0080894154221607,outcome_x,death_rate_100k_ge_2,complete_cov_ge_20,2020-03-01,2020-03-01,5,3014,115
raw,Raw,27,47.426521025145036,0.00648935373055747,0.6372876813393125,1.0051557257424792,outcome_x,death_rate_100k_ge_2,complete_cov_ge_20,2020-03-01,2020-03-01,5,3014,115
raw,Raw,28,47.18325709194209,0.006422953030219277,0.6437106343695317,1.0029541324652953,outcome_x,death_rate_100k_ge_2,complete_cov_ge_20,2020-03-01,2020-03-01,5,3014,115
raw,Raw,29,47.04428205102863,0.0063851720195514695,0.6500958063890832,1.0063230517196329,outcome_x,death_rate_100k_ge_2,complete_cov_ge_20,2020-03-01,2020-03-01,5,3014,115
raw,Raw,30,46.748687680996724,0.006305183923993467,0.6564009903130766,1.0084957233295888,outcome_x,death_rate_100k_ge_2,complete_cov_ge_20,2020-03-01,2020-03-01,5,3014,115
raw,Raw,31,46.354869534452824,0.006199399698670388,0.662600390011747,1.001452331363895,outcome_x,death_rate_100k_ge_2,complete_cov_ge_20,2020-03-01,2020-03-01,5,3014,115
raw,Raw,32,46.287644536531594,0.0061814316861611126,0.6687818216979081,1.0092135481351197,outcome_x,death_rate_100k_ge_2,complete_cov_ge_20,2020-03-01,2020-03-01,5,3014,115
