cohort_label,source_type,source_name,source_slug,statistic_name,num_trials,mean,sample_std,standard_error,q025,q500,q975
hybrid,fit,alternating_rank_5_uv_1_e2_beta_mask,fit_alternating_rank_5_uv_1_e2_beta_mask,beta_estimate,10,-0.29725681266319504,0.007094660146761677,0.0022435285288591364,-0.3056043324779056,-0.29626912982956444,-0.2869277667230566
hybrid,fit,alternating_rank_5_uv_1_e2_beta_mask,fit_alternating_rank_5_uv_1_e2_beta_mask,eta_estimate,10,0.29744041080910566,0.003782877596873017,0.0011962509315742987,0.29357974654874924,0.29775791523532424,0.30358007063202275
hybrid,fit,alternating_rank_5_uv_1_e2_beta_mask,fit_alternating_rank_5_uv_1_e2_beta_mask,field_rmse,10,0.26266844332598255,0.002136033700383969,0.0006754731652091023,0.2600292906674669,0.262324097542209,0.2661062005825218
hybrid,fit,alternating_rank_5_uv_1_e2_beta_mask,fit_alternating_rank_5_uv_1_e2_beta_mask,xi_estimate,10,0.8355955539328216,0.013550479140126574,0.004285037746939989,0.8190190316942487,0.8338294527429452,0.8613066201042299
hybrid,fit,alternating_rank_5_uv_1_e3_beta_mask,fit_alternating_rank_5_uv_1_e3_beta_mask,beta_estimate,10,-0.30999571380943314,0.00671703601626392,0.00212411329367778,-0.31782508320285235,-0.3099033660467012,-0.2999230855357978
hybrid,fit,alternating_rank_5_uv_1_e3_beta_mask,fit_alternating_rank_5_uv_1_e3_beta_mask,eta_estimate,10,0.2985955814486071,0.0038896920125870258,0.0012300286156339334,0.29463087759830725,0.29859070322860815,0.3052526524501333
hybrid,fit,alternating_rank_5_uv_1_e3_beta_mask,fit_alternating_rank_5_uv_1_e3_beta_mask,field_rmse,10,0.3875512436775003,0.23557735376243338,0.07449610030445264,0.27251758766318623,0.27556779937815695,0.8401090146756999
hybrid,fit,alternating_rank_5_uv_1_e3_beta_mask,fit_alternating_rank_5_uv_1_e3_beta_mask,xi_estimate,10,0.8406455222046576,0.01459647636082414,0.004615811111301002,0.8251915817446435,0.8406885211318124,0.8676971469039915
hybrid,fit,alternating_rank_5_uv_5_e2_beta_mask_xi_zero,fit_alternating_rank_5_uv_5_e2_beta_mask_xi_zero,beta_estimate,10,-0.3459832094536861,0.05394289473911982,0.017058241095833298,-0.3691331782426595,-0.3606804626546475,-0.23000200100918322
hybrid,fit,alternating_rank_5_uv_5_e2_beta_mask_xi_zero,fit_alternating_rank_5_uv_5_e2_beta_mask_xi_zero,eta_estimate,10,0.3060307938754335,0.0026285752461812904,0.0008312284779070692,0.30251373128316117,0.30587161645062255,0.31037413485139215
hybrid,fit,alternating_rank_5_uv_5_e2_beta_mask_xi_zero,fit_alternating_rank_5_uv_5_e2_beta_mask_xi_zero,field_rmse,10,0.24435390816412705,0.029019499999048633,0.009176771655624779,0.23367983385488067,0.235014253177997,0.3069177661626023
hybrid,fit,alternating_rank_5_uv_5_e2_beta_mask_xi_zero,fit_alternating_rank_5_uv_5_e2_beta_mask_xi_zero,xi_estimate,10,0.0,0.0,0.0,0.0,0.0,0.0
hybrid,fit,alternating_rank_5_uv_5_e3_beta_mask,fit_alternating_rank_5_uv_5_e3_beta_mask,beta_estimate,10,-0.30439886430589286,0.007285964307230212,0.0023040242161538283,-0.31317266442378466,-0.30355873580228787,-0.2938547024118669
hybrid,fit,alternating_rank_5_uv_5_e3_beta_mask,fit_alternating_rank_5_uv_5_e3_beta_mask,eta_estimate,10,0.29819283437488886,0.003885162328503506,0.0012285962037554398,0.2942184858571238,0.2985053628750741,0.304533023051864
hybrid,fit,alternating_rank_5_uv_5_e3_beta_mask,fit_alternating_rank_5_uv_5_e3_beta_mask,field_rmse,10,0.26965257069461224,0.002689288020978762,0.000850427543049957,0.26640204047130545,0.26876187373463695,0.27390234257374485
hybrid,fit,alternating_rank_5_uv_5_e3_beta_mask,fit_alternating_rank_5_uv_5_e3_beta_mask,xi_estimate,10,0.8390935388940963,0.013561244439235991,0.004288442033427864,0.8225692893643455,0.8375719148609655,0.864758112876545
hybrid,fit,base,fit_base,beta_estimate,10,-0.09723647364506517,0.0023578767516111055,0.0007456260977050185,-0.10105212169216787,-0.09687607104935736,-0.0938859377568534
hybrid,fit,base,fit_base,eta_estimate,10,0.278070509194914,0.005579455483916679,0.0017643787432693667,0.26995913722249526,0.27828005706201514,0.2871013079313129
hybrid,fit,base,fit_base,field_rmse,10,0.4,3.204937810639273e-17,1.0134903240813529e-17,0.39999999999999997,0.4,0.4000000000000001
hybrid,fit,base,fit_base,xi_estimate,10,0.8125390251230173,0.011579896214132317,0.0036618847105019015,0.7996603369865004,0.8116862360837941,0.834591216887379
