experiment_name,experiment_path,intervention_name,intervention_slug,source_kind,N,T,s,e,output_path,activation_scope,unit_index,start_step
synth_no_interference_1,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_1,no_intervention,no_intervention,full_on,500,50,50,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_1/intervention_library/no_intervention,no_time,,
synth_no_interference_1,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_1,all_intervention,all_intervention,full_on,500,50,0,1,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_1/intervention_library/all_intervention,all_time,,
synth_no_interference_2,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_2,no_intervention,no_intervention,full_on,500,50,50,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_2/intervention_library/no_intervention,no_time,,
synth_no_interference_2,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_2,all_intervention,all_intervention,full_on,500,50,0,1,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_2/intervention_library/all_intervention,all_time,,
synth_no_interference_3,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_3,no_intervention,no_intervention,full_on,500,50,50,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_3/intervention_library/no_intervention,no_time,,
synth_no_interference_3,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_3,all_intervention,all_intervention,full_on,500,50,0,1,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_3/intervention_library/all_intervention,all_time,,
synth_no_interference_4,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_4,no_intervention,no_intervention,full_on,500,50,50,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_4/intervention_library/no_intervention,no_time,,
synth_no_interference_4,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_4,all_intervention,all_intervention,full_on,500,50,0,1,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_4/intervention_library/all_intervention,all_time,,
synth_no_interference_5,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_5,no_intervention,no_intervention,full_on,500,50,50,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_5/intervention_library/no_intervention,no_time,,
synth_no_interference_5,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_5,all_intervention,all_intervention,full_on,500,50,0,1,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_5/intervention_library/all_intervention,all_time,,
