experiment_name,experiment_slug,descriptor,experiment_path,intervention_source,graph_source,field_mode,variant_name,variant_slug,fit_path,N,T,s,latent_rank,optimizer_mode,lambda_nuclear,lambda_frobenius,lambda_uv_ridge,fixed_scalar_params,status
synth_no_interference_1,synth_no_interference_1,synth_no_interference_1,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_1,generated,generated,confounded_low_rank,alternating_rank_3_uv_5_e2,alternating_rank_3_uv_5_e2,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_1/fits/alternating_rank_3_uv_5_e2,500,50,0,3,alternating_latent_rank,0.0,0.0,0.05,{},completed
synth_no_interference_1,synth_no_interference_1,synth_no_interference_1,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_1,generated,generated,confounded_low_rank,alternating_rank_3_uv_5_e2_xi_zero,alternating_rank_3_uv_5_e2_xi_zero,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_1/fits/alternating_rank_3_uv_5_e2_xi_zero,500,50,0,3,alternating_latent_rank,0.0,0.0,0.05,{'xi': 0.0},completed
synth_no_interference_1,synth_no_interference_1,synth_no_interference_1,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_1,generated,generated,confounded_low_rank,base,base,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_1/fits/base,500,50,0,0,no_external_field,0.0,0.0,0.0,{},completed
synth_no_interference_2,synth_no_interference_2,synth_no_interference_2,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_2,generated,generated,confounded_low_rank,alternating_rank_3_uv_5_e2,alternating_rank_3_uv_5_e2,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_2/fits/alternating_rank_3_uv_5_e2,500,50,0,3,alternating_latent_rank,0.0,0.0,0.05,{},completed
synth_no_interference_2,synth_no_interference_2,synth_no_interference_2,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_2,generated,generated,confounded_low_rank,alternating_rank_3_uv_5_e2_xi_zero,alternating_rank_3_uv_5_e2_xi_zero,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_2/fits/alternating_rank_3_uv_5_e2_xi_zero,500,50,0,3,alternating_latent_rank,0.0,0.0,0.05,{'xi': 0.0},completed
synth_no_interference_2,synth_no_interference_2,synth_no_interference_2,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_2,generated,generated,confounded_low_rank,base,base,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_2/fits/base,500,50,0,0,no_external_field,0.0,0.0,0.0,{},completed
synth_no_interference_3,synth_no_interference_3,synth_no_interference_3,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_3,generated,generated,confounded_low_rank,alternating_rank_3_uv_5_e2,alternating_rank_3_uv_5_e2,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_3/fits/alternating_rank_3_uv_5_e2,500,50,0,3,alternating_latent_rank,0.0,0.0,0.05,{},completed
synth_no_interference_3,synth_no_interference_3,synth_no_interference_3,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_3,generated,generated,confounded_low_rank,alternating_rank_3_uv_5_e2_xi_zero,alternating_rank_3_uv_5_e2_xi_zero,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_3/fits/alternating_rank_3_uv_5_e2_xi_zero,500,50,0,3,alternating_latent_rank,0.0,0.0,0.05,{'xi': 0.0},completed
synth_no_interference_3,synth_no_interference_3,synth_no_interference_3,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_3,generated,generated,confounded_low_rank,base,base,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_3/fits/base,500,50,0,0,no_external_field,0.0,0.0,0.0,{},completed
synth_no_interference_4,synth_no_interference_4,synth_no_interference_4,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_4,generated,generated,confounded_low_rank,alternating_rank_3_uv_5_e2,alternating_rank_3_uv_5_e2,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_4/fits/alternating_rank_3_uv_5_e2,500,50,0,3,alternating_latent_rank,0.0,0.0,0.05,{},completed
synth_no_interference_4,synth_no_interference_4,synth_no_interference_4,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_4,generated,generated,confounded_low_rank,alternating_rank_3_uv_5_e2_xi_zero,alternating_rank_3_uv_5_e2_xi_zero,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_4/fits/alternating_rank_3_uv_5_e2_xi_zero,500,50,0,3,alternating_latent_rank,0.0,0.0,0.05,{'xi': 0.0},completed
synth_no_interference_4,synth_no_interference_4,synth_no_interference_4,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_4,generated,generated,confounded_low_rank,base,base,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_4/fits/base,500,50,0,0,no_external_field,0.0,0.0,0.0,{},completed
synth_no_interference_5,synth_no_interference_5,synth_no_interference_5,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_5,generated,generated,confounded_low_rank,alternating_rank_3_uv_5_e2,alternating_rank_3_uv_5_e2,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_5/fits/alternating_rank_3_uv_5_e2,500,50,0,3,alternating_latent_rank,0.0,0.0,0.05,{},completed
synth_no_interference_5,synth_no_interference_5,synth_no_interference_5,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_5,generated,generated,confounded_low_rank,alternating_rank_3_uv_5_e2_xi_zero,alternating_rank_3_uv_5_e2_xi_zero,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_5/fits/alternating_rank_3_uv_5_e2_xi_zero,500,50,0,3,alternating_latent_rank,0.0,0.0,0.05,{'xi': 0.0},completed
synth_no_interference_5,synth_no_interference_5,synth_no_interference_5,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_5,generated,generated,confounded_low_rank,base,base,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_5/fits/base,500,50,0,0,no_external_field,0.0,0.0,0.0,{},completed
synth_no_interference_6,synth_no_interference_6,synth_no_interference_6,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_6,generated,generated,confounded_low_rank,alternating_rank_3_uv_5_e2,alternating_rank_3_uv_5_e2,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_6/fits/alternating_rank_3_uv_5_e2,500,50,0,3,alternating_latent_rank,0.0,0.0,0.05,{},completed
synth_no_interference_6,synth_no_interference_6,synth_no_interference_6,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_6,generated,generated,confounded_low_rank,alternating_rank_3_uv_5_e2_xi_zero,alternating_rank_3_uv_5_e2_xi_zero,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_6/fits/alternating_rank_3_uv_5_e2_xi_zero,500,50,0,3,alternating_latent_rank,0.0,0.0,0.05,{'xi': 0.0},completed
synth_no_interference_6,synth_no_interference_6,synth_no_interference_6,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_6,generated,generated,confounded_low_rank,base,base,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_6/fits/base,500,50,0,0,no_external_field,0.0,0.0,0.0,{},completed
synth_no_interference_7,synth_no_interference_7,synth_no_interference_7,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_7,generated,generated,confounded_low_rank,alternating_rank_3_uv_5_e2,alternating_rank_3_uv_5_e2,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_7/fits/alternating_rank_3_uv_5_e2,500,50,0,3,alternating_latent_rank,0.0,0.0,0.05,{},completed
synth_no_interference_7,synth_no_interference_7,synth_no_interference_7,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_7,generated,generated,confounded_low_rank,alternating_rank_3_uv_5_e2_xi_zero,alternating_rank_3_uv_5_e2_xi_zero,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_7/fits/alternating_rank_3_uv_5_e2_xi_zero,500,50,0,3,alternating_latent_rank,0.0,0.0,0.05,{'xi': 0.0},completed
synth_no_interference_7,synth_no_interference_7,synth_no_interference_7,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_7,generated,generated,confounded_low_rank,base,base,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_7/fits/base,500,50,0,0,no_external_field,0.0,0.0,0.0,{},completed
synth_no_interference_8,synth_no_interference_8,synth_no_interference_8,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_8,generated,generated,confounded_low_rank,alternating_rank_3_uv_5_e2,alternating_rank_3_uv_5_e2,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_8/fits/alternating_rank_3_uv_5_e2,500,50,0,3,alternating_latent_rank,0.0,0.0,0.05,{},completed
synth_no_interference_8,synth_no_interference_8,synth_no_interference_8,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_8,generated,generated,confounded_low_rank,alternating_rank_3_uv_5_e2_xi_zero,alternating_rank_3_uv_5_e2_xi_zero,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_8/fits/alternating_rank_3_uv_5_e2_xi_zero,500,50,0,3,alternating_latent_rank,0.0,0.0,0.05,{'xi': 0.0},completed
synth_no_interference_8,synth_no_interference_8,synth_no_interference_8,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_8,generated,generated,confounded_low_rank,base,base,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_8/fits/base,500,50,0,0,no_external_field,0.0,0.0,0.0,{},completed
synth_no_interference_9,synth_no_interference_9,synth_no_interference_9,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_9,generated,generated,confounded_low_rank,alternating_rank_3_uv_5_e2,alternating_rank_3_uv_5_e2,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_9/fits/alternating_rank_3_uv_5_e2,500,50,0,3,alternating_latent_rank,0.0,0.0,0.05,{},completed
