start_index,seed,initialization_kind,initial_mple_loss,initial_penalized_objective,final_mple_loss,final_penalized_objective,iterations,cost_evaluations,success,message,is_best
0,0,random,0.7925369066231476,0.792934354386899,0.5988133456887035,0.6314129479315794,231,1618,True,CONVERGED: alternating objective tolerance reached,True
