variable,rule,positive_share,variance,transition_rate,weeks,counties
outcome,death_rate_100k >= 2,0.37606135840843485,0.9385568524817502,0.2817093274631551,102,3009
intervention,complete_cov >= 40,0.29071282883376015,0.8247955199409323,0.0085420306736556,102,3009
