source_type,source_name,source_slug,run_name,run_slug,treated_intervention_slug,control_intervention_slug,s,gte,gte_post_s
fit,alternating_rank_8_uv_1_e2_beta_mask_xi_zero,fit_alternating_rank_8_uv_1_e2_beta_mask_xi_zero,default,default,all_intervention_from_s,no_intervention,50,-0.41276650991027375,-0.7294484712367924
fit,alternating_rank_8_uv_5_e3_beta_mask,fit_alternating_rank_8_uv_5_e3_beta_mask,default,default,all_intervention_from_s,no_intervention,50,-0.4975346931709991,-0.881457046603032
fit,base,fit_base,default,default,all_intervention_from_s,no_intervention,50,-0.2433520383139552,-0.43134475014037055
truth,truth,truth,default,default,all_intervention_from_s,no_intervention,50,-0.5122976832751508,-0.9037402378643256
