start_index,seed,initialization_kind,initial_mple_loss,initial_penalized_objective,final_mple_loss,final_penalized_objective,iterations,cost_evaluations,success,message,is_best
0,0,random,0.6939646213809573,0.6943711350638967,0.5618503070001771,0.5730818402318711,1523,10662,True,CONVERGED: alternating objective tolerance reached,True
