source_type,source_name,source_slug,run_name,run_slug,treated_intervention_slug,control_intervention_slug,s,gte,gte_post_s
fit,alternating_rank_3_uv_1_e1,fit_alternating_rank_3_uv_1_e1,default,default,all_intervention_from_s,no_intervention,0,0.39832,0.39832
fit,alternating_rank_3_uv_1_e2,fit_alternating_rank_3_uv_1_e2,default,default,all_intervention_from_s,no_intervention,0,0.35373,0.35373
fit,alternating_rank_3_uv_5_e2,fit_alternating_rank_3_uv_5_e2,default,default,all_intervention_from_s,no_intervention,0,0.37504000000000004,0.37504000000000004
fit,snn_8nn_u_mr1,fit_snn_8nn_u_mr1,default,default,all_intervention_from_s,no_intervention,0,0.17773380952380954,0.17773380952380954
fit,snn_8nn_u_mr2,fit_snn_8nn_u_mr2,default,default,all_intervention_from_s,no_intervention,0,0.17770942993129119,0.17770942993129119
fit,snn_8nn_u_mr4,fit_snn_8nn_u_mr4,default,default,all_intervention_from_s,no_intervention,0,0.17770942993129119,0.17770942993129119
truth,truth,truth,default,default,all_intervention_from_s,no_intervention,0,0.33599000000000007,0.33599000000000007
