statistic,sample_mean,sample_std,q025,q500,q975,num_finite_samples
overall_mean_magnetization,0.1875,0.008748828493004075,0.17105,0.18952000000000002,0.197384,8
post_intervention_mean_magnetization,0.1875,0.008748828493004075,0.17105,0.18952000000000002,0.197384,8
