source_type,source_name,source_slug,run_name,run_slug,treated_intervention_slug,control_intervention_slug,s,gte,gte_post_s
fit,alternating_rank_5_uv_1_e3_beta_mask,fit_alternating_rank_5_uv_1_e3_beta_mask,default,default,all_intervention_from_s,no_intervention,50,-0.5548902224402066,-0.9776478995457097
fit,alternating_rank_5_uv_5_e2_beta_mask_xi_zero,fit_alternating_rank_5_uv_5_e2_beta_mask_xi_zero,default,default,all_intervention_from_s,no_intervention,50,-0.42291985228354634,-0.7478969935174316
fit,base,fit_base,default,default,all_intervention_from_s,no_intervention,50,-0.29680981506592424,-0.5302473074370884
truth,truth,truth,default,default,all_intervention_from_s,no_intervention,50,-0.5635433195810853,-0.9968123117758154
