experiment_name,experiment_slug,execution_mode,search_name,search_slug,split_kind,outer_num_folds,test_fold_id,candidate_name,candidate_slug,candidate_index,optimizer_mode,cv_fold_id,num_training_slots,num_validation_slots,num_post_s_validation_slots,fit_path,status,fit_loss,validation_loss,validation_brier_score,validation_ece,post_s_validation_loss,post_s_validation_brier_score,post_s_validation_ece,validation_mean_magnetization_abs_diff,validation_observed_mean_magnetization,validation_sampled_mean_magnetization_mean,post_s_validation_mean_magnetization_abs_diff,post_s_validation_observed_mean_magnetization,post_s_validation_sampled_mean_magnetization_mean
no_interference_confounding_beta_020,no_interference_confounding_beta_020,cv,default,default,train_cv,6,1,default__candidate_0001,default_candidate_0001,1,alternating_latent_rank,1,14550,3140,3140,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticSNN/no_interference_confounding_beta_020/cv_runs/default/candidates/default_candidate_0001/fold_1,completed,0.46251168173835955,0.6830492967870302,0.20833013695653754,0.08088163456407288,0.6830492967870302,0.20833013695653754,0.08088163456407288,0.02177547770700637,0.01019108280254777,-0.0115843949044586,0.02177547770700637,0.01019108280254777,-0.0115843949044586
no_interference_confounding_beta_020,no_interference_confounding_beta_020,cv,default,default,train_cv,6,1,default__candidate_0001,default_candidate_0001,1,alternating_latent_rank,2,14536,3142,3142,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticSNN/no_interference_confounding_beta_020/cv_runs/default/candidates/default_candidate_0001/fold_2,completed,0.46758896060305793,0.6885822725190672,0.2121181791828799,0.0887016139950839,0.6885822725190672,0.2121181791828799,0.0887016139950839,0.010502864417568428,0.007001909611712286,-0.003500954805856143,0.010502864417568428,0.007001909611712286,-0.003500954805856143
no_interference_confounding_beta_020,no_interference_confounding_beta_020,cv,default,default,train_cv,6,1,default__candidate_0001,default_candidate_0001,1,alternating_latent_rank,3,14544,3146,3146,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticSNN/no_interference_confounding_beta_020/cv_runs/default/candidates/default_candidate_0001/fold_3,completed,0.4606183273114793,0.7453685205826127,0.22320859175577293,0.09448488439662596,0.7453685205826127,0.22320859175577293,0.09448488439662596,0.015813731722822633,0.0025429116338207248,-0.01327082008900191,0.015813731722822633,0.0025429116338207248,-0.01327082008900191
no_interference_confounding_beta_020,no_interference_confounding_beta_020,cv,default,default,train_cv,6,1,default__candidate_0001,default_candidate_0001,1,alternating_latent_rank,4,14542,3146,3146,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticSNN/no_interference_confounding_beta_020/cv_runs/default/candidates/default_candidate_0001/fold_4,completed,0.46656090710057735,0.7450501354850138,0.21163329721166402,0.07380167572441476,0.7450501354850138,0.21163329721166402,0.07380167572441476,0.014462809917355372,-0.012714558169103624,0.001748251748251748,0.014462809917355372,-0.012714558169103624,0.001748251748251748
no_interference_confounding_beta_020,no_interference_confounding_beta_020,cv,default,default,train_cv,6,1,default__candidate_0001,default_candidate_0001,1,alternating_latent_rank,5,14541,3146,3146,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticSNN/no_interference_confounding_beta_020/cv_runs/default/candidates/default_candidate_0001/fold_5,completed,0.46146325012751854,0.7335786753420329,0.21751014510036099,0.08512390144068015,0.7335786753420329,0.21751014510036099,0.08512390144068015,0.023005403687221867,0.019707565162110616,-0.0032978385251112518,0.023005403687221867,0.019707565162110616,-0.0032978385251112518
no_interference_confounding_beta_020,no_interference_confounding_beta_020,cv,default,default,train_cv,6,1,default__candidate_0001,default_candidate_0001,1,alternating_latent_rank,6,14549,3140,3140,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticSNN/no_interference_confounding_beta_020/cv_runs/default/candidates/default_candidate_0001/fold_6,completed,0.4598804084338694,0.7352709168506177,0.22071056953019177,0.09671206556759737,0.7352709168506177,0.22071056953019177,0.09671206556759737,0.025039808917197454,-0.014012738853503185,0.011027070063694269,0.025039808917197454,-0.014012738853503185,0.011027070063694269
no_interference_confounding_beta_020,no_interference_confounding_beta_020,cv,default,default,train_cv,6,1,default__candidate_0001,default_candidate_0001,1,alternating_latent_rank,7,14552,3140,3140,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticSNN/no_interference_confounding_beta_020/cv_runs/default/candidates/default_candidate_0001/fold_7,completed,0.4581714813244526,0.7381497710900525,0.21757279221761278,0.0944290981510557,0.7381497710900525,0.21757279221761278,0.0944290981510557,0.01675955414012739,-0.025477707006369428,-0.00871815286624204,0.01675955414012739,-0.025477707006369428,-0.00871815286624204
no_interference_confounding_beta_020,no_interference_confounding_beta_020,cv,default,default,train_cv,6,1,default__candidate_0002,default_candidate_0002,2,alternating_latent_rank,1,14550,3140,3140,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticSNN/no_interference_confounding_beta_020/cv_runs/default/candidates/default_candidate_0002/fold_1,completed,0.46865169201554885,0.6204032431913493,0.20342281719591876,0.06709124203911848,0.6204032431913493,0.20342281719591876,0.06709124203911848,0.019506369426751595,0.01019108280254777,-0.009315286624203823,0.019506369426751595,0.01019108280254777,-0.009315286624203823
no_interference_confounding_beta_020,no_interference_confounding_beta_020,cv,default,default,train_cv,6,1,default__candidate_0002,default_candidate_0002,2,alternating_latent_rank,2,14536,3142,3142,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticSNN/no_interference_confounding_beta_020/cv_runs/default/candidates/default_candidate_0002/fold_2,completed,0.47438005362093427,0.6213963095564136,0.2071675404095299,0.07592561083977645,0.6213963095564136,0.2071675404095299,0.07592561083977645,0.009388924252068748,0.007001909611712286,-0.0023870146403564612,0.009388924252068748,0.007001909611712286,-0.0023870146403564612
no_interference_confounding_beta_020,no_interference_confounding_beta_020,cv,default,default,train_cv,6,1,default__candidate_0002,default_candidate_0002,2,alternating_latent_rank,3,14544,3146,3146,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticSNN/no_interference_confounding_beta_020/cv_runs/default/candidates/default_candidate_0002/fold_3,completed,0.46682236400470883,0.66266800806924,0.21728265599958974,0.08398696852666614,0.66266800806924,0.21728265599958974,0.08398696852666614,0.012078830260648444,0.0025429116338207248,-0.009535918626827719,0.012078830260648444,0.0025429116338207248,-0.009535918626827719
no_interference_confounding_beta_020,no_interference_confounding_beta_020,cv,default,default,train_cv,6,1,default__candidate_0002,default_candidate_0002,2,alternating_latent_rank,4,14542,3146,3146,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticSNN/no_interference_confounding_beta_020/cv_runs/default/candidates/default_candidate_0002/fold_4,completed,0.4737491705416506,0.6347715375088141,0.20535235935685578,0.0637113975806315,0.6347715375088141,0.20535235935685578,0.0637113975806315,0.014939605848696759,-0.012714558169103624,0.002225047679593134,0.014939605848696759,-0.012714558169103624,0.002225047679593134
no_interference_confounding_beta_020,no_interference_confounding_beta_020,cv,default,default,train_cv,6,1,default__candidate_0002,default_candidate_0002,2,alternating_latent_rank,5,14541,3146,3146,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticSNN/no_interference_confounding_beta_020/cv_runs/default/candidates/default_candidate_0002/fold_5,completed,0.4683190566562116,0.6385881706188975,0.2106287360740088,0.07393693322639952,0.6385881706188975,0.2106287360740088,0.07393693322639952,0.019469167196439922,0.019707565162110616,0.00023839796567069315,0.019469167196439922,0.019707565162110616,0.00023839796567069315
no_interference_confounding_beta_020,no_interference_confounding_beta_020,cv,default,default,train_cv,6,1,default__candidate_0002,default_candidate_0002,2,alternating_latent_rank,6,14549,3140,3140,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticSNN/no_interference_confounding_beta_020/cv_runs/default/candidates/default_candidate_0002/fold_6,completed,0.466980756370519,0.6495893669441627,0.2143606386356251,0.08411947160262934,0.6495893669441627,0.2143606386356251,0.08411947160262934,0.026313694267515925,-0.014012738853503185,0.01230095541401274,0.026313694267515925,-0.014012738853503185,0.01230095541401274
no_interference_confounding_beta_020,no_interference_confounding_beta_020,cv,default,default,train_cv,6,1,default__candidate_0002,default_candidate_0002,2,alternating_latent_rank,7,14552,3140,3140,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticSNN/no_interference_confounding_beta_020/cv_runs/default/candidates/default_candidate_0002/fold_7,completed,0.46521708639034076,0.6476784315238011,0.21129988067310185,0.08297771018032497,0.6476784315238011,0.21129988067310185,0.08297771018032497,0.018113057324840767,-0.025477707006369428,-0.0073646496815286625,0.018113057324840767,-0.025477707006369428,-0.0073646496815286625
no_interference_confounding_beta_020,no_interference_confounding_beta_020,cv,default,default,train_cv,6,1,default__candidate_0003,default_candidate_0003,3,alternating_latent_rank,1,14550,3140,3140,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticSNN/no_interference_confounding_beta_020/cv_runs/default/candidates/default_candidate_0003/fold_1,completed,0.4724262126923771,0.6023383190983836,0.2013797115334072,0.05793876103106694,0.6023383190983836,0.2013797115334072,0.05793876103106694,0.018391719745222933,0.01019108280254777,-0.008200636942675161,0.018391719745222933,0.01019108280254777,-0.008200636942675161
no_interference_confounding_beta_020,no_interference_confounding_beta_020,cv,default,default,train_cv,6,1,default__candidate_0003,default_candidate_0003,3,alternating_latent_rank,2,14536,3142,3142,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticSNN/no_interference_confounding_beta_020/cv_runs/default/candidates/default_candidate_0003/fold_2,completed,0.4780845653034241,0.605001570609538,0.20486925453511742,0.06941716971598927,0.605001570609538,0.20486925453511742,0.06941716971598927,0.009468491406747295,0.007001909611712286,-0.00246658179503501,0.009468491406747295,0.007001909611712286,-0.00246658179503501
no_interference_confounding_beta_020,no_interference_confounding_beta_020,cv,default,default,train_cv,6,1,default__candidate_0003,default_candidate_0003,3,alternating_latent_rank,3,14544,3146,3146,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticSNN/no_interference_confounding_beta_020/cv_runs/default/candidates/default_candidate_0003/fold_3,completed,0.47089244876873104,0.6373198106400626,0.21408787846706254,0.07599252252309392,0.6373198106400626,0.21408787846706254,0.07599252252309392,0.010529243483788938,0.0025429116338207248,-0.007986331849968213,0.010529243483788938,0.0025429116338207248,-0.007986331849968213
no_interference_confounding_beta_020,no_interference_confounding_beta_020,cv,default,default,train_cv,6,1,default__candidate_0003,default_candidate_0003,3,alternating_latent_rank,4,14542,3146,3146,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticSNN/no_interference_confounding_beta_020/cv_runs/default/candidates/default_candidate_0003/fold_4,completed,0.4778859678182823,0.6103516947443165,0.20285502456942273,0.0535209155477601,0.6103516947443165,0.20285502456942273,0.0535209155477601,0.015058804831532106,-0.012714558169103624,0.0023442466624284805,0.015058804831532106,-0.012714558169103624,0.0023442466624284805
no_interference_confounding_beta_020,no_interference_confounding_beta_020,cv,default,default,train_cv,6,1,default__candidate_0003,default_candidate_0003,3,alternating_latent_rank,5,14541,3146,3146,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticSNN/no_interference_confounding_beta_020/cv_runs/default/candidates/default_candidate_0003/fold_5,completed,0.4722613199817113,0.6161847710245996,0.20772002502581188,0.06589596683008775,0.6161847710245996,0.20772002502581188,0.06589596683008775,0.019429434202161474,0.019707565162110616,0.00027813095994914114,0.019429434202161474,0.019707565162110616,0.00027813095994914114
no_interference_confounding_beta_020,no_interference_confounding_beta_020,cv,default,default,train_cv,6,1,default__candidate_0003,default_candidate_0003,3,alternating_latent_rank,6,14549,3140,3140,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticSNN/no_interference_confounding_beta_020/cv_runs/default/candidates/default_candidate_0003/fold_6,completed,0.4712301998704855,0.6263440899192341,0.2113358063440794,0.0758356258583304,0.6263440899192341,0.2113358063440794,0.0758356258583304,0.025915605095541402,-0.014012738853503185,0.011902866242038217,0.025915605095541402,-0.014012738853503185,0.011902866242038217
