statistic,sample_mean,sample_std,q025,q500,q975,num_finite_samples
overall_mean_magnetization,-0.1011396366456187,0.003151296249302425,-0.10692990473025368,-0.1005677412207821,-0.09624598426941397,16
post_intervention_mean_magnetization,-0.34382621366669225,0.0036084757338168704,-0.3498734565534167,-0.3430886826699389,-0.33832604749853007,16
