unit_index,sample_mean,sample_std,q025,q500,q975,num_finite_samples
0,0.021875,0.06839396446324778,-0.10833333333333334,0.025,0.13333333333333333,16
1,0.45625000000000004,0.10254995395199142,0.275,0.4666666666666667,0.6041666666666667,16
2,-0.628125,0.08348293862620472,-0.7583333333333333,-0.6166666666666667,-0.49583333333333335,16
3,0.4760416666666667,0.10606090198822352,0.24166666666666667,0.5,0.6354166666666666,16
4,0.7322916666666667,0.07179947723037791,0.6395833333333333,0.7166666666666667,0.8666666666666667,16
5,0.25104166666666666,0.08467026526145081,0.09375,0.25,0.4125,16
6,0.75,0.0694722166688878,0.6333333333333333,0.75,0.8604166666666667,16
7,-0.020833333333333336,0.10197698542100347,-0.17708333333333331,-0.025,0.14375,16
8,0.7760416666666667,0.0642717618787598,0.6583333333333333,0.775,0.8875000000000001,16
9,0.91875,0.0416145507404962,0.8666666666666667,0.9083333333333333,1.0,16
10,0.3572916666666667,0.1121086944665756,0.12916666666666665,0.4,0.5020833333333333,16
11,0.09479166666666666,0.11572818218903197,-0.10416666666666667,0.1,0.2708333333333333,16
12,0.37395833333333334,0.10324067586362354,0.22916666666666669,0.38333333333333336,0.5541666666666667,16
13,0.2979166666666666,0.0975169144872371,0.13333333333333333,0.31666666666666665,0.43333333333333335,16
14,-0.30000000000000004,0.11843892002959913,-0.5041666666666667,-0.29166666666666663,-0.13333333333333333,16
15,0.040625,0.09964672842653245,-0.09375,0.016666666666666666,0.21458333333333332,16
16,0.005208333333333336,0.07493486755176124,-0.125,-0.008333333333333333,0.14375,16
17,0.6458333333333334,0.08385254915624211,0.5333333333333333,0.6333333333333333,0.8020833333333334,16
18,0.46979166666666666,0.1000379702218668,0.32291666666666663,0.4666666666666667,0.6416666666666666,16
19,0.6114583333333333,0.06338779182758915,0.5229166666666667,0.6166666666666667,0.7291666666666667,16
20,0.7,0.06535161308899219,0.6124999999999999,0.6833333333333333,0.8104166666666667,16
21,0.07604166666666667,0.07970622056792194,-0.07708333333333334,0.09166666666666667,0.2,16
22,0.03854166666666667,0.10924595562053749,-0.1,0.058333333333333334,0.22708333333333333,16
23,0.5677083333333333,0.07252124928062272,0.4666666666666667,0.5333333333333333,0.7104166666666667,16
24,0.4354166666666667,0.0933324032691755,0.30624999999999997,0.44166666666666665,0.5875,16
25,0.17395833333333333,0.09771144273659389,0.025,0.13333333333333333,0.36041666666666666,16
26,-0.44270833333333337,0.08538490263051322,-0.56875,-0.45,-0.2604166666666667,16
27,-0.10208333333333333,0.11147293518059789,-0.25416666666666665,-0.08333333333333333,0.11249999999999999,16
28,0.21041666666666667,0.10238051979421345,0.02291666666666667,0.19166666666666665,0.36458333333333337,16
29,0.7770833333333333,0.07403898184965359,0.6270833333333333,0.7916666666666667,0.8604166666666667,16
30,0.07916666666666666,0.10248644896874036,-0.06666666666666667,0.1,0.24791666666666667,16
31,-0.029166666666666667,0.09601432184835759,-0.19791666666666666,-0.04166666666666667,0.09375,16
32,0.07395833333333333,0.1216165350485789,-0.125,0.11666666666666667,0.22708333333333333,16
33,-0.05312499999999999,0.13086501076172602,-0.2625,-0.058333333333333334,0.19583333333333333,16
34,0.47395833333333337,0.09788895884566805,0.31875,0.45833333333333337,0.6583333333333333,16
35,0.490625,0.0861943761861011,0.3729166666666667,0.475,0.6458333333333334,16
36,0.53125,0.06091746465505602,0.4395833333333333,0.525,0.6270833333333333,16
37,0.9322916666666667,0.027302796712669067,0.8895833333333333,0.9416666666666667,0.9666666666666667,16
38,0.35520833333333335,0.09367473830880033,0.23958333333333334,0.3416666666666667,0.5645833333333333,16
39,-0.25416666666666665,0.10549157417643469,-0.42083333333333334,-0.24166666666666667,-0.09583333333333333,16
40,0.3770833333333334,0.09716019846967516,0.23958333333333334,0.375,0.5604166666666667,16
41,-0.484375,0.10128835864610614,-0.625,-0.5,-0.28541666666666665,16
42,-0.20520833333333333,0.11512655325288293,-0.3979166666666667,-0.18333333333333332,-0.029166666666666667,16
43,0.7645833333333333,0.07165576467466599,0.6458333333333333,0.7666666666666667,0.8833333333333333,16
44,0.7479166666666667,0.06005639710583157,0.65625,0.7416666666666667,0.8708333333333333,16
45,0.24270833333333336,0.04675911601554883,0.15,0.24166666666666667,0.3208333333333333,16
46,0.3875,0.1021470889344272,0.20833333333333331,0.3916666666666667,0.5333333333333333,16
47,-0.37083333333333335,0.11718634258687695,-0.5583333333333333,-0.3583333333333333,-0.17916666666666667,16
48,-0.17083333333333334,0.08488145328109735,-0.3458333333333333,-0.15833333333333333,-0.025,16
49,0.06979166666666667,0.10209927596598214,-0.11458333333333333,0.06666666666666667,0.24791666666666667,16
50,0.37916666666666665,0.09251501379656049,0.24583333333333335,0.3583333333333333,0.5625,16
51,0.30625,0.11454544828242728,0.16249999999999998,0.2833333333333333,0.5145833333333333,16
52,0.4,0.08036375634160797,0.27291666666666664,0.42500000000000004,0.5375000000000001,16
53,0.13333333333333333,0.08819171036881969,0.0020833333333333363,0.13333333333333333,0.27708333333333335,16
54,-0.3854166666666667,0.10169996039549103,-0.58125,-0.375,-0.225,16
55,-0.20416666666666666,0.08175590362645242,-0.34791666666666665,-0.2,-0.06875,16
56,-0.4302083333333333,0.08543571941979408,-0.5520833333333334,-0.45833333333333337,-0.26875,16
57,0.41666666666666663,0.06614378277661477,0.30624999999999997,0.4166666666666667,0.5145833333333333,16
58,0.6177083333333333,0.10298812465252702,0.44583333333333336,0.6416666666666666,0.7708333333333334,16
59,-0.65625,0.07770023416238132,-0.7875000000000001,-0.65,-0.5125,16
60,0.12083333333333332,0.07058780977540591,-0.02916666666666666,0.125,0.21041666666666667,16
61,0.46770833333333334,0.08280431039169667,0.35,0.48333333333333334,0.6145833333333334,16
62,-0.075,0.09753916592266354,-0.20416666666666666,-0.08333333333333333,0.09375,16
63,0.3302083333333333,0.11121468696724468,0.2,0.32499999999999996,0.58125,16
64,0.19479166666666664,0.09236829023894871,0.05208333333333333,0.19166666666666665,0.3625,16
65,0.32916666666666666,0.09138213416442212,0.15208333333333332,0.3416666666666667,0.4604166666666667,16
66,0.4125,0.08196798155377502,0.28541666666666665,0.4,0.5729166666666667,16
67,0.31979166666666664,0.10072975913303873,0.16249999999999998,0.31666666666666665,0.5020833333333333,16
68,-0.3447916666666666,0.08264691254231933,-0.4708333333333333,-0.35833333333333334,-0.20208333333333334,16
69,0.14375,0.0835154260534477,0.02291666666666667,0.13333333333333333,0.2875,16
70,-0.8687499999999999,0.05947542676508417,-0.9541666666666667,-0.8833333333333333,-0.7625,16
71,-0.3052083333333333,0.0867465076946745,-0.48125,-0.30833333333333335,-0.18125,16
72,-0.05416666666666667,0.08829008375173789,-0.1875,-0.05,0.09375,16
73,0.6312500000000001,0.11530078418351426,0.4041666666666667,0.6583333333333333,0.8041666666666667,16
74,0.20729166666666668,0.07727313344738763,0.05416666666666667,0.21666666666666667,0.30416666666666664,16
75,0.6458333333333333,0.12254534308210618,0.42083333333333334,0.6583333333333333,0.8270833333333334,16
76,-0.10833333333333332,0.06922186552431729,-0.21458333333333332,-0.11666666666666667,0.0,16
77,0.34375,0.08757437315409877,0.20208333333333334,0.3333333333333333,0.4666666666666667,16
78,0.1375,0.1021470889344272,-0.010416666666666666,0.15,0.2833333333333333,16
79,0.925,0.03952847075210474,0.85,0.925,0.9833333333333333,16
80,0.3145833333333333,0.09787233038788623,0.15625,0.3,0.5041666666666667,16
81,0.503125,0.12953157460420392,0.32291666666666663,0.525,0.71875,16
82,0.3760416666666667,0.1258262622185404,0.1375,0.3916666666666667,0.5333333333333333,16
83,0.8187500000000001,0.05976661786575439,0.7124999999999999,0.8166666666666667,0.9270833333333334,16
84,0.08645833333333333,0.10659156698715794,-0.12708333333333333,0.08333333333333334,0.2708333333333333,16
85,-0.34375,0.09126331714087296,-0.49375,-0.3416666666666667,-0.21666666666666667,16
86,0.5791666666666667,0.08589803386703458,0.47291666666666665,0.5583333333333333,0.7270833333333333,16
87,0.6666666666666667,0.0731247032282677,0.55625,0.6666666666666666,0.7937500000000001,16
88,-0.32291666666666674,0.09997829625584857,-0.5020833333333333,-0.3333333333333333,-0.17916666666666667,16
89,0.7291666666666666,0.08343743497708661,0.6020833333333333,0.7083333333333333,0.9104166666666667,16
90,0.3229166666666667,0.07880950133074058,0.21666666666666667,0.31666666666666665,0.44375000000000003,16
91,-0.3072916666666667,0.10976122285063458,-0.45416666666666666,-0.35,-0.12083333333333332,16
92,0.740625,0.06971388700730055,0.61875,0.7416666666666667,0.86875,16
93,-0.35625000000000007,0.13666095008369353,-0.5770833333333334,-0.31666666666666665,-0.16875,16
94,0.853125,0.053104571235545364,0.7375,0.8666666666666667,0.9208333333333334,16
95,0.5635416666666666,0.0724613762059945,0.41875,0.575,0.68125,16
96,-0.16249999999999998,0.11494261853444766,-0.37083333333333335,-0.14166666666666666,-0.0020833333333333363,16
97,-0.22604166666666664,0.11288033702160492,-0.3770833333333333,-0.2583333333333333,-0.014583333333333334,16
98,0.7885416666666667,0.08327471896947143,0.6458333333333333,0.8,0.9145833333333333,16
