statistic,sample_mean,sample_std,q025,q500,q975,num_finite_samples
overall_mean_magnetization,-0.08034000000000001,0.004780418391731,-0.087264,-0.07891999999999999,-0.074704,8
post_intervention_mean_magnetization,,,,,,0
