source_type,source_name,source_slug,run_name,run_slug,treated_intervention_slug,control_intervention_slug,s,gte,gte_post_s
fit,alternating_rank_8_uv_1_e2_beta_mask_xi_zero,fit_alternating_rank_8_uv_1_e2_beta_mask_xi_zero,default,default,all_intervention_from_s,no_intervention,50,-0.4253346700903031,-0.7521680873870655
fit,alternating_rank_8_uv_5_e3_beta_mask,fit_alternating_rank_8_uv_5_e3_beta_mask,default,default,all_intervention_from_s,no_intervention,50,-0.5059115432330284,-0.8933464345873104
fit,base,fit_base,default,default,all_intervention_from_s,no_intervention,50,-0.24282190358039293,-0.4344916032872237
truth,truth,truth,default,default,all_intervention_from_s,no_intervention,50,-0.5218134214246559,-0.9249629932111685
