source_type,source_name,source_slug,run_name,run_slug,treated_intervention_slug,control_intervention_slug,s,gte,gte_post_s
fit,alternating_rank_8_uv_1_e2_beta_mask_xi_zero,fit_alternating_rank_8_uv_1_e2_beta_mask_xi_zero,default,default,all_intervention_from_s,no_intervention,50,-0.40557831568621794,-0.7178551375631668
fit,alternating_rank_8_uv_5_e3_beta_mask,fit_alternating_rank_8_uv_5_e3_beta_mask,default,default,all_intervention_from_s,no_intervention,50,-0.4866954213669542,-0.8643445970088306
fit,base,fit_base,default,default,all_intervention_from_s,no_intervention,50,-0.25043059923256683,-0.44245827165535195
truth,truth,truth,default,default,all_intervention_from_s,no_intervention,50,-0.5118699691295693,-0.9046909295084478
