source_type,source_name,source_slug,run_name,run_slug,num_samples,gibbs_sweeps,s,overall_mean_magnetization_mean,overall_mean_magnetization_std,overall_mean_magnetization_q025,overall_mean_magnetization_q500,overall_mean_magnetization_q975,post_intervention_mean_magnetization_mean,post_intervention_mean_magnetization_std,post_intervention_mean_magnetization_q025,post_intervention_mean_magnetization_q500,post_intervention_mean_magnetization_q975,truth_overall_mean_magnetization_abs_error,truth_post_intervention_mean_magnetization_abs_error,truth_overall_mean_in_95_interval,truth_post_intervention_mean_in_95_interval,truth_unit_mean_abs_error_mean,truth_unit_mean_squared_error_mean,truth_unit_mean_rmse,truth_unit_mean_max_abs_error,truth_unit_mean_correlation,truth_unit_mean_95_interval_coverage_rate,truth_time_mean_abs_error_mean,truth_time_mean_squared_error_mean,truth_time_mean_rmse,truth_time_mean_max_abs_error,truth_time_mean_correlation,truth_time_mean_95_interval_coverage_rate,truth_rank_in_run,truth_is_best
fit,alternating_rank_8_uv_1_e2_beta_mask_xi_zero,fit_alternating_rank_8_uv_1_e2_beta_mask_xi_zero,default,default,8,100,115,0.30048902224402063,0.0020305965921481013,0.29781036323245147,0.3006404893107527,0.303159170248983,,,,,,0.0645646403739073,,0.0,,0.08029557716165142,0.00970023789423773,0.09848978573556615,0.32173913043478264,0.48962441179068084,0.7561380225613802,0.07874772799399901,0.01163128376061497,0.10784842956953508,0.44641672196416715,0.9834309485473351,0.3391304347826087,2,False
fit,alternating_rank_8_uv_5_e3_beta_mask,fit_alternating_rank_8_uv_5_e3_beta_mask,default,default,8,100,115,0.34700311589394417,0.0022697200223525445,0.3445291538039872,0.3460402181125761,0.35124145292980585,,,,,,0.018050546723983762,,0.0,,0.062317878884048356,0.006066764048805637,0.07788943477009984,0.27826086956521745,0.5085795418726241,0.8370935633709357,0.036190531144514,0.0043293582756729135,0.0657978592028108,0.5447080291970803,0.9745693833893708,0.48695652173913045,1,True
fit,base,fit_base,default,default,8,100,115,0.2221401575257494,0.002008410156573628,0.21963503649635036,0.22213150226479328,0.22589841608724504,,,,,,0.14291350509217854,,0.0,,0.14436181875883558,0.025695442377913782,0.1602979799558116,0.3891304347826087,0.10981600400112249,0.5484406104844061,0.2560420934191166,0.09610127775036804,0.31000206088084004,0.5604678168546782,0.07630567872233604,0.008695652173913044,3,False
truth,truth,truth,default,default,8,100,115,0.36505366261792793,0.0018615987444012424,0.36159631862900665,0.36563572891722684,0.3672179106200052,,,,,,0.0,,1.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,
