experiment_name,descriptor,variant_name,variant_slug,optimizer_mode,field_mode,latent_rank,lambda_nuclear,lambda_frobenius,lambda_uv_ridge,fixed_scalar_params,ranking_mode,rank_in_experiment,is_best,total_recovery_rmse,final_loss,field_rmse,interaction_fro_error,optimizer_status,beta_estimate,xi_estimate,eta_estimate,estimated_field_max_abs_entry,estimated_field_rank,estimated_field_frobenius_norm,estimated_field_nuclear_norm,estimated_singular_value_count,estimated_u_frobenius_norm,estimated_v_frobenius_norm,estimated_sv_1,estimated_sv_2,estimated_sv_3,estimated_sv_4,estimated_sv_5
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_09_06,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_09_06,alternating_rank_8_uv_5_e4_beta_mask,alternating_rank_8_uv_5_e4_beta_mask,alternating_latent_rank,,8,0.0,0.0,0.0005,{},final_loss_only,1,True,,0.38676482299831005,,,CONVERGED: alternating objective tolerance reached,-0.010449409270891358,0.9326926285723844,-0.0593551377646855,62.61745866153993,8,1515.4099486312227,3972.507494878332,8,2.8284271247461903,2.8284271247461903,862.4881231111534,708.9211311756386,546.1185242288984,504.9590778503143,452.584583135233
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_09_06,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_09_06,alternating_rank_8_uv_1_e3_beta_mask,alternating_rank_8_uv_1_e3_beta_mask,alternating_latent_rank,,8,0.0,0.0,0.001,{},final_loss_only,2,False,,0.3888926935379436,,,CONVERGED: alternating objective tolerance reached,-0.01914332102802048,0.9357719176582502,-0.060791519086705666,43.03484695116444,8,1156.5976225169732,3044.3244751391976,8,2.8284271247461903,2.8284271247461903,649.2804907702315,554.1843453436562,415.04011660061144,377.4473723645532,342.01203854797996
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_09_06,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_09_06,alternating_rank_8_uv_5_e3_beta_mask,alternating_rank_8_uv_5_e3_beta_mask,alternating_latent_rank,,8,0.0,0.0,0.005,{},final_loss_only,3,False,,0.3943895686026733,,,CONVERGED: alternating objective tolerance reached,-0.04551153004715653,0.9954329289634255,-0.06610976896246741,15.2850092816947,8,665.0858578878414,1740.109138461788,8,2.8284271247461903,2.8284271247461903,394.72377083865337,330.72482262681564,217.2273567901163,197.22060063151676,166.19668049684037
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_09_06,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_09_06,alternating_rank_8_uv_1_e2_beta_mask,alternating_rank_8_uv_1_e2_beta_mask,alternating_latent_rank,,8,0.0,0.0,0.01,{},final_loss_only,4,False,,0.39738335869950137,,,CONVERGED: alternating objective tolerance reached,-0.04671556823135611,1.0296498155394218,-0.06588390875303685,9.20539526479939,8,553.4113571265227,1425.9030885294153,8,2.8284271247461903,2.8284271247461903,338.6624235294918,287.2852698561845,160.40215510688753,158.649843667264,132.2326756885006
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_09_06,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_09_06,alternating_rank_8_uv_5_e2_beta_mask,alternating_rank_8_uv_5_e2_beta_mask,alternating_latent_rank,,8,0.0,0.0,0.05,{},final_loss_only,5,False,,0.4106846808195736,,,CONVERGED: alternating objective tolerance reached,-0.03261566146087502,1.2661096558281744,0.011201793087865963,3.7039598556662527,8,354.53578529424436,894.1995033506807,8,2.8284271247461903,2.8284271247461903,235.2933880126784,175.50829133394228,94.93526103625685,89.7694575963745,83.0798426278743
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_09_06,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_09_06,alternating_rank_8_uv_1_e1_beta_mask,alternating_rank_8_uv_1_e1_beta_mask,alternating_latent_rank,,8,0.0,0.0,0.1,{},final_loss_only,6,False,,0.42187422435312016,,,CONVERGED: alternating objective tolerance reached,-0.021498605717849718,1.3766740038122671,0.08388954367857404,2.524752993284271,8,274.16628163399525,681.0983490126174,8,2.8284271247461903,2.8284271247461903,193.92959445257594,123.97065453196527,70.26356342356785,64.61502203680305,62.11177807730652
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_09_06,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_09_06,alternating_rank_5_uv_1_e3_beta_mask,alternating_rank_5_uv_1_e3_beta_mask,alternating_latent_rank,,5,0.0,0.0,0.001,{},final_loss_only,7,False,,0.4245818464981378,,,CONVERGED: alternating objective tolerance reached,0.019345667085394442,1.0493647000144921,0.01969958704704249,45.009740883653805,5,902.9152359509796,1932.079695681655,5,2.23606797749979,2.23606797749979,563.5702503318773,447.00798196120064,392.8354634592826,307.71957176033317,220.94642816895688
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_09_06,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_09_06,alternating_rank_5_uv_5_e4_beta_mask,alternating_rank_5_uv_5_e4_beta_mask,alternating_latent_rank,,5,0.0,0.0,0.0005,{},final_loss_only,8,False,,0.42608780691715914,,,CONVERGED: alternating objective tolerance reached,0.004659083153252227,1.0649377190598932,0.01647862902745255,71.5268081110817,5,1094.4435655637137,2203.4873619042696,5,2.23606797749979,2.23606797749979,730.064823471439,607.8752332019573,461.88622525500307,217.47908255812422,186.18199741774134
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_09_06,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_09_06,alternating_rank_5_uv_5_e3_beta_mask,alternating_rank_5_uv_5_e3_beta_mask,alternating_latent_rank,,5,0.0,0.0,0.005,{},final_loss_only,9,False,,0.4290446203929955,,,CONVERGED: alternating objective tolerance reached,0.015186575214645026,1.0437671522770364,0.0009667925204841085,9.090676883496071,5,490.8737214775183,1024.1419830084817,5,2.23606797749979,2.23606797749979,331.3213580549372,263.14462413980647,157.76924896074289,142.28970573488868,129.61704611810245
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_09_06,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_09_06,alternating_rank_5_uv_1_e2_beta_mask,alternating_rank_5_uv_1_e2_beta_mask,alternating_latent_rank,,5,0.0,0.0,0.01,{},final_loss_only,10,False,,0.4303283684433843,,,CONVERGED: alternating objective tolerance reached,0.005551852349973341,1.0859446554630345,0.009834198645915023,6.105548149292419,5,433.16265008791976,900.4581581542742,5,2.23606797749979,2.23606797749979,292.7132135372422,235.97181857003451,133.84519437121995,123.79979568475977,114.12813599101419
