experiment_name,experiment_slug,execution_mode,search_name,search_slug,candidate_name,candidate_slug,candidate_index,status,num_completed_folds,weighted_mean_validation_loss,mean_fold_validation_loss,weighted_mean_validation_brier_score,mean_fold_validation_brier_score,standard_error_fold_validation_brier_score,weighted_mean_validation_ece,mean_fold_validation_ece,weighted_mean_validation_mean_magnetization_abs_diff,mean_fold_validation_mean_magnetization_abs_diff,standard_error_fold_validation_mean_magnetization_abs_diff,total_validation_slots,weighted_mean_post_s_validation_loss,mean_fold_post_s_validation_loss,weighted_mean_post_s_validation_brier_score,mean_fold_post_s_validation_brier_score,standard_error_fold_post_s_validation_brier_score,weighted_mean_post_s_validation_ece,mean_fold_post_s_validation_ece,weighted_mean_post_s_validation_mean_magnetization_abs_diff,mean_fold_post_s_validation_mean_magnetization_abs_diff,standard_error_fold_post_s_validation_mean_magnetization_abs_diff,total_post_s_validation_slots,rank
synth_no_interference,synth_no_interference,cv,treatment_split,treatment_split,treatment_split__candidate_0001,treatment_split_candidate_0001,1,completed,7,0.7650189777613566,0.7650221787030339,0.2528882885418692,0.25288827016092535,0.0005704172985244906,0.0726807334613886,0.07268208786400172,0.016823863636363637,0.01682412285999401,0.0032490129964382135,22000,0.7650189777613566,0.7650221787030339,0.2528882885418692,0.25288827016092535,0.0005704172985244906,0.0726807334613886,0.07268208786400172,0.016823863636363637,0.01682412285999401,0.0032490129964382135,22000,2
synth_no_interference,synth_no_interference,cv,treatment_split,treatment_split,treatment_split__candidate_0002,treatment_split_candidate_0002,2,completed,7,0.7130677920203823,0.7130674935909983,0.2488194486090966,0.2488191616867759,0.0005543944960416932,0.06520466309229538,0.06520207937086994,0.01690909090909091,0.016908707872717026,0.0028935978497491932,22000,0.7130677920203823,0.7130674935909983,0.2488194486090966,0.2488191616867759,0.0005543944960416932,0.06520466309229538,0.06520207937086994,0.01690909090909091,0.016908707872717026,0.0028935978497491932,22000,3
synth_no_interference,synth_no_interference,cv,treatment_split,treatment_split,treatment_split__candidate_0003,treatment_split_candidate_0003,3,completed,7,0.6982425507291189,0.6982413726794853,0.24658206726311324,0.24658154127919105,0.000548921049569247,0.061071425149579105,0.061067823312529905,0.016392045454545454,0.016391402068959265,0.003081645973520903,22000,0.6982425507291189,0.6982413726794853,0.24658206726311324,0.24658154127919105,0.000548921049569247,0.061071425149579105,0.061067823312529905,0.016392045454545454,0.016391402068959265,0.003081645973520903,22000,1
synth_no_interference,synth_no_interference,cv,treatment_split,treatment_split,treatment_split__candidate_0004,treatment_split_candidate_0004,4,completed,7,0.6747638522014379,0.6747627934233645,0.24069753517477033,0.24069702731445766,0.00047500987317484783,0.028135952406228258,0.028132620128952533,0.01861931818181818,0.01862044792287473,0.0032506906065991417,22000,0.6747638522014379,0.6747627934233645,0.24069753517477033,0.24069702731445766,0.00047500987317484783,0.028135952406228258,0.028132620128952533,0.01861931818181818,0.01862044792287473,0.0032506906065991417,22000,4
synth_no_interference,synth_no_interference,cv,treatment_split,treatment_split,treatment_split__candidate_0005,treatment_split_candidate_0005,5,completed,7,0.6711080609685474,0.671107280413583,0.2392282697154298,0.23922789299869107,0.00038365975795491526,0.017713172386832437,0.017712730540443002,0.019306818181818182,0.019307597233785705,0.0037225883682507955,22000,0.6711080609685474,0.671107280413583,0.2392282697154298,0.23922789299869107,0.00038365975795491526,0.017713172386832437,0.017712730540443002,0.019306818181818182,0.019307597233785705,0.0037225883682507955,22000,5
synth_no_interference,synth_no_interference,cv,treatment_split,treatment_split,treatment_split__candidate_0006,treatment_split_candidate_0006,6,completed,7,0.6780319166442101,0.6780316829609409,0.24251519268019556,0.24251507694111885,0.00015341007310701264,0.0442833612456018,0.044284951394720704,0.02240909090909091,0.02241133605144962,0.004197771118963738,22000,0.6780319166442101,0.6780316829609409,0.24251519268019556,0.24251507694111885,0.00015341007310701264,0.0442833612456018,0.044284951394720704,0.02240909090909091,0.02241133605144962,0.004197771118963738,22000,10
synth_no_interference,synth_no_interference,cv,treatment_split,treatment_split,treatment_split__candidate_0007,treatment_split_candidate_0007,7,completed,7,1.2101290698519704,1.2101349230360836,0.2923487393074347,0.2923497841677355,0.0026576305635787664,0.19741225748509728,0.19741485203695483,0.05086363636363636,0.050882973785818617,0.012917091222907405,22000,1.2101290698519704,1.2101349230360836,0.2923487393074347,0.2923497841677355,0.0026576305635787664,0.19741225748509728,0.19741485203695483,0.05086363636363636,0.050882973785818617,0.012917091222907405,22000,18
synth_no_interference,synth_no_interference,cv,treatment_split,treatment_split,treatment_split__candidate_0008,treatment_split_candidate_0008,8,completed,7,0.8681404610873922,0.8681442305342596,0.27399676211876084,0.27399796655977005,0.0021515572650377475,0.17022335941422065,0.17022777048807475,0.04068181818181818,0.040702546029062474,0.013398762473988655,22000,0.8681404610873922,0.8681442305342596,0.27399676211876084,0.27399796655977005,0.0021515572650377475,0.17022335941422065,0.17022777048807475,0.04068181818181818,0.040702546029062474,0.013398762473988655,22000,17
synth_no_interference,synth_no_interference,cv,treatment_split,treatment_split,treatment_split__candidate_0009,treatment_split_candidate_0009,9,completed,7,0.7893503916997463,0.7893517860542015,0.2644717850967402,0.2644723009719045,0.0017053787015468111,0.15024741461968472,0.15024988074083753,0.03648295454545455,0.03650141337498627,0.011994383907137023,22000,0.7893503916997463,0.7893517860542015,0.2644717850967402,0.2644723009719045,0.0017053787015468111,0.15024741461968472,0.15024988074083753,0.03648295454545455,0.03650141337498627,0.011994383907137023,22000,16
synth_no_interference,synth_no_interference,cv,treatment_split,treatment_split,treatment_split__candidate_0010,treatment_split_candidate_0010,10,completed,7,0.6838690324798166,0.6838681478430365,0.24247806768827065,0.2424777147875585,0.0014319269468308234,0.07915278872765034,0.07915262772566116,0.029227272727272727,0.029238025646791916,0.007940875375300372,22000,0.6838690324798166,0.6838681478430365,0.24247806768827065,0.2424777147875585,0.0014319269468308234,0.07915278872765034,0.07915262772566116,0.029227272727272727,0.029238025646791916,0.007940875375300372,22000,14
