experiment_name,experiment_slug,experiment_path,search_name,search_slug,output_path,best_candidate_name,best_candidate_slug,weighted_mean_validation_loss,mean_fold_validation_loss,weighted_mean_validation_brier_score,mean_fold_validation_brier_score,weighted_mean_validation_ece,mean_fold_validation_ece,total_validation_slots,weighted_mean_post_s_validation_loss,mean_fold_post_s_validation_loss,weighted_mean_post_s_validation_brier_score,mean_fold_post_s_validation_brier_score,weighted_mean_post_s_validation_ece,mean_fold_post_s_validation_ece,total_post_s_validation_slots,status
r1_hybrid_us_county_intervention_uscounty_graph_contiguous_confounding,r1_hybrid_us_county_intervention_uscounty_graph_contiguous_confounding,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticHybridExperiments/r1_hybrid_us_county_intervention_uscounty_graph_contiguous_confounding,alternating_uv_grid,alternating_uv_grid,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticHybridExperiments/r1_hybrid_us_county_intervention_uscounty_graph_contiguous_confounding/cv_runs/alternating_uv_grid,alternating_uv_grid__candidate_0004,alternating_uv_grid_candidate_0004,0.5477812599524796,0.5477802756186078,0.18256242468617173,0.18256198724953432,0.00972246919097589,0.009722583205965894,349624,0.5561606256226274,0.5561869933296613,0.18626331450109107,0.18627501018000459,0.012968682929155468,0.012960641965166993,189882,completed
r1_hybrid_us_county_intervention_uscounty_graph_kernel_confounding,r1_hybrid_us_county_intervention_uscounty_graph_kernel_confounding,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticHybridExperiments/r1_hybrid_us_county_intervention_uscounty_graph_kernel_confounding,alternating_uv_grid,alternating_uv_grid,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticHybridExperiments/r1_hybrid_us_county_intervention_uscounty_graph_kernel_confounding/cv_runs/alternating_uv_grid,alternating_uv_grid__candidate_0004,alternating_uv_grid_candidate_0004,0.5050236149985574,0.5050237848574624,0.16413029994108935,0.16413036650986484,0.008351639531039243,0.008351625041673276,349624,0.5178660254752852,0.5178798890531322,0.16966474931148642,0.1696711786079236,0.012572448735602258,0.012568159599614784,189882,completed
