experiment_name,experiment_path,intervention_name,intervention_slug,source_kind,N,T,s,e,output_path,activation_scope,unit_index,start_step
hybrid_1,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/FINAL/Hybrid/hybrid_1,all_zeros,all_zeros,full_on,3014,115,115,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/FINAL/Hybrid/hybrid_1/intervention_library/all_zeros,no_time,,
hybrid_1,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/FINAL/Hybrid/hybrid_1,all_ones,all_ones,full_on,3014,115,0,1,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/FINAL/Hybrid/hybrid_1/intervention_library/all_ones,all_time,,
hybrid_2,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/FINAL/Hybrid/hybrid_2,all_zeros,all_zeros,full_on,3014,115,115,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/FINAL/Hybrid/hybrid_2/intervention_library/all_zeros,no_time,,
hybrid_2,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/FINAL/Hybrid/hybrid_2,all_ones,all_ones,full_on,3014,115,0,1,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/FINAL/Hybrid/hybrid_2/intervention_library/all_ones,all_time,,
hybrid_3,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/FINAL/Hybrid/hybrid_3,all_zeros,all_zeros,full_on,3014,115,115,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/FINAL/Hybrid/hybrid_3/intervention_library/all_zeros,no_time,,
hybrid_3,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/FINAL/Hybrid/hybrid_3,all_ones,all_ones,full_on,3014,115,0,1,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/FINAL/Hybrid/hybrid_3/intervention_library/all_ones,all_time,,
hybrid_4,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/FINAL/Hybrid/hybrid_4,all_zeros,all_zeros,full_on,3014,115,115,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/FINAL/Hybrid/hybrid_4/intervention_library/all_zeros,no_time,,
hybrid_4,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/FINAL/Hybrid/hybrid_4,all_ones,all_ones,full_on,3014,115,0,1,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/FINAL/Hybrid/hybrid_4/intervention_library/all_ones,all_time,,
hybrid_5,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/FINAL/Hybrid/hybrid_5,all_zeros,all_zeros,full_on,3014,115,115,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/FINAL/Hybrid/hybrid_5/intervention_library/all_zeros,no_time,,
hybrid_5,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/FINAL/Hybrid/hybrid_5,all_ones,all_ones,full_on,3014,115,0,1,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/FINAL/Hybrid/hybrid_5/intervention_library/all_ones,all_time,,
hybrid_6,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/FINAL/Hybrid/hybrid_6,all_zeros,all_zeros,full_on,3014,115,115,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/FINAL/Hybrid/hybrid_6/intervention_library/all_zeros,no_time,,
hybrid_6,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/FINAL/Hybrid/hybrid_6,all_ones,all_ones,full_on,3014,115,0,1,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/FINAL/Hybrid/hybrid_6/intervention_library/all_ones,all_time,,
hybrid_7,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/FINAL/Hybrid/hybrid_7,all_zeros,all_zeros,full_on,3014,115,115,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/FINAL/Hybrid/hybrid_7/intervention_library/all_zeros,no_time,,
hybrid_7,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/FINAL/Hybrid/hybrid_7,all_ones,all_ones,full_on,3014,115,0,1,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/FINAL/Hybrid/hybrid_7/intervention_library/all_ones,all_time,,
hybrid_8,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/FINAL/Hybrid/hybrid_8,all_zeros,all_zeros,full_on,3014,115,115,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/FINAL/Hybrid/hybrid_8/intervention_library/all_zeros,no_time,,
hybrid_8,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/FINAL/Hybrid/hybrid_8,all_ones,all_ones,full_on,3014,115,0,1,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/FINAL/Hybrid/hybrid_8/intervention_library/all_ones,all_time,,
hybrid_9,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/FINAL/Hybrid/hybrid_9,all_zeros,all_zeros,full_on,3014,115,115,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/FINAL/Hybrid/hybrid_9/intervention_library/all_zeros,no_time,,
hybrid_9,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/FINAL/Hybrid/hybrid_9,all_ones,all_ones,full_on,3014,115,0,1,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/FINAL/Hybrid/hybrid_9/intervention_library/all_ones,all_time,,
hybrid_10,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/FINAL/Hybrid/hybrid_10,all_zeros,all_zeros,full_on,3014,115,115,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/FINAL/Hybrid/hybrid_10/intervention_library/all_zeros,no_time,,
hybrid_10,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/FINAL/Hybrid/hybrid_10,all_ones,all_ones,full_on,3014,115,0,1,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/FINAL/Hybrid/hybrid_10/intervention_library/all_ones,all_time,,
