experiment_name,descriptor,variant_name,variant_slug,optimizer_mode,field_mode,latent_rank,lambda_nuclear,lambda_frobenius,lambda_uv_ridge,fixed_scalar_params,ranking_mode,rank_in_experiment,is_best,total_recovery_rmse,final_loss,field_rmse,interaction_fro_error,optimizer_status,beta_estimate,xi_estimate,eta_estimate,estimated_field_max_abs_entry,estimated_field_rank,estimated_field_frobenius_norm,estimated_field_nuclear_norm,estimated_singular_value_count,estimated_u_frobenius_norm,estimated_v_frobenius_norm,estimated_sv_1,estimated_sv_2,estimated_sv_3,estimated_sv_4,estimated_sv_5
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,alternating_rank_8_uv_5_e4_beta_mask,alternating_rank_8_uv_5_e4_beta_mask,alternating_latent_rank,,8,0.0,0.0,0.0005,{},final_loss_only,1,True,,0.3600505634149637,,,CONVERGED: alternating objective tolerance reached,0.007787014459803506,1.0956209269078208,-0.08333800573626787,54.83269181618126,8,1620.189227706636,4405.795012254605,8,2.8284271247461903,2.8284271247461903,841.5350673019274,745.3113226177345,597.4592922782759,518.4878817603097,481.6172889466186
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,alternating_rank_8_uv_1_e3_beta_mask,alternating_rank_8_uv_1_e3_beta_mask,alternating_latent_rank,,8,0.0,0.0,0.001,{},final_loss_only,2,False,,0.3634540821095664,,,CONVERGED: alternating objective tolerance reached,-0.0012939311381983927,1.102968072717953,-0.08794885492069027,38.74979605897591,8,1228.1497875059347,3322.2219761451806,8,2.8284271247461903,2.8284271247461903,651.6695872644292,574.6626938005219,445.94457662221765,385.4913953233298,356.5039679753105
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,alternating_rank_8_uv_5_e3_beta_mask,alternating_rank_8_uv_5_e3_beta_mask,alternating_latent_rank,,8,0.0,0.0,0.005,{},final_loss_only,3,False,,0.3711801914606547,,,CONVERGED: alternating objective tolerance reached,-0.028612225395651066,1.1712891701677575,-0.11406722668343368,15.578638257472456,8,683.6449945184658,1796.8434774710277,8,2.8284271247461903,2.8284271247461903,397.6320011391995,351.34391673229834,205.73552168177554,195.24016452934137,178.9520050645533
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,alternating_rank_8_uv_1_e2_beta_mask,alternating_rank_8_uv_1_e2_beta_mask,alternating_latent_rank,,8,0.0,0.0,0.01,{},final_loss_only,4,False,,0.37596699273168555,,,CONVERGED: alternating objective tolerance reached,-0.03703257361311379,1.2460138860065806,-0.10334250909376443,9.435873418133458,8,560.4613780618448,1440.14596690737,8,2.8284271247461903,2.8284271247461903,342.6303429774507,296.7788967620219,161.8876863168131,146.3934110002809,137.04412111706543
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,alternating_rank_8_uv_5_e2_beta_mask,alternating_rank_8_uv_5_e2_beta_mask,alternating_latent_rank,,8,0.0,0.0,0.05,{},final_loss_only,5,False,,0.39329114652402913,,,CONVERGED: alternating objective tolerance reached,-0.03306762583751861,1.5610257559630074,0.005011247747069828,4.094992946652563,8,348.5955312798039,873.2280526380374,8,2.8284271247461903,2.8284271247461903,229.87481284731996,179.1374602817241,93.52084426281537,88.74924362112209,78.57342825541714
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,alternating_rank_5_uv_5_e4_beta_mask,alternating_rank_5_uv_5_e4_beta_mask,alternating_latent_rank,,5,0.0,0.0,0.0005,{},final_loss_only,6,False,,0.40563099608665887,,,CONVERGED: alternating objective tolerance reached,-0.02023557617746328,1.1942948510636437,-0.024586560310472072,71.84674356910051,5,1183.0624242749773,2429.4149704840524,5,2.23606797749979,2.23606797749979,790.3139355468796,613.0292998104147,511.04318413360414,309.6838085943318,205.34474239881771
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,alternating_rank_8_uv_1_e1_beta_mask,alternating_rank_8_uv_1_e1_beta_mask,alternating_latent_rank,,8,0.0,0.0,0.1,{},final_loss_only,7,False,,0.40644416965492464,,,CONVERGED: alternating objective tolerance reached,-0.024083142493772036,1.7070222974319322,0.08884787201248284,2.6965782382361962,8,266.9118359335325,664.1087128814004,8,2.8284271247461903,2.8284271247461903,183.8228000870628,129.37345969401537,67.07263592868615,65.18778231182226,57.54883162587284
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,alternating_rank_5_uv_1_e3_beta_mask,alternating_rank_5_uv_1_e3_beta_mask,alternating_latent_rank,,5,0.0,0.0,0.001,{},final_loss_only,8,False,,0.4067386028938458,,,CONVERGED: alternating objective tolerance reached,-0.021170377696753305,1.2144301970953333,-0.02411294867793559,50.422293837729605,5,915.0190726356208,1927.9655973315575,5,2.23606797749979,2.23606797749979,567.1103068791172,485.9887074130039,410.89691806939896,270.653793554127,193.31587141590643
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,alternating_rank_5_uv_5_e3_beta_mask,alternating_rank_5_uv_5_e3_beta_mask,alternating_latent_rank,,5,0.0,0.0,0.005,{},final_loss_only,9,False,,0.41173556176191917,,,CONVERGED: alternating objective tolerance reached,-0.030574369191490404,1.2160677871637773,-0.038745200688749926,14.294265666814384,5,516.2183431078728,1072.095711753971,5,2.23606797749979,2.23606797749979,343.5390237707443,289.5917664538009,160.91891778514614,143.98473088654075,134.06127285773525
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,alternating_rank_5_uv_1_e2_beta_mask,alternating_rank_5_uv_1_e2_beta_mask,alternating_latent_rank,,5,0.0,0.0,0.01,{},final_loss_only,10,False,,0.41372617969107445,,,CONVERGED: alternating objective tolerance reached,-0.03572500347457806,1.2673088129196777,-0.02937200244346446,6.050350822731048,5,444.75497695415936,918.7571755471708,5,2.23606797749979,2.23606797749979,302.6774986411049,244.38400201159993,139.14229603502375,122.13609841373469,110.41728044570445
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,alternating_rank_5_uv_5_e2_beta_mask,alternating_rank_5_uv_5_e2_beta_mask,alternating_latent_rank,,5,0.0,0.0,0.05,{},final_loss_only,11,False,,0.4242638587502041,,,CONVERGED: alternating objective tolerance reached,-0.02947338912558828,1.5231929750614237,0.031235299445367237,2.6379703527068235,5,298.7240095280219,607.0580410535249,5,2.23606797749979,2.23606797749979,211.01357319027827,162.61058667625386,84.31691854898797,79.02087260534661,70.09609003265622
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,alternating_rank_5_uv_1_e1_beta_mask,alternating_rank_5_uv_1_e1_beta_mask,alternating_latent_rank,,5,0.0,0.0,0.1,{},final_loss_only,12,False,,0.43417753860379193,,,CONVERGED: alternating objective tolerance reached,-0.021387835079531257,1.6686122421669232,0.07930260120836573,1.9902873307321545,5,234.85022034922955,468.37894056813377,5,2.23606797749979,2.23606797749979,174.2541379292424,121.86917800130719,61.15487396409077,59.18478424559673,51.915966427894915
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,alternating_rank_8_uv_5_e1_beta_mask,alternating_rank_8_uv_5_e1_beta_mask,alternating_latent_rank,,8,0.0,0.0,0.5,{},final_loss_only,13,False,,0.44983453208310525,,,CONVERGED: alternating objective tolerance reached,-0.008870642392702103,1.8520743177132701,0.20735864076383698,1.1844783503915526,8,132.96216556344464,297.4909833989551,8,2.8284271247461903,2.8284271247461903,109.78673506017476,48.966155097838815,26.40237312333181,24.453441499355076,23.070461013924646
