statistic,sample_mean,sample_std,q025,q500,q975,num_finite_samples
overall_mean_magnetization,-0.15125645538212976,0.0022652783672147373,-0.15508366752257582,-0.15100833790138773,-0.14862482328842214,8
post_intervention_mean_magnetization,-0.3974529120514522,0.0033012546170995884,-0.4025409626869481,-0.39760093920677864,-0.3929396151293962,8
