experiment_name,outcome_code,outcome_label,intervention_code,intervention_label,lag_code,network_name,field_basis_mode,tau_zero_mean,tau_smoothness_lambda,realized_start_date,realized_end_date,requested_calendar_weeks,realized_calendar_weeks,weeks_dropped_due_to_missing_or_lag,time_steps,requested_node_count,node_count,dropped_node_count,full_fit_status,outcome_only_fit_status,fallback_run,outcome_positive_share,outcome_transition_rate,outcome_weeks,outcome_counties,outcome_rule,intervention_positive_share,intervention_transition_rate,intervention_weeks,intervention_counties,intervention_rule,beta,eta,field::log_population,field::median_household_income,field::pct_black,field::pct_hispanic,field::pct_in_labor_force,field::poverty_rate,final_loss,interaction::contiguity,psi,tau::t_0,tau::t_1,tau::t_10,tau::t_11,tau::t_12,tau::t_13,tau::t_14,tau::t_15,tau::t_16,tau::t_17,tau::t_18,tau::t_19,tau::t_2,tau::t_20,tau::t_21,tau::t_22,tau::t_23,tau::t_24,tau::t_25,tau::t_26,tau::t_27,tau::t_28,tau::t_29,tau::t_3,tau::t_30,tau::t_31,tau::t_32,tau::t_33,tau::t_34,tau::t_35,tau::t_36,tau::t_37,tau::t_38,tau::t_39,tau::t_4,tau::t_40,tau::t_41,tau::t_42,tau::t_43,tau::t_44,tau::t_45,tau::t_46,tau::t_47,tau::t_48,tau::t_49,tau::t_5,tau::t_50,tau::t_51,tau::t_52,tau::t_53,tau::t_54,tau::t_55,tau::t_56,tau::t_57,tau::t_58,tau::t_59,tau::t_6,tau::t_60,tau::t_61,tau::t_62,tau::t_63,tau::t_64,tau::t_65,tau::t_66,tau::t_67,tau::t_68,tau::t_69,tau::t_7,tau::t_8,tau::t_9,zeta
outcome_case_rate_100k_ge_100__intervention_complete_cov_ge_10__lag_0w__contiguity,case_rate_100k_ge_100,case_rate_100k >= 100,complete_cov_ge_10,complete_cov >= 10,0w,contiguity,acs_2021,True,1.0,2021-01-04,2022-05-15,71,71,0,70,3213,3203,10,completed,not_run,False,0.5558433334945672,0.1403416439944694,71,3203,case_rate_100k >= 100,0.8101383825902653,0.014383836581776,71,3203,complete_cov >= 10,0.0707057624145116,0.5138239890070964,0.29539060485404306,-0.19207530477764354,-0.11164260334737139,-0.07186614337246644,0.09500536566181318,-0.05132772773381265,0.17477164016905133,2.4907802437765283,2.106754665947034,0.22433840804218602,0.1433795898698162,0.005349054044056713,-0.0924119591705373,0.03684612208870496,-0.04206703360709641,-0.14108637154619072,-0.10202627595374755,-0.1966709683037909,-0.2665755507978905,-0.2971144313195488,-0.25718464807649954,0.06548164038948902,-0.4815971541466628,-0.2709620185351759,-0.474406177075269,-0.4183425932216214,-0.3561264127373068,-0.1386623715257856,-0.014595617161006708,0.15146134640700396,0.20349703578317738,0.23315088567929868,0.005055196341173065,0.27359688101475127,0.17790295209634355,0.26167776170365525,0.23494990300417318,0.13061189752108096,0.26734557931689734,0.21408713551571212,0.05665835577860244,-0.04295619446019535,-0.15473545912979772,-0.08897293580222006,-0.12561766472596797,-0.162912999204242,-0.11695842825107006,-0.029705160426784945,0.00725695856718042,-0.3155036843269451,0.33472190970449395,0.007646732287654635,-0.015084499151887124,0.021466428322742894,-0.20701689054639927,0.4540902059983819,0.7648142544397096,0.7170703056899247,0.8827260271558712,0.8628138346608176,0.6463972360519882,0.18115489296506282,-0.1748438650374721,-0.42090316812713796,-0.3584943268953441,0.06045769936633697,-0.33540803944820446,-0.267744448722712,-0.24383003529051134,-0.2945394816835807,-0.19286943821913813,-0.21945320733236137,-0.002245628565998337,-0.07354844013368823,0.01497769035348145,0.03491349313328537,-0.15599931183274374,-0.054784016746104926,-0.07194050605441754,-0.022981184676124058
outcome_case_rate_100k_ge_100__intervention_complete_cov_ge_10__lag_1w__contiguity,case_rate_100k_ge_100,case_rate_100k >= 100,complete_cov_ge_10,complete_cov >= 10,1w,contiguity,acs_2021,True,1.0,2021-01-11,2022-05-15,71,70,1,69,3213,3203,10,completed,not_run,False,0.5500557513045805,0.1416606713814494,70,3203,case_rate_100k >= 100,0.8074260737701262,0.0145922979815118,70,3203,complete_cov >= 10,0.07182192110737656,0.5128422733884279,0.28569886080331086,-0.18639336745655652,-0.11611039301565626,-0.0690771766321298,0.09560738003997173,-0.048100750940946665,0.176014530014546,2.483354552467228,2.105875059120716,0.14900415171660458,0.07031724581434537,-0.08489026232280293,0.03953475217530727,-0.04052518196485057,-0.13964324141180323,-0.10148068010069543,-0.19569004288085506,-0.2667797650339427,-0.29739619620605473,-0.25924635210484437,-0.4861579510385946,0.010251212894772141,-0.27363024770042493,-0.47820333076555127,-0.42245655943431276,-0.3585105244041499,-0.14196290708874837,-0.01597356974603293,0.14842946714867203,0.2014093647724293,0.23226808375083505,0.2738910514280137,-0.08318263311334245,0.17840436940489293,0.26368161055158806,0.23898069861896376,0.13355493156983034,0.2738768154835007,0.22246896902299004,0.060665078094274134,-0.03815457171833616,-0.15255448177856412,-0.10616307459121797,-0.20128183985661088,-0.16103200799043715,-0.11566876177678498,-0.029167565068439445,0.00811513095355387,-0.314138384112892,0.33542854869476935,0.009384340932268975,-0.015154934596442087,0.02256365283544141,0.4558464575939759,0.07664469666641857,0.7681220288173433,0.7238733402342016,0.9042763219079694,0.8844211558100715,0.6531686932094177,0.18539798954421113,-0.1725729869487217,-0.4202048912285819,-0.358883424027508,-0.3352596906556657,-0.13559903978441631,-0.26823167925858266,-0.2453828676531256,-0.2968836006234932,-0.195300263655232,-0.22099711346092107,-0.004446742072100254,-0.07541720473219,0.01322178222071529,0.03232451748619462,,-0.02396789476743671,-0.054110594321923874,0.01677660064305755,-0.06641048432413264
outcome_case_rate_100k_ge_100__intervention_complete_cov_ge_10__lag_2w__contiguity,case_rate_100k_ge_100,case_rate_100k >= 100,complete_cov_ge_10,complete_cov >= 10,2w,contiguity,acs_2021,True,1.0,2021-01-18,2022-05-15,71,69,2,68,3213,3203,10,completed,not_run,False,0.5444080956711779,0.1426420084112321,69,3203,case_rate_100k >= 100,0.8046351473030267,0.014806890598887,69,3203,complete_cov >= 10,0.06769058177848059,0.5122037400030204,0.27945911101963394,-0.18717367067461016,-0.12727322541187225,-0.06690175593236326,0.09038285936957542,-0.05052071407021049,0.17703921495475858,2.4774917789077455,2.1010008365154618,0.06525863052777914,0.004954080852384556,0.04838236508011722,-0.035603177568696395,-0.13629481274448194,-0.09851073445144952,-0.19383615845940008,-0.2642306393014992,-0.29722213784995954,-0.2599982303279656,-0.4884323753033282,-0.2753614665378454,-0.08700116885962778,-0.48070598195467507,-0.4247263610384878,-0.35961619143849055,-0.14184706832483843,-0.01636351695769719,0.15024194334658308,0.20287025884509202,0.23405537269719853,0.2757262308109532,0.18013702086927483,-0.20451011265989869,0.26520552742081827,0.24016699073355843,0.1350873661881262,0.2732815829007232,0.22521653992884624,0.06580861153121323,-0.0343444861573764,-0.14860864444243857,-0.10280957661109195,-0.14126170863940293,0.07538596860421085,-0.1119061810055043,-0.02542029149125956,0.011980300505684254,-0.31131525153182593,0.3378058604381771,0.01317043966190059,-0.011310551433100528,0.02517246255238925,0.4591340177339796,0.7639319663528855,-0.12690319558780583,0.7178842395005793,0.8895013227254646,0.8722266697888806,0.6487745201567915,0.18687167489909762,-0.16718705681005488,-0.41570766759459793,-0.35510904473563626,-0.33307130799461643,-0.2665039091314984,-0.00803400924439134,-0.24311855039105565,-0.2959978074183724,-0.19395954467811108,-0.2205065269174863,-0.003595582853482562,-0.07395665568022071,0.015223748120354784,0.03455119751740252,,,-0.025099976957188283,0.03304294264433803,-0.07106219184994461,-0.07206831670534138
outcome_case_rate_100k_ge_100__intervention_complete_cov_ge_10__lag_3w__contiguity,case_rate_100k_ge_100,case_rate_100k >= 100,complete_cov_ge_10,complete_cov >= 10,3w,contiguity,acs_2021,True,1.0,2021-01-25,2022-05-15,71,68,3,67,3213,3203,10,completed,not_run,False,0.5390075480707425,0.1433171327253833,68,3203,case_rate_100k >= 100,0.8017621347633652,0.0150278889660346,68,3203,complete_cov >= 10,0.06998462633336684,0.5105351654325141,0.27274479221859704,-0.18903899049890924,-0.1380972049184619,-0.0673353522469939,0.0947766897085363,-0.045078740814556414,0.17762358440787737,2.4730719853288328,2.0990735136643055,0.008284628710971341,-0.08335217043808812,-0.029360587580203677,-0.13329927296721217,-0.09801101204150883,-0.19440517530027757,-0.265105361914526,-0.2976251756890201,-0.2627096839730844,-0.4908423862130792,-0.2786366085885772,-0.48327558716108837,-0.2008878799069227,-0.42685661578268685,-0.36136631394698576,-0.1444652698198231,-0.018927948644471896,0.14765806482412877,0.20037752347069124,0.23130407536017128,0.27301015701672987,0.1788188936580918,0.2638118521910525,0.0797436704736441,0.2404305322789247,0.1353343522666519,0.27367402160996496,0.22373721768183144,0.0679505898167599,-0.030947219201187665,-0.1479899129083792,-0.10274638385468997,-0.14173996768514416,-0.09921549481845421,-0.12039605187624224,-0.026899361639081944,0.010568542477201301,-0.3129040821264593,0.3357336821067856,0.012341190165802464,-0.01256701263763338,0.023708509417657474,0.4566377201833963,0.7630156997667699,0.7196312456704317,0.00792924280568772,0.8922470158584783,0.8734193626605059,0.6507079265994863,0.1869447371697836,-0.16770636190591504,-0.41735119727945597,-0.3580706113983837,-0.33560792504186854,-0.2695923009075695,-0.24678431826563604,-0.004633800429807989,-0.2979165035226349,-0.19706576489614494,-0.2234305575489646,-0.007983512377222236,-0.0774183978535191,0.011885583442173124,0.031206487916283134,,,,0.06297641813948257,-0.05526797053522533,0.0602728149376372,-0.09133056011621385
outcome_case_rate_100k_ge_100__intervention_complete_cov_ge_10__lag_4w__contiguity,case_rate_100k_ge_100,case_rate_100k >= 100,complete_cov_ge_10,complete_cov >= 10,4w,contiguity,acs_2021,True,1.0,2021-02-01,2022-05-15,71,67,4,66,3213,3203,10,completed,not_run,False,0.5341074831897336,0.1435207523249983,67,3203,case_rate_100k >= 100,0.7988033606553557,0.0152555842533988,67,3203,complete_cov >= 10,0.06946407622207026,0.5108731666359485,0.2657056104714093,-0.1925719132258427,-0.14524533487502436,-0.06579200490023741,0.09568726517144875,-0.047884560186738354,0.17785806228555132,2.475082046846913,2.0886449656941646,-0.08748929019838363,-0.201410734480534,-0.1258797210709507,-0.09428850215518542,-0.1924163073773656,-0.2642866448562821,-0.29761363109708,-0.26180749250128615,-0.49146469004717924,-0.27903258065771286,-0.4846235019607381,-0.4289237548264432,0.07847259483110156,-0.363177986664469,-0.14430122514165716,-0.019416825651673558,0.1483240317777173,0.20016482009625977,0.23032557364357656,0.27080560274019533,0.17659906974745038,0.26076096039783964,0.23504626419820365,-0.12054452069216935,0.13269236920293312,0.2690713834646599,0.22101562670616298,0.06428297160922443,-0.03330535298985682,-0.14574184046658215,-0.10324426916795028,-0.14257959665354125,-0.10009232781597167,-0.013251625536999875,0.01046069681701262,0.009406121011147376,-0.3145214863020917,0.3350077154141657,0.011351384288032087,-0.013485954923514601,0.022955453712979725,0.45247874414737593,0.7579675757084865,0.7137423404720895,0.8755790612961969,0.008075126326027316,0.8570501098310698,0.6445173939119793,0.18247621598201239,-0.16928845382565574,-0.4168195295871637,-0.3578083979516609,-0.3366657110521723,-0.2699468162051487,-0.24712906462538242,-0.29869921496008917,0.08220169367840606,-0.19666452397403505,-0.22415440706973824,-0.008014590850294472,-0.07814150743055301,0.011702186522728943,0.030762504808585826,,,,,-0.027836371560461357,0.0766051168233625,-0.015832256839009424,-0.07477133247416796
outcome_case_rate_100k_ge_200__intervention_complete_cov_ge_10__lag_0w__contiguity,case_rate_100k_ge_200,case_rate_100k >= 200,complete_cov_ge_10,complete_cov >= 10,0w,contiguity,acs_2021,True,1.0,2021-01-04,2022-05-15,71,71,0,70,3213,3203,10,completed,not_run,False,0.3710254031211936,0.125641140002676,71,3203,case_rate_100k >= 200,0.8101383825902653,0.014383836581776,71,3203,complete_cov >= 10,-0.06805407633251674,0.5469670045457289,0.17905106398421333,-0.27942874084491914,-0.19306399709356323,-0.131513232556959,0.09150609589211055,-0.021279538524860343,0.152991644408398,2.627511466437854,2.265477219607941,-0.20487625003746368,-0.1882527541316854,0.01873988921125367,-0.060393373816229556,0.029709195408507954,-0.02801463928604454,-0.17434193847185175,-0.17150063717051053,-0.2621264732077641,-0.296160324527318,-0.44273550461323197,-0.3117727171890028,-0.2294758512914648,-0.6155846282959017,-0.3873408874038107,-0.5385207321689213,-0.45771177011857395,-0.45724209060250665,-0.2118607861152806,-0.10417473677091539,0.131652389531429,0.2910882145922838,0.2850387142148255,-0.2623681259750237,0.31390986058961506,0.28505699049170896,0.271035047314488,0.24488004680986641,0.08760102914909437,0.2252863707614004,-0.010257482180861846,-0.06678742654786116,-0.07820299417694186,-0.12330547831716807,-0.27840238091793323,-0.13441091622591175,0.04215855609066505,0.017734637232074132,0.10765068970495092,0.14221282901643176,-0.2572181871963311,0.41218431528667726,0.0560567954601286,0.017074927817630595,0.03315335365117755,-0.3992810649835178,0.5730361819590422,0.920034800631253,1.064481165317554,1.555503567220533,1.534164395874356,0.4397606930056429,-0.15204999932941982,-0.291302172502429,-0.34452976028533366,-0.14314441242271325,-0.018639548732852736,-0.14764773766045852,-0.14287597053166043,-0.257326335674047,-0.2958686208789207,-0.24484203555531625,-0.10331304568371552,0.008874128537403046,-0.06474875389007438,0.08332590575035179,0.06581176111233536,-0.2199914396187288,-0.015278180532793981,-0.06333828670418902,-0.5219621457912345
outcome_case_rate_100k_ge_200__intervention_complete_cov_ge_10__lag_1w__contiguity,case_rate_100k_ge_200,case_rate_100k >= 200,complete_cov_ge_10,complete_cov >= 10,1w,contiguity,acs_2021,True,1.0,2021-01-11,2022-05-15,71,70,1,69,3213,3203,10,completed,not_run,False,0.3635743276392668,0.125629504947807,70,3203,case_rate_100k >= 200,0.8074260737701262,0.0145922979815118,70,3203,complete_cov >= 10,-0.06779050870214158,0.5464255434311595,0.16983660411021795,-0.2863347923114695,-0.20623442418538693,-0.1289455560778314,0.09596655390214809,-0.028590606877066136,0.15289621530785455,2.6259934573196704,2.2831777433835785,-0.18826219619529674,-0.22884339414823712,-0.06790082229376111,0.024603767931242422,-0.031026183930666758,-0.1782549064984729,-0.17506942786308313,-0.2628303353632187,-0.2950406665368871,-0.44464100011520324,-0.31269356309195784,-0.6192219237416343,-0.2617640563972416,-0.3909290995538011,-0.5439251346558648,-0.46209707326378113,-0.4607348927308943,-0.21395183979310148,-0.10589223701566422,0.13067774675268515,0.28985113120241673,0.28350351923260786,0.31222215907665324,-0.2786409350589996,0.28343444349739433,0.26922945486622774,0.24294566363703546,0.0866062760186469,0.22336344371617176,-0.013428398861183438,-0.0659808265580825,-0.07756757807784176,-0.12305438051816688,-0.14436829501147855,-0.40020277245253943,0.04112703651478223,0.016069001647482418,0.10587930861343192,0.14052675355944821,-0.2588281662887854,0.41032809595579084,0.05499995039598467,0.017243294163249424,0.032188910128902466,0.5710448900571445,-0.02925527898202438,0.9144826581618714,1.0577906286859282,1.5525962786827456,1.5307939313705545,0.44101209543668923,-0.15209992804793507,-0.2940070586265955,-0.34451426480227365,-0.1441214586566213,-0.14990011640899137,-0.23507294948260538,-0.146813138705661,-0.2548816129431911,-0.2981953277826911,-0.24555163001206232,-0.10505817125437455,0.008171801507768316,-0.06496909795121081,0.08385611351809992,0.06467221848496053,,-0.043688742431753726,-0.08143829611997035,0.005496605407890918,-0.5394792371787434
outcome_case_rate_100k_ge_200__intervention_complete_cov_ge_10__lag_2w__contiguity,case_rate_100k_ge_200,case_rate_100k >= 200,complete_cov_ge_10,complete_cov >= 10,2w,contiguity,acs_2021,True,1.0,2021-01-18,2022-05-15,71,69,2,68,3213,3203,10,completed,not_run,False,0.3571968308696104,0.1252639988246313,69,3203,case_rate_100k >= 200,0.8046351473030267,0.014806890598887,69,3203,complete_cov >= 10,-0.06911595983537458,0.5466221326841905,0.16910931605516683,-0.28649555999774945,-0.22251845145782775,-0.13502116940136172,0.08892758163504627,-0.025792246062601318,0.15276190405180148,2.6254061801227717,2.2787540284122367,-0.23135498552197067,-0.264388345444573,0.016868342736563336,-0.03519739693872677,-0.18047055321150743,-0.17761726245685047,-0.26631166097575676,-0.297141786317966,-0.4484352136684265,-0.31561646875627075,-0.6263405239180796,-0.39505237733536247,-0.28002502526988426,-0.549839274478876,-0.4668189605930741,-0.46545500405901014,-0.21458585518233947,-0.10650921697326694,0.13114902897435785,0.29005765879970946,0.2837369176941798,0.3120257885303728,0.28363816561686334,-0.40439602387302226,0.2695105643212417,0.243273930380254,0.08664621947013242,0.2239018138345216,-0.012904864534732288,-0.06807721915674352,-0.07801476409847966,-0.123193651676791,-0.14407507166277872,0.03157185053803247,-0.03531879925951583,0.016635053122642057,0.10671585033737041,0.14130398678169487,-0.25893443002461897,0.4110863572800449,0.05507008107867013,0.017476627553453774,0.0339874331054981,0.5721617032454561,0.9166925054297687,-0.24882537873037547,1.0551566145777231,1.5399079795755957,1.5289047848895743,0.4427814982402588,-0.1515146221112878,-0.29244055927994217,-0.3438103167223676,-0.14445716131344136,-0.15041950354302125,-0.14719295470948723,-0.06428737272067551,-0.2570889162054737,-0.298828087524221,-0.24470782128423002,-0.10593601702506981,0.008687014334272361,-0.06470291887527232,0.08351007793570399,0.0652113567825636,,,-0.11348811687109958,-0.012091847202953112,-0.08180287565897802,-0.5278059112709351
outcome_case_rate_100k_ge_200__intervention_complete_cov_ge_10__lag_3w__contiguity,case_rate_100k_ge_200,case_rate_100k >= 200,complete_cov_ge_10,complete_cov >= 10,3w,contiguity,acs_2021,True,1.0,2021-01-25,2022-05-15,71,68,3,67,3213,3203,10,completed,not_run,False,0.3517612165065839,0.1244169412071705,68,3203,case_rate_100k >= 200,0.8017621347633652,0.0150278889660346,68,3203,complete_cov >= 10,-0.06679451543036646,0.5469830281718973,0.16890281609353716,-0.2842262252920858,-0.2366233817395488,-0.1413675043363067,0.07893774222878604,-0.020974576617798647,0.15210362933117036,2.6380606193856133,2.274063066355092,-0.2624679277376425,-0.27826900269654153,-0.042264452367610984,-0.18402943847994147,-0.17825042217310222,-0.26606978426692063,-0.2978125480677018,-0.4471847754021148,-0.31358542559747804,-0.6214881346740573,-0.39171500062425757,-0.5448044052512078,-0.40031021757331836,-0.4630737551482936,-0.46192961708893776,-0.21357526858884182,-0.10547010976025731,0.13108487432342686,0.2908173705442076,0.2829577142561811,0.3104863283985605,0.28071539769295717,0.26649725026021137,-0.03138790477572326,0.2395095181095468,0.08287109831371425,0.21949961638155477,-0.018465111996650036,-0.07222390619802027,-0.08315747324684318,-0.12570564277430685,-0.14725195848692982,0.029311963620246156,0.0044999707245983985,-0.2468771334087957,0.10330737157224344,0.1374957744205512,-0.2633183896856067,0.4084798978555947,0.05207226759760445,0.014341378507663788,0.031163112713002743,0.5688822401339976,0.9087885926116572,1.0412241081681186,-0.07231111938608455,1.516979210741999,1.4967133805422337,0.4331843729219742,-0.15677668100250808,-0.29513336327320766,-0.3456213397730611,-0.14518616418198801,-0.15055874937451288,-0.14715008946507124,-0.25854951330783227,-0.1281626038867259,-0.3018440839155173,-0.24484607930430138,-0.10420861363504699,0.007674679049792746,-0.06488438054987047,0.08313018224190846,0.06461304904117232,,,,-0.04011401601552182,-0.09620419269521069,0.005938075092843212,-0.5174058428267506
outcome_case_rate_100k_ge_200__intervention_complete_cov_ge_10__lag_4w__contiguity,case_rate_100k_ge_200,case_rate_100k >= 200,complete_cov_ge_10,complete_cov >= 10,4w,contiguity,acs_2021,True,1.0,2021-02-01,2022-05-15,71,67,4,66,3213,3203,10,completed,not_run,False,0.3476777834213261,0.1228441139462057,67,3203,case_rate_100k >= 200,0.7988033606553557,0.0152555842533988,67,3203,complete_cov >= 10,-0.06302857516264349,0.5484697109324815,0.17325606282514064,-0.29400792141649673,-0.2332611931706964,-0.1461345618059726,0.07392872625399494,-0.024207303848637184,0.1510823425918994,2.6573680920106444,2.262869263125057,-0.27358743963359594,-0.3940201942526129,-0.1891576242489342,-0.18060266610725667,-0.2676891574461581,-0.2976039210289777,-0.44564248865571066,-0.31341438731386906,-0.6232368459686073,-0.3895021424910526,-0.5438214631169227,-0.4619370649343461,-0.02479336608547681,-0.4608906347423958,-0.21119353735660573,-0.10409245227262381,0.131522680812476,0.2909089617634362,0.2809652655104218,0.30870574452622435,0.2776490779079107,0.26193746575312116,0.23453363649830616,-0.23929611883708693,0.07702593736133179,0.21329034307269082,-0.02509867072862278,-0.07879867211367098,-0.0893236826079301,-0.13279650145866925,-0.15097524140543006,0.026064267956727033,0.0012332889051399174,0.09065865335177288,-0.06731073591209966,0.1333989238476908,-0.267545604476626,0.4044970160595562,0.04744043381724382,0.009706945141300867,0.026373096861190163,0.5632326733942263,0.8991729578205978,1.02441551393643,1.485523690812444,-0.13181073378827787,1.4651795222866015,0.41864176547967163,-0.16543877614816763,-0.3021733851892115,-0.3485587920139285,-0.14698112748910896,-0.15103804916771432,-0.14693829544690906,-0.25863835490624854,-0.3013906808092949,-0.05159656923339661,-0.2463701771477694,-0.10340730121126086,0.009446325537098356,-0.06434751209131442,0.08391327029881512,0.06454965698096003,,,,,-0.12178712778105735,-0.004993409578602576,-0.05218621049584067,-0.5004769090991034
