experiment_name,experiment_group,outcome_code,outcome_label,outcome_definition,intervention_definition,network_code,network_label,interaction_matrix_label,beta,eta,field::black_share,field::family_household_share,field::female_household_share,field::hispanic_share,field::male_1521_share,field::renter_share,field::total_pop,field::vacant_share,interaction::centroid_distance_kernel_16,interaction::centroid_distance_kernel_8,interaction::contiguity,interaction::knn_16,interaction::knn_8,psi,tau::t_0,tau::t_1,tau::t_10,tau::t_11,tau::t_12,tau::t_13,tau::t_14,tau::t_2,tau::t_3,tau::t_4,tau::t_5,tau::t_6,tau::t_7,tau::t_8,tau::t_9,zeta,final_loss
any_crime_gt_2_pm1__centroid_distance_kernel_16,static,any_crime_gt_2_pm1,Any-crime indicator: more than two total crimes vs at most two total crimes,+1 means more than two recorded crimes in the period; -1 means at most two recorded crimes in the period.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,centroid_distance_kernel_16,Centroid-distance kernel with 16-nearest-neighbor support,Centroid-distance-kernel interaction matrix (16-neighbor support),0.03437348956371716,0.5350013174233336,0.29125452047195366,-0.34035116242282304,0.3488226237565931,0.3487904394669152,-0.26689108824206026,0.18326530701049046,3.3837353139538418,1.0431865769717237,1.321076981748081,,,,,3.3744954283283715,-0.3106400579947426,-0.1870095355196602,-0.21339619466118806,-0.22488801876448938,-0.19990059670054308,-0.1594734540424184,-0.4043103836303079,-0.22623661648602336,-0.31510675891705864,-0.26574252369041734,-0.2306568749730245,-0.2349400000354342,-0.2623602137106763,-0.23779927939533885,-0.15361886837884658,0.6530970648203517,0.23693581929627025
any_crime_gt_2_pm1__centroid_distance_kernel_8,static,any_crime_gt_2_pm1,Any-crime indicator: more than two total crimes vs at most two total crimes,+1 means more than two recorded crimes in the period; -1 means at most two recorded crimes in the period.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,centroid_distance_kernel_8,Centroid-distance kernel with 8-nearest-neighbor support,Centroid-distance-kernel interaction matrix (8-neighbor support),0.060088041685703045,0.5381325284361345,0.3054242752567484,-0.370948971084608,0.37914312388051963,0.37059548482150273,-0.20498504168679763,0.17075281440636988,3.352913037286191,1.1915711443684018,,1.3249583080960288,,,,3.3735799772202757,-0.3469693735164998,-0.21898398736522598,-0.24048892527557864,-0.254500232367947,-0.2289918207083645,-0.18710637192740484,-0.44328658892844475,-0.26011706936312273,-0.3529947188850397,-0.3026109869147704,-0.2650047645662499,-0.2689701114040178,-0.2993538754098576,-0.27368636566429266,-0.18393265493159222,0.6532563735811869,0.23739929539112625
any_crime_gt_2_pm1__contiguity,static,any_crime_gt_2_pm1,Any-crime indicator: more than two total crimes vs at most two total crimes,+1 means more than two recorded crimes in the period; -1 means at most two recorded crimes in the period.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,contiguity,Geographic contiguity network,Contiguity interaction matrix,0.12276822296612293,0.5717259384964484,0.3306322095378287,-0.41019845835363306,0.36101041363740577,0.4277947376680727,-0.19014827823795108,0.13063921696139305,4.911591344286924,1.4647028139726868,,,2.1314613045145805,,,3.37425877299967,-0.4381680100614513,-0.298478504996545,-0.31258738603692193,-0.3260357945156647,-0.30562180039858866,-0.2573720211255917,-0.541391464598669,-0.34395689216672864,-0.44082538402959587,-0.3873458676936893,-0.3458391324160001,-0.353559509150325,-0.38506903264835735,-0.3643175187504849,-0.2561843487159515,0.655167175816907,0.24313396641297325
any_crime_gt_2_pm1__knn_16,static,any_crime_gt_2_pm1,Any-crime indicator: more than two total crimes vs at most two total crimes,+1 means more than two recorded crimes in the period; -1 means at most two recorded crimes in the period.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,knn_16,16-nearest-neighbor centroid graph,16-nearest-neighbor interaction matrix,0.02856299456407924,0.5406328876105447,0.2672372470624527,-0.3135757467713149,0.37879839210668176,0.39661680709360747,-0.28419057895633215,0.11838044296716833,4.042256953971057,1.129641035538604,,,,1.2712708075370158,,3.3782949618473723,-0.2574840698949345,-0.1348901343443661,-0.16233200832117897,-0.17339498051251265,-0.14982257882194938,-0.11387606902008315,-0.35283308858923623,-0.1774042000780242,-0.25925103547845746,-0.21196181637542458,-0.17667222923887513,-0.1853396014467952,-0.2078762121378731,-0.1877834764056405,-0.10418746171729297,0.6603254882307976,0.23790346248899435
any_crime_gt_2_pm1__knn_8,static,any_crime_gt_2_pm1,Any-crime indicator: more than two total crimes vs at most two total crimes,+1 means more than two recorded crimes in the period; -1 means at most two recorded crimes in the period.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,knn_8,8-nearest-neighbor centroid graph,8-nearest-neighbor interaction matrix,0.053648137281063726,0.5420699938610261,0.2746575986618119,-0.3397612654705006,0.3825909638706471,0.38610497392061055,-0.22040279535636434,0.11498477861782433,3.9852047453816932,1.232220598686298,,,,,1.071828469821616,3.3774210627128967,-0.30735549611881197,-0.18042050738518223,-0.20284948079764833,-0.21642358293118974,-0.19218427175496716,-0.1542491738856469,-0.40453838731579217,-0.22502672495409295,-0.3108342982166554,-0.2632219316343558,-0.2247446293189512,-0.2326846233885051,-0.25955013672718086,-0.23794919472680026,-0.14837398269085147,0.656380617053494,0.2383050004482876
any_crime_gt_3_pm1__centroid_distance_kernel_16,static,any_crime_gt_3_pm1,Any-crime indicator: more than three total crimes vs at most three total crimes,+1 means more than three recorded crimes in the period; -1 means at most three recorded crimes in the period.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,centroid_distance_kernel_16,Centroid-distance kernel with 16-nearest-neighbor support,Centroid-distance-kernel interaction matrix (16-neighbor support),0.024114238132554457,0.6611721419335299,0.355625061099549,-0.4618492171969648,0.4410355142581371,0.3905239168608048,-0.22469952578512628,0.20564436730293426,2.836825703998131,1.0733625461439342,1.4891523288839268,,,,,3.2676655816186386,-0.38574356407688815,-0.2597233815687249,-0.28790601753283246,-0.2985934208447566,-0.24883948030822023,-0.2334392801455598,-0.4967615070526011,-0.32247838682155394,-0.39168961788787526,-0.3539612482751904,-0.2916575481668427,-0.3291763484819451,-0.33894650113476843,-0.280548040770271,-0.2172309028343395,0.7057531316824631,0.16587343473123237
any_crime_gt_3_pm1__centroid_distance_kernel_8,static,any_crime_gt_3_pm1,Any-crime indicator: more than three total crimes vs at most three total crimes,+1 means more than three recorded crimes in the period; -1 means at most three recorded crimes in the period.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,centroid_distance_kernel_8,Centroid-distance kernel with 8-nearest-neighbor support,Centroid-distance-kernel interaction matrix (8-neighbor support),0.040870384360960466,0.6629232279047806,0.35906328152920103,-0.48953237271758165,0.48088334946842076,0.40397056968003703,-0.1592986192755069,0.19315811898852667,2.747784509560209,1.1827392146995876,,1.5160213772539501,,,,3.268905900531238,-0.4428303280651437,-0.3138975061672242,-0.33715023198589383,-0.34983853480573984,-0.29828355449679844,-0.2823397319888928,-0.5567732922612655,-0.3771631792113635,-0.44875742152465153,-0.41113316358550756,-0.3455925413260126,-0.38451386211851124,-0.3977495478268485,-0.3364216783155963,-0.2699068120338297,0.7074836999966656,0.1659943338120072
any_crime_gt_3_pm1__contiguity,static,any_crime_gt_3_pm1,Any-crime indicator: more than three total crimes vs at most three total crimes,+1 means more than three recorded crimes in the period; -1 means at most three recorded crimes in the period.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,contiguity,Geographic contiguity network,Contiguity interaction matrix,0.0972801323660248,0.7083366534001866,0.38970417027423937,-0.5172358652671839,0.45599771328231925,0.4459347200968942,-0.1954829656756178,0.14262251156302877,4.367003642657208,1.4735797201553014,,,2.236548240235502,,,3.2657353856462086,-0.5919924956552938,-0.45307508327137774,-0.46865013233807024,-0.48165208995321157,-0.4364073867629419,-0.4120956184548967,-0.7173286634317526,-0.5233505586249884,-0.5937525794681171,-0.5520896484743879,-0.48602819860105106,-0.5338534741683465,-0.5441825568602917,-0.4867343739196211,-0.40134456093983756,0.7038708800809743,0.17119491573930898
any_crime_gt_3_pm1__knn_16,static,any_crime_gt_3_pm1,Any-crime indicator: more than three total crimes vs at most three total crimes,+1 means more than three recorded crimes in the period; -1 means at most three recorded crimes in the period.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,knn_16,16-nearest-neighbor centroid graph,16-nearest-neighbor interaction matrix,0.004505351509603543,0.6682130804138421,0.33350903400185633,-0.4142472981697175,0.5006604030252436,0.47189008224835377,-0.27547531789664353,0.12292478834751636,3.5057420633055627,1.132790654685354,,,,1.4492326259054555,,3.270010129101979,-0.31643215720699797,-0.19279025526428312,-0.2219813259712389,-0.23123497975366647,-0.1872518022860723,-0.17301641422734718,-0.4305185914790694,-0.258865370893671,-0.32202895835900186,-0.28204494128818464,-0.2227456329767794,-0.26522122649442315,-0.26921377917438966,-0.21570261130604107,-0.15242284409885856,0.7068771577870064,0.1667408862920314
any_crime_gt_3_pm1__knn_8,static,any_crime_gt_3_pm1,Any-crime indicator: more than three total crimes vs at most three total crimes,+1 means more than three recorded crimes in the period; -1 means at most three recorded crimes in the period.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,knn_8,8-nearest-neighbor centroid graph,8-nearest-neighbor interaction matrix,0.015537312366054701,0.6667928338948206,0.3250780371545826,-0.432432788103516,0.4963511975397328,0.43814806073008605,-0.21049754934765727,0.12056262080365565,3.4263617899195795,1.1969203651917617,,,,,1.2663078323683756,3.2659654681572294,-0.3855240287740354,-0.2588387719958212,-0.28426755477485527,-0.29471204806156953,-0.2483258478252911,-0.23416705175702981,-0.49980999998752607,-0.3249476182915246,-0.3897286092401758,-0.351271191779967,-0.2892005609683838,-0.33238432114068533,-0.3389870974900553,-0.28287065905131437,-0.21833138515241882,0.7032812445960073,0.16654477298980153
any_crime_gt_block_mean_pm1__centroid_distance_kernel_16,static,any_crime_gt_block_mean_pm1,Any-crime indicator: above the block-specific mean total crime vs at or below the block-specific mean,+1 means total crime is above that exact block's own time-average total crime; -1 means at or below the block-specific mean.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,centroid_distance_kernel_16,Centroid-distance kernel with 16-nearest-neighbor support,Centroid-distance-kernel interaction matrix (16-neighbor support),-0.05506349369855064,0.07923158058871109,0.09561412304357425,-0.02265356925014426,0.022493731589571384,0.037069669653093155,0.036299859067147396,0.1011247995714702,1.0108072626182958,0.18383447237559786,0.5421544418625558,,,,,3.448264144098398,-0.3339082324150017,-0.23097365977849302,-0.20424098309323135,-0.2191669263369573,-0.19625552215630312,-0.18543051710628594,-0.3564182628343652,-0.25198037744956403,-0.3413801306654119,-0.32070790615383116,-0.28538120426952107,-0.2723631362292198,-0.31461220016656055,-0.2651850724978554,-0.18473793475667177,0.22483425963505738,0.5024407097113001
any_crime_gt_block_mean_pm1__centroid_distance_kernel_8,static,any_crime_gt_block_mean_pm1,Any-crime indicator: above the block-specific mean total crime vs at or below the block-specific mean,+1 means total crime is above that exact block's own time-average total crime; -1 means at or below the block-specific mean.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,centroid_distance_kernel_8,Centroid-distance kernel with 8-nearest-neighbor support,Centroid-distance-kernel interaction matrix (8-neighbor support),-0.06789338591619416,0.08007046779259662,0.09924397551415402,-0.02798095417035774,0.03352934781228307,0.050209887357706116,0.04155089482430609,0.09973947796062321,1.0528654409996698,0.2066096366795453,,0.44536333626559493,,,,3.446348756571973,-0.3778561248907188,-0.2658409642326475,-0.23401659106687306,-0.2503717821406145,-0.22526811495803886,-0.21294220952550594,-0.40205853515834206,-0.2882382099932913,-0.3863673855508743,-0.36385063023217673,-0.3256705261616444,-0.3112242846129847,-0.35674019993657546,-0.3030034337651475,-0.2139260522395459,0.22680299202493473,0.502804481367175
any_crime_gt_block_mean_pm1__contiguity,static,any_crime_gt_block_mean_pm1,Any-crime indicator: above the block-specific mean total crime vs at or below the block-specific mean,+1 means total crime is above that exact block's own time-average total crime; -1 means at or below the block-specific mean.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,contiguity,Geographic contiguity network,Contiguity interaction matrix,-0.08383006989642729,0.0823197355688175,0.10533260744929421,-0.027709987138217564,0.040966974207018086,0.06852129910124613,0.03731633802437412,0.09617762305845319,1.3166918178797982,0.22857961398710652,,,0.8778640238950998,,,3.45294408036276,-0.41793742158253544,-0.3002459661591792,-0.26656950332478035,-0.2817501714702916,-0.2573002390169728,-0.24417796550987492,-0.442865674576739,-0.3251129793482901,-0.42825112020353323,-0.40403455686631606,-0.36350193641699063,-0.3488484075050317,-0.3958880814320718,-0.34100298534482537,-0.24599779799710736,0.22811149689899357,0.5036944431904161
any_crime_gt_block_mean_pm1__knn_16,static,any_crime_gt_block_mean_pm1,Any-crime indicator: above the block-specific mean total crime vs at or below the block-specific mean,+1 means total crime is above that exact block's own time-average total crime; -1 means at or below the block-specific mean.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,knn_16,16-nearest-neighbor centroid graph,16-nearest-neighbor interaction matrix,-0.06482224854873654,0.07912571742856707,0.09271526352289962,-0.019121624834447615,0.027026659865125244,0.047879786840597724,0.039813226308468494,0.08824379052839673,1.1298642829939596,0.19195007306534803,,,,0.5297335585373742,,3.450729125246708,-0.3314069290252844,-0.23226807238090597,-0.20613717273696572,-0.21943715567918726,-0.1980861110234778,-0.18737412865123568,-0.3535401933796464,-0.25417995937787047,-0.34031289970271267,-0.3190902046265286,-0.2846675975664551,-0.27309915123967443,-0.3125847888729931,-0.2658973926465005,-0.18783010257530453,0.225446453841939,0.5024307633927775
any_crime_gt_block_mean_pm1__knn_8,static,any_crime_gt_block_mean_pm1,Any-crime indicator: above the block-specific mean total crime vs at or below the block-specific mean,+1 means total crime is above that exact block's own time-average total crime; -1 means at or below the block-specific mean.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,knn_8,8-nearest-neighbor centroid graph,8-nearest-neighbor interaction matrix,-0.07385743343013033,0.08017863454371287,0.09677995149215168,-0.025236649842012765,0.0362075876309152,0.05431128901638999,0.04485539078266442,0.0907141745817168,1.1576825953343006,0.21125447540090792,,,,,0.36297008692080407,3.4512483327654344,-0.3766896030490441,-0.2671990635909169,-0.23559349214823755,-0.25081738997370023,-0.22703196328108521,-0.2145828414691973,-0.4009371608790294,-0.2902007960427103,-0.38643176412494723,-0.3632165493659343,-0.3261064431632155,-0.31224676106596694,-0.3558613765971879,-0.30403308756891473,-0.21662315233170065,0.22859553141922076,0.5028223678476034
any_crime_gt_district_mean_pm1__centroid_distance_kernel_16,static,any_crime_gt_district_mean_pm1,Any-crime indicator: above district-average total crime vs at or below district average,+1 means total crime is above the neighborhood-district mean; -1 means at or below the district mean.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,centroid_distance_kernel_16,Centroid-distance kernel with 16-nearest-neighbor support,Centroid-distance-kernel interaction matrix (16-neighbor support),-0.08757698648175757,0.35689739419577093,0.12175995908727834,-0.1436266956733773,0.09077818979906091,0.10101321720240136,-0.17559412796267276,0.13585589781187116,4.001547373309633,1.2413328114403246,1.1567828082471974,,,,,3.4142833236427435,-0.26795058571824076,-0.17155971310083795,-0.2088424864427349,-0.20730971041179405,-0.18012796522314448,-0.17008313332567537,-0.3219370920676756,-0.21252492238532814,-0.2794904392516854,-0.23781969331017166,-0.21634360024384006,-0.21779696693656328,-0.2442285528995282,-0.2083779567208029,-0.16951957246390562,0.13492406485303826,0.3874036429605087
any_crime_gt_district_mean_pm1__centroid_distance_kernel_8,static,any_crime_gt_district_mean_pm1,Any-crime indicator: above district-average total crime vs at or below district average,+1 means total crime is above the neighborhood-district mean; -1 means at or below the district mean.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,centroid_distance_kernel_8,Centroid-distance kernel with 8-nearest-neighbor support,Centroid-distance-kernel interaction matrix (8-neighbor support),-0.12022598142099716,0.3613668040317149,0.11994230416714917,-0.16273993132639278,0.11360747797411662,0.13196830728145686,-0.12830922443845916,0.13096962573087592,3.9903654411239993,1.412937866056273,,1.080159562699285,,,,3.4115074785409205,-0.3531640365041867,-0.24894101280336536,-0.2817613450170202,-0.2802801632163711,-0.2525733923503545,-0.23989481681095556,-0.4102020778628389,-0.29155438174871484,-0.3674103040806536,-0.32283458438605955,-0.2978822223803746,-0.29843688703516813,-0.32687345755042285,-0.28795620448579784,-0.24086503479723578,0.13470056390542676,0.3885966064574771
any_crime_gt_district_mean_pm1__contiguity,static,any_crime_gt_district_mean_pm1,Any-crime indicator: above district-average total crime vs at or below district average,+1 means total crime is above the neighborhood-district mean; -1 means at or below the district mean.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,contiguity,Geographic contiguity network,Contiguity interaction matrix,-0.16153177208931097,0.376972953602594,0.09898527957957894,-0.16459902287261619,0.10492591363118339,0.1721588297431876,-0.1087460222480923,0.11271175969858278,5.0051819886388165,1.5420356300653277,,,2.14301310757427,,,3.4121575506681516,-0.46947599491686776,-0.3611751143318845,-0.38821626881317167,-0.38407430268575316,-0.35935316680431206,-0.34172968718325075,-0.5294560942182709,-0.4050414934658303,-0.4875678730287041,-0.44085786530717713,-0.4107798482651255,-0.41296979419669033,-0.4407013455563856,-0.40173696171035733,-0.3436818232724763,0.13588975746804732,0.39309017840342386
any_crime_gt_district_mean_pm1__knn_16,static,any_crime_gt_district_mean_pm1,Any-crime indicator: above district-average total crime vs at or below district average,+1 means total crime is above the neighborhood-district mean; -1 means at or below the district mean.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,knn_16,16-nearest-neighbor centroid graph,16-nearest-neighbor interaction matrix,-0.11960519305321357,0.3607024321176471,0.10727095954197739,-0.13423633315803118,0.10606217258194388,0.11792438515568529,-0.15740161671950223,0.1003266775376626,4.4586292913287116,1.2787076482825244,,,,1.0797138075281054,,3.407996395570529,-0.28283134755372785,-0.1911204856444489,-0.22681148827984077,-0.22402159747006942,-0.19800834459798272,-0.18843859680060498,-0.3358555662416588,-0.23286717779476934,-0.2960172056137924,-0.25450771555099516,-0.23278835856927635,-0.23698997475393027,-0.2596373674308525,-0.22639427343427507,-0.18699295645325195,0.14152048855859298,0.3884324227382384
